Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	6840.035150283	6842.908685957	4031.696	4621.236	2.8735	589.540	-65.10	Birds
2	Spectrogram 1	1	6841.924478020	6842.425369559	5229.794	5458.003	0.5009	228.209	-69.79	Birds
3	Spectrogram 1	1	6843.971982031	6844.297122153	5267.829	5496.038	0.3251	228.209	-68.17	Birds
4	Spectrogram 1	1	6846.414926732	6846.889455559	5267.829	5477.021	0.4745	209.192	-67.82	Birds
5	Spectrogram 1	1	6848.734845441	6849.103923417	5305.864	5458.003	0.3691	152.139	-68.39	Birds
6	Spectrogram 1	1	6854.833992773	6855.413972450	5286.846	5553.090	0.5800	266.244	-69.12	Birds
7	Spectrogram 1	1	6856.468480954	6856.863921643	5229.794	5496.038	0.3954	266.244	-69.43	Birds
8	Spectrogram 1	1	6851.395045693	6856.975153193	3974.643	4830.428	5.5801	855.784	-66.62	BIrds
9	Spectrogram 1	1	6860.045818904	6861.232140971	5210.777	5458.003	1.1863	247.227	-70.17	Birds
10	Spectrogram 1	1	6862.172411053	6862.813903727	5229.794	5515.055	0.6415	285.261	-70.41	Birds
11	Spectrogram 1	1	6863.191769274	6863.727811097	5077.655	5381.933	0.5360	304.279	-71.21	Birds
12	Spectrogram 1	1	6864.035376077	6864.703231463	5286.846	5477.021	0.6679	190.174	-69.06	Birds
13	Spectrogram 1	1	6865.472855519	6866.123135763	5058.637	5343.899	0.6503	285.261	-72.08	Birds
14	Spectrogram 1	1	6867.643385522	6868.486992326	5191.759	5458.003	0.8436	266.244	-73.38	Birds
15	Spectrogram 1	1	6868.996671436	6870.016029656	5229.794	5438.986	1.0194	209.192	-70.75	Birds
16	Spectrogram 1	1	6870.771760751	6871.079325731	5267.829	5400.951	0.3076	133.122	-71.65	Birds
17	Spectrogram 1	1	6871.571429699	6871.887782251	5077.655	5343.899	0.3164	266.244	-72.35	Birds
18	Spectrogram 1	1	6862.267374150	6865.026671402	4190.476	4704.762	2.7593	514.286	-72.64	Amphibians
19	Spectrogram 1	1	6863.348245367	6865.009096261	2552.381	2819.048	1.6609	266.667	-70.44	Amphibians
20	Spectrogram 1	1	6858.541444103	6859.842004592	2342.857	2895.238	1.3006	552.381	-69.49	Amphibians
21	Spectrogram 1	1	6866.830338470	6868.447251510	2380.952	2857.143	1.6169	476.190	-70.87	Amphibians
22	Spectrogram 1	1	6871.707440301	6872.911337509	2457.143	2780.952	1.2039	323.810	-68.44	Amphibians
23	Spectrogram 1	1	6873.151667055	6873.775584586	5104.762	5390.476	0.6239	285.714	-71.26	Birds
24	Spectrogram 1	1	6874.250113413	6875.330984629	5180.952	5504.762	1.0809	323.810	-69.59	Birds
25	Spectrogram 1	1	6875.682487464	6876.359130421	5200.000	5409.524	0.6766	209.524	-67.33	Birds
26	Spectrogram 1	1	6877.677266051	6878.476934999	5161.905	5504.762	0.7997	342.857	-67.31	Birds
27	Spectrogram 1	1	6880.172936177	6881.297745247	5219.048	5485.714	1.1248	266.667	-69.93	Birds
28	Spectrogram 1	1	6846.880667988	6848.093352767	2419.048	2742.857	1.2127	323.810	-69.29	Amphibians
29	Spectrogram 1	1	6848.576669165	6849.929955078	2533.333	2780.952	1.3533	247.619	-67.65	Amphibians
30	Spectrogram 1	1	6840.043937854	6841.406011339	2514.286	2819.048	1.3621	304.762	-69.50	Amphibians
31	Spectrogram 1	1	6875.241525355	6887.052020598	3866.667	4838.095	11.8105	971.429	-68.19	Birds
34	Spectrogram 1	1	6887.690909409	6888.719055200	3983.402	4904.564	1.0281	921.162	-70.01	Birds
35	Spectrogram 1	1	6891.671679011	6892.497710673	5253.112	5477.178	0.8260	224.066	-70.77	Birds
36	Spectrogram 1	1	6893.156778488	6893.640094885	5228.216	5526.971	0.4833	298.755	-70.96	Birds
37	Spectrogram 1	1	6897.650122327	6898.511304272	2414.938	2863.071	0.8612	448.133	-69.54	Amphibians
38	Spectrogram 1	1	6895.918970866	6899.908528039	4107.884	4556.017	3.9896	448.133	-66.52	Birds
39	Spectrogram 1	1	6896.208960705	6897.034992366	5153.527	5502.075	0.8260	348.548	-69.02	Birds
40	Spectrogram 1	1	6898.432216134	6898.959470386	5078.838	5502.075	0.5273	423.237	-68.21	Birds
41	Spectrogram 1	1	6899.557025205	6899.811864760	8763.485	10132.780	0.2548	1369.295	-74.48	Birds
42	Spectrogram 1	1	6877.461151916	6879.535018641	17348.200	17746.540	2.0739	398.340	-70.24	Insects
43	Spectrogram 1	1	6840.049710008	6899.999979167	5825.726	6522.822	59.9503	697.095	-61.75	Insects
44	Spectrogram 1	1	6840.049710008	6899.999979167	6473.029	8016.598	59.9503	1543.568	-65.11	Unknown
45	Spectrogram 1	1	6845.517810843	6845.865780896	12796.680	16630.705	0.3480	3834.025	-48.84	Birds
