Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	21660.000000000	21719.999979167	2036.364	2715.152	60.0000	678.788	-60.97	Amphibians
2	Spectrogram 1	1	21660.000000000	21719.999979167	5333.333	6109.091	60.0000	775.758	-43.96	Insects
3	Spectrogram 1	1	21667.439997417	21668.015997217	6351.515	10472.727	0.5760	4121.212	-66.92	Insects
4	Spectrogram 1	1	21660.000000000	21719.999979167	4121.212	4896.970	60.0000	775.758	-63.28	Insects
5	Spectrogram 1	1	21680.639992833	21681.359992583	9018.182	10084.848	0.7200	1066.667	-53.88	Birds
6	Spectrogram 1	1	21694.367988067	21694.991987850	9115.152	10036.364	0.6240	921.212	-54.84	Birds
7	Spectrogram 1	1	21703.679984833	21704.255984633	8921.212	9696.970	0.5760	775.758	-52.59	Birds
8	Spectrogram 1	1	21663.023998950	21665.663998033	6351.515	7321.212	2.6400	969.697	-66.92	Birds
9	Spectrogram 1	1	21668.495997050	21670.127996483	6303.030	7612.121	1.6320	1309.091	-67.66	Birds
10	Spectrogram 1	1	21672.287995733	21674.111995100	6351.515	7321.212	1.8240	969.697	-63.31	Birds
11	Spectrogram 1	1	21676.799994167	21680.303992950	6351.515	7321.212	3.5040	969.697	-65.31	Birds
12	Spectrogram 1	1	21682.127992317	21685.247991233	6303.030	7175.758	3.1200	872.727	-64.77	Birds
13	Spectrogram 1	1	21688.079990250	21690.911989267	6254.545	7418.182	2.8320	1163.636	-67.81	Birds
14	Spectrogram 1	1	21696.287987400	21701.471985600	6303.030	7466.667	5.1840	1163.636	-69.23	Birds
15	Spectrogram 1	1	21703.055985050	21707.231983600	6303.030	7272.727	4.1760	969.697	-65.35	Birds
16	Spectrogram 1	1	21708.431983183	21709.343982867	6303.030	7272.727	0.9120	969.697	-63.11	Birds
17	Spectrogram 1	1	21710.543982450	21712.559981750	6593.939	7466.667	2.0160	872.727	-67.46	Birds
18	Spectrogram 1	1	21714.863980950	21719.135979467	6157.576	7369.697	4.2720	1212.121	-66.33	Birds
19	Spectrogram 1	1	21660.000000000	21660.419999854	387.879	775.758	0.4200	387.879	-63.80	Mammals
20	Spectrogram 1	1	21666.527997733	21667.991997225	484.848	1115.152	1.4640	630.303	-68.08	Domestic mammals
21	Spectrogram 1	1	21675.041848435	21676.217848026	387.879	1066.667	1.1760	678.788	-65.00	Domestic mammals
22	Spectrogram 1	1	21677.405847614	21678.509847230	290.909	1163.636	1.1040	872.727	-67.77	Domestic mammals
23	Spectrogram 1	1	21681.041846351	21682.301845914	387.879	921.212	1.2600	533.333	-65.52	Domestic mammals
24	Spectrogram 1	1	21686.899600366	21688.147599933	387.879	1115.152	1.2480	727.273	-63.73	Domestic mammals
25	Spectrogram 1	1	21687.211600258	21687.475600166	7951.515	10278.788	0.2640	2327.273	-71.02	Birds
26	Spectrogram 1	1	21690.019599283	21690.283599191	7175.758	9890.909	0.2640	2715.152	-70.30	Birds
27	Spectrogram 1	1	21696.610523770	21697.222523558	339.394	921.212	0.6120	581.818	-64.42	Domestic mammals
28	Spectrogram 1	1	21695.362524204	21695.542524141	7903.030	10521.212	0.1800	2618.182	-71.36	Birds
29	Spectrogram 1	1	21683.210918654	21683.390918591	7903.030	10569.697	0.1800	2666.667	-70.34	Birds
