Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	35280.000000000	35339.999979167	2424.242	2860.606	60.0000	436.364	-60.88	Amphibians
2	Spectrogram 1	1	35280.000000000	35339.999979167	5721.212	6593.939	60.0000	872.727	-49.06	Insects
3	Spectrogram 1	1	35280.000000000	35339.999979167	4024.242	4848.485	60.0000	824.242	-59.98	Insects
4	Spectrogram 1	1	35280.000000000	35311.583989033	4848.485	5236.364	31.5840	387.879	-66.50	Insects
5	Spectrogram 1	1	35280.865498400	35281.213394815	6909.091	7369.697	0.3479	460.606	-70.45	Birds
6	Spectrogram 1	1	35286.720340515	35287.017325260	6884.848	7442.424	0.2970	557.576	-70.55	Birds
7	Spectrogram 1	1	35290.906639687	35291.296962495	6787.879	7248.485	0.3903	460.606	-72.07	Birds
8	Spectrogram 1	1	35295.938409795	35296.422070665	6836.364	7321.212	0.4837	484.848	-72.57	Birds
9	Spectrogram 1	1	35298.645213614	35298.933713080	6860.606	7393.939	0.2885	533.333	-70.69	Birds
10	Spectrogram 1	1	35299.999746169	35300.271275079	7009.452	7463.138	0.2715	453.686	-74.71	Birds
11	Spectrogram 1	1	35303.012020011	35303.334460591	6533.081	7327.032	0.3224	793.951	-65.92	Birds
12	Spectrogram 1	1	35306.086516071	35306.901102801	6782.609	7417.769	0.8146	635.161	-71.02	Birds
13	Spectrogram 1	1	35307.444160620	35307.647807302	6896.030	7304.348	0.2036	408.318	-73.22	Birds
14	Spectrogram 1	1	35309.777612188	35310.210361387	6782.609	7122.873	0.4327	340.265	-74.43	Birds
15	Spectrogram 1	1	35311.703770391	35312.051666806	6737.240	7258.979	0.3479	521.739	-71.53	Birds
16	Spectrogram 1	1	35315.368514454	35315.758837262	6827.977	7304.348	0.3903	476.371	-70.52	Birds
17	Spectrogram 1	1	35319.729947566	35320.052388146	6827.977	7327.032	0.3224	499.055	-75.44	Birds
18	Spectrogram 1	1	35331.331584503	35331.654025083	6873.346	7281.664	0.3224	408.318	-68.59	Birds
19	Spectrogram 1	1	35332.146171232	35332.477097090	6827.977	7213.611	0.3309	385.633	-72.45	Birds
20	Spectrogram 1	1	35335.981517081	35336.346384054	6714.556	7190.926	0.3649	476.371	-69.27	Birds
21	Spectrogram 1	1	35339.171649497	35339.672280924	6918.715	7327.032	0.5006	408.318	-73.33	Birds
22	Spectrogram 1	1	35322.432234316	35323.085600755	6783.907	15302.334	0.6534	8518.427	-68.18	Unknown
25	Spectrogram 1	1	35280.271528910	35280.941865906	10155.476	14299.361	0.6703	4143.885	-67.02	Unknown
26	Spectrogram 1	1	35281.866761254	35282.367392681	7328.138	14579.937	0.5006	7251.799	-68.25	Unknown
27	Spectrogram 1	1	35286.796708021	35287.237942499	7587.131	13738.210	0.4412	6151.079	-70.70	Unknown
28	Spectrogram 1	1	35288.044043950	35288.502248985	7436.052	13889.289	0.4582	6453.237	-68.79	Unknown
29	Spectrogram 1	1	35292.146895381	35292.774805985	6896.484	12680.656	0.6279	5784.173	-72.62	Unknown
30	Spectrogram 1	1	35293.199069906	35293.801524674	6874.901	12723.822	0.6025	5848.921	-71.79	Unknown
31	Spectrogram 1	1	35294.531258619	35295.167654501	6659.073	12637.491	0.6364	5978.417	-72.32	Unknown
32	Spectrogram 1	1	35300.880709447	35301.483164215	7371.304	13004.397	0.6025	5633.094	-71.39	Unknown
33	Spectrogram 1	1	35302.136530654	35302.450485956	6853.318	13004.397	0.3140	6151.079	-71.36	Unknown
34	Spectrogram 1	1	35304.775452245	35305.343965900	6572.742	12961.232	0.5685	6388.489	-71.99	Unknown
35	Spectrogram 1	1	35308.041851531	35308.822497147	6723.822	13565.548	0.7806	6841.727	-70.26	Unknown
36	Spectrogram 1	1	35311.919623773	35312.785122172	6853.318	13867.707	0.8655	7014.388	-69.45	Unknown
37	Spectrogram 1	1	35314.049428658	35314.482177858	6831.735	13997.203	0.4327	7165.468	-69.14	Unknown
38	Spectrogram 1	1	35315.271308752	35315.771940179	6702.239	14083.534	0.5006	7381.295	-69.47	Unknown
39	Spectrogram 1	1	35318.495860740	35318.962551053	6702.239	14126.699	0.4667	7424.460	-69.91	Unknown
40	Spectrogram 1	1	35324.639695964	35325.131842113	6982.814	14472.023	0.4921	7489.209	-69.30	Unknown
41	Spectrogram 1	1	35329.476304668	35330.290891397	6615.908	14752.599	0.8146	8136.691	-68.37	Unknown
42	Spectrogram 1	1	35330.808493381	35331.266698416	7371.304	14838.930	0.4582	7467.626	-67.61	Unknown
43	Spectrogram 1	1	35336.175767117	35336.922471619	6659.073	14774.181	0.7467	8115.108	-68.65	Unknown
44	Spectrogram 1	1	35337.414617767	35337.949190308	6745.404	14687.850	0.5346	7942.446	-68.02	Unknown
45	Spectrogram 1	1	35338.670438975	35339.154099845	6680.656	14882.095	0.4837	8201.439	-68.26	Unknown
