Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	1680.000000000	1739.999979167	5724.020	6950.596	60.0000	1226.576	-45.02	Insects
2	Spectrogram 1	1	1680.000000000	1739.999979167	6991.482	8054.514	60.0000	1063.032	-54.67	Insects
3	Spectrogram 1	1	1729.871982683	1730.255982550	8381.601	11202.726	0.3840	2821.124	-44.64	Birds
4	Spectrogram 1	1	1731.791982017	1732.319981833	8913.118	10548.552	0.5280	1635.434	-51.32	Birds
5	Spectrogram 1	1	1732.319981833	1732.943981617	8954.003	9689.949	0.6240	735.945	-57.20	Birds
6	Spectrogram 1	1	1680.033941114	1682.061922658	2637.138	2862.010	2.0280	224.872	-69.35	Amphibians
7	Spectrogram 1	1	1682.630436313	1685.625739598	2678.024	2862.010	2.9953	183.986	-66.01	Amphibians
8	Spectrogram 1	1	1686.296076594	1690.360524961	2657.581	2862.010	4.0644	204.429	-66.06	Amphibians
9	Spectrogram 1	1	1680.008485278	1693.457651587	2330.494	2555.366	13.4492	224.872	-64.36	Amphibians
10	Spectrogram 1	1	1690.868382793	1693.167893246	2637.138	2862.010	2.2995	224.872	-68.31	Amphibians
11	Spectrogram 1	1	1693.541245497	1694.788581426	2166.951	2575.809	1.2473	408.859	-65.27	Amphibians
12	Spectrogram 1	1	1694.143136322	1695.611089490	2596.252	2923.339	1.4680	327.087	-69.97	Amphibians
13	Spectrogram 1	1	1695.984441740	1703.468457314	2555.366	2862.010	7.4840	306.644	-67.37	Amphibians
14	Spectrogram 1	1	1695.322590023	1702.195665550	2228.279	2596.252	6.8731	367.973	-64.68	Amphibians
15	Spectrogram 1	1	1704.130309031	1706.285569752	2616.695	2841.567	2.1553	224.872	-65.31	Amphibians
16	Spectrogram 1	1	1706.596760531	1707.699846727	2310.051	2575.809	1.1031	265.758	-63.33	Amphibians
17	Spectrogram 1	1	1707.224671135	1708.539889291	2575.809	2862.010	1.3152	286.201	-69.42	Amphibians
18	Spectrogram 1	1	1709.039840955	1715.717755078	2248.722	2494.037	6.6779	245.315	-62.76	Amphibians
19	Spectrogram 1	1	1712.743853901	1721.356411505	2534.923	3045.997	8.6126	511.073	-69.78	Amphibians
20	Spectrogram 1	1	1715.807039413	1731.767848136	2228.279	2494.037	15.9608	265.758	-65.38	Amphibians
21	Spectrogram 1	1	1734.296461108	1739.999979167	2269.165	2534.923	5.7035	265.758	-63.23	Amphibians
22	Spectrogram 1	1	1731.217715994	1736.274941937	2494.037	2862.010	5.0572	367.973	-67.45	Amphibians
23	Spectrogram 1	1	1723.263374078	1729.321862876	2534.923	2882.453	6.0585	347.530	-67.35	Amphibians
24	Spectrogram 1	1	1705.886968737	1706.463967670	3270.869	3536.627	0.5770	265.758	-71.87	Amphibians
25	Spectrogram 1	1	1707.575539144	1708.110111685	3250.426	3495.741	0.5346	245.315	-73.89	Amphibians
26	Spectrogram 1	1	1711.104503570	1711.825752236	3189.097	3454.855	0.7212	265.758	-74.43	Amphibians
27	Spectrogram 1	1	1714.048895184	1714.608923560	3229.983	3597.956	0.5600	367.973	-74.65	Amphibians
28	Spectrogram 1	1	1715.315780053	1716.147337339	3270.869	3434.412	0.8316	163.543	-74.46	Amphibians
29	Spectrogram 1	1	1718.294112781	1719.261434522	3148.211	3475.298	0.9673	327.087	-73.30	Amphibians
30	Spectrogram 1	1	1720.902019130	1721.869340871	3086.882	3393.526	0.9673	306.644	-70.71	Amphibians
31	Spectrogram 1	1	1723.260926533	1725.331334470	3189.097	3475.298	2.0704	286.201	-68.44	Amphibians
32	Spectrogram 1	1	1726.639255903	1728.370252703	3005.111	3475.298	1.7310	470.187	-62.76	Amphibians
