Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	4560.000000000	4619.999979167	6254.545	7127.273	60.0000	872.727	-67.10	Insects
2	Spectrogram 1	1	4560.000000000	4560.695792831	4427.103	6210.242	0.6958	1783.139	-64.67	Birds
3	Spectrogram 1	1	4561.196424258	4561.357644548	5779.829	6978.836	0.1612	1199.007	-61.75	Birds
4	Spectrogram 1	1	4560.678822274	4560.763675059	2736.196	3012.890	0.0849	276.694	-63.47	Birds
5	Spectrogram 1	1	4560.899439513	4561.060659803	1014.545	1506.445	0.1612	491.900	-65.62	Birds
6	Spectrogram 1	1	4561.255821207	4562.155260721	1967.601	2859.171	0.8994	891.569	-57.34	Birds
7	Spectrogram 1	1	4562.095863772	4563.402596650	1199.007	2152.064	1.3067	953.057	-62.33	Birds
8	Spectrogram 1	1	4562.257084062	4562.494671858	4211.897	8393.050	0.2376	4181.153	-60.74	Birds
9	Spectrogram 1	1	4563.334714422	4563.691096116	2582.477	7593.712	0.3564	5011.235	-59.97	Birds
10	Spectrogram 1	1	4564.013536696	4564.191727543	4273.384	4826.772	0.1782	553.388	-67.86	Birds
11	Spectrogram 1	1	4564.420830061	4565.922724343	1844.626	2736.196	1.5019	891.569	-69.27	Birds
12	Spectrogram 1	1	4565.252387347	4565.515430978	4396.360	7747.431	0.2630	3351.071	-64.81	Birds
13	Spectrogram 1	1	4565.684340998	4565.930414072	1106.776	1475.701	0.2461	368.925	-69.39	Birds
14	Spectrogram 1	1	4566.507413005	4567.152294166	1168.263	1475.701	0.6449	307.438	-68.03	Birds
15	Spectrogram 1	1	4567.652925593	4569.553627961	276.694	553.388	1.9007	276.694	-63.58	Mammals
16	Spectrogram 1	1	4568.459027044	4568.739041232	4703.797	5318.673	0.2800	614.875	-65.35	Birds
17	Spectrogram 1	1	4568.416600652	4568.739041232	5933.548	6671.399	0.3224	737.851	-61.60	Birds
18	Spectrogram 1	1	4567.398367240	4567.949910338	4857.516	5472.392	0.5515	614.875	-70.07	Birds
19	Spectrogram 1	1	4573.130840222	4573.716324433	4088.922	7839.662	0.5855	3750.740	-66.98	Birds
20	Spectrogram 1	1	4572.621723516	4573.130840222	2613.221	3289.584	0.5091	676.363	-71.83	Birds
21	Spectrogram 1	1	4573.648442206	4573.775721382	2951.402	3320.327	0.1273	368.925	-63.92	Birds
22	Spectrogram 1	1	4573.741780269	4574.683646174	2182.808	8761.975	0.9419	6579.167	-65.21	Birds
23	Spectrogram 1	1	4574.853351743	4575.260645107	7870.406	9807.264	0.4073	1936.858	-69.01	Birds
24	Spectrogram 1	1	4574.963660362	4575.337012613	4642.310	5257.185	0.3734	614.875	-71.45	Birds
25	Spectrogram 1	1	4575.421865397	4575.803702927	2736.196	3351.071	0.3818	614.875	-59.23	Birds
26	Spectrogram 1	1	4574.692131453	4575.481262346	1321.982	1752.395	0.7891	430.413	-63.29	Birds
27	Spectrogram 1	1	4575.684909029	4577.042553577	1906.114	2551.733	1.3576	645.619	-55.51	Birds
28	Spectrogram 1	1	4578.281404228	4579.121446792	5749.086	8085.612	0.8400	2336.527	-63.23	Birds
29	Spectrogram 1	1	4579.081251359	4581.143174017	307.438	645.619	2.0619	338.182	-65.51	Mammals
30	Spectrogram 1	1	4580.314411568	4580.959292728	2275.039	3105.121	0.6449	830.082	-70.58	Birds
31	Spectrogram 1	1	4582.080986129	4583.184072324	1045.288	1567.932	1.1031	522.644	-48.48	Birds
32	Spectrogram 1	1	4582.097956686	4582.708896732	1844.626	2766.940	0.6109	922.313	-68.94	Birds
33	Spectrogram 1	1	4582.751323125	4584.244732128	5041.979	5503.135	1.4934	461.157	-69.44	Birds
34	Spectrogram 1	1	4584.321099634	4584.949010237	3781.484	6302.473	0.6279	2520.989	-63.38	Birds
35	Spectrogram 1	1	4585.093259971	4585.865420308	4334.872	6056.523	0.7722	1721.651	-64.00	Birds
