Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	1843.871752594	1844.223255429	1353.135	2086.082	0.3515	732.948	-61.61	Birds
2	Spectrogram 1	1	1845.901681464	1846.288334582	1268.564	2198.844	0.3867	930.280	-58.18	Birds
3	Spectrogram 1	1	1848.098574181	1848.414926732	1240.373	2001.512	0.3164	761.138	-56.09	Birds
4	Spectrogram 1	1	1846.393785433	1847.307692803	2734.459	7216.718	0.9139	4482.258	-63.60	Birds
5	Spectrogram 1	1	1842.246051984	1842.439378543	3608.359	4313.116	0.1933	704.758	-69.96	Birds
6	Spectrogram 1	1	1842.333927693	1842.579979677	2678.079	5187.016	0.2461	2508.937	-70.43	Birds
7	Spectrogram 1	1	1843.652063323	1843.959628303	4566.829	5609.870	0.3076	1043.041	-72.30	Birds
8	Spectrogram 1	1	1844.038716441	1844.319918709	3974.833	5948.154	0.2812	1973.321	-70.78	Birds
9	Spectrogram 1	1	1844.372644134	1844.653846401	5130.635	5638.061	0.2812	507.425	-71.26	Birds
10	Spectrogram 1	1	1848.094833740	1848.314523011	10233.080	10768.696	0.2197	535.616	-72.22	Birds
11	Spectrogram 1	1	1847.883932039	1848.112408881	4961.493	5525.299	0.2285	563.806	-66.27	Birds
12	Spectrogram 1	1	1848.033320744	1848.507849570	3157.314	4143.975	0.4745	986.661	-69.53	Birds
13	Spectrogram 1	1	1848.121196452	1848.305735440	6089.106	6906.624	0.1845	817.519	-72.86	Birds
14	Spectrogram 1	1	1848.850564834	1849.052678964	3946.642	4764.161	0.2021	817.519	-69.86	Birds
15	Spectrogram 1	1	1849.070254106	1849.307518519	6342.818	7019.386	0.2373	676.567	-71.95	Birds
16	Spectrogram 1	1	1849.263580665	1849.509632649	5187.016	5525.299	0.2461	338.284	-71.40	Birds
17	Spectrogram 1	1	1848.191497019	1848.340885724	4256.736	5046.064	0.1494	789.328	-71.08	Birds
18	Spectrogram 1	1	1845.643101468	1845.950666448	5187.016	5609.870	0.3076	422.855	-70.50	Birds
19	Spectrogram 1	1	1851.461950075	1851.672851776	1804.179	2339.795	0.2109	535.616	-60.24	Birds
20	Spectrogram 1	1	1851.766964749	1852.179980579	5609.870	6004.535	0.4130	394.664	-70.26	Birds
21	Spectrogram 1	1	1853.700230339	1855.554407792	2959.982	4087.594	1.8542	1127.612	-68.53	Birds
22	Spectrogram 1	1	1855.422594229	1855.580770504	3805.691	4820.542	0.1582	1014.851	-68.40	Birds
23	Spectrogram 1	1	1854.666863134	1854.868977264	6230.057	7244.908	0.2021	1014.851	-70.32	Birds
24	Spectrogram 1	1	1855.536832650	1855.695008926	5525.299	5863.583	0.1582	338.284	-69.84	
25	Spectrogram 1	1	1854.930490260	1855.194117386	4961.493	5497.109	0.2636	535.616	-71.18	Birds
26	Spectrogram 1	1	1854.737163701	1855.106241678	3636.549	4623.210	0.3691	986.661	-69.39	Birds
27	Spectrogram 1	1	1855.886013477	1858.952875709	5525.299	6399.199	3.0669	873.899	-67.03	Insects
28	Spectrogram 1	1	1863.179697295	1863.680588835	3382.836	5863.583	0.5009	2480.747	-67.22	Birds
29	Spectrogram 1	1	1863.223635150	1863.478474705	6737.483	7385.860	0.2548	648.377	-69.75	Birds
30	Spectrogram 1	1	1864.216630657	1864.489045354	6568.341	7667.763	0.2724	1099.422	-68.16	Birds
31	Spectrogram 1	1	1857.687295433	1857.898197134	2227.034	2593.508	0.2109	366.474	-64.24	Birds
32	Spectrogram 1	1	1859.453597177	1859.866613008	4961.493	5581.680	0.4130	620.187	-71.81	Birds
33	Spectrogram 1	1	1860.815670661	1861.035359933	5215.206	5581.680	0.2197	366.474	-69.65	Birds
34	Spectrogram 1	1	1863.991840706	1864.273042974	5243.396	6624.721	0.2812	1381.325	-69.43	Birds
35	Spectrogram 1	1	1864.624545809	1865.099074636	3918.452	6511.960	0.4745	2593.508	-59.29	Birds
36	Spectrogram 1	1	1865.099074636	1866.223883706	3749.310	4989.684	1.1248	1240.373	-59.43	Birds
37	Spectrogram 1	1	1865.661479171	1866.144795569	3495.598	6258.247	0.4833	2762.650	-59.13	Birds
38	Spectrogram 1	1	1865.766930021	1866.083282573	6511.960	7695.953	0.3164	1183.993	-67.39	Birds
39	Spectrogram 1	1	1866.171158281	1866.698412533	5553.490	6314.628	0.5273	761.138	-65.20	Insects
40	Spectrogram 1	1	1866.267481518	1866.785948199	3946.642	5158.826	0.5185	1212.183	-62.75	Birds
41	Spectrogram 1	1	1866.812310911	1867.427440872	3270.075	5835.393	0.6151	2565.318	-61.35	Birds
42	Spectrogram 1	1	1868.160384467	1868.520674872	3664.739	5722.632	0.3603	2057.892	-69.58	Birds
43	Spectrogram 1	1	1868.661276006	1868.995203699	3946.642	5891.773	0.3339	1945.131	-68.72	Birds
