Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	32340.000000000	32340.127553908	7060.071	8395.760	0.1276	1335.689	-71.89	Birds
2	Spectrogram 1	1	32340.343414367	32340.490591954	8056.537	8777.385	0.1472	720.848	-71.10	Birds
3	Spectrogram 1	1	32340.412097241	32340.559274827	5830.389	7484.099	0.1472	1653.710	-74.41	Birds
4	Spectrogram 1	1	32341.246103562	32341.520835056	5703.180	8141.343	0.2747	2438.163	-74.51	Birds
5	Spectrogram 1	1	32340.735887930	32340.922312873	5151.943	8035.336	0.1864	2883.392	-79.85	Birds
6	Spectrogram 1	1	32341.903496780	32342.080109883	7420.495	8671.378	0.1766	1250.883	-74.82	Birds
7	Spectrogram 1	1	32341.530646895	32341.854437584	3795.053	5575.972	0.3238	1780.919	-75.82	Birds
8	Spectrogram 1	1	32341.952555975	32342.099733561	4939.929	5915.194	0.1472	975.265	-79.01	Birds
9	Spectrogram 1	1	32342.384276894	32342.541266319	7038.869	8077.739	0.1570	1038.869	-72.90	Birds
10	Spectrogram 1	1	32342.815997813	32343.002422756	6127.208	8734.982	0.1864	2607.774	-77.01	Birds
11	Spectrogram 1	1	32343.237906893	32343.375272640	7696.113	8777.385	0.1374	1081.272	-71.06	Birds
12	Spectrogram 1	1	32343.375272640	32343.699063329	6657.244	7780.919	0.3238	1123.675	-74.13	Birds
13	Spectrogram 1	1	32343.385084479	32343.787369881	3816.254	6190.813	0.4023	2374.558	-77.33	Birds
14	Spectrogram 1	1	32344.081725053	32344.287773674	8035.336	8713.781	0.2060	678.445	-71.36	Birds
15	Spectrogram 1	1	32344.130784249	32344.317209191	6148.410	7526.502	0.1864	1378.092	-74.75	Birds
16	Spectrogram 1	1	32344.896107696	32345.131591834	7017.668	8522.968	0.2355	1505.300	-73.05	Birds
17	Spectrogram 1	1	32345.318016776	32345.494629879	8077.739	8840.989	0.1766	763.251	-71.27	Birds
18	Spectrogram 1	1	32345.406323328	32345.631995626	6212.014	7441.696	0.2257	1229.682	-74.86	Birds
19	Spectrogram 1	1	32345.161027351	32345.386699650	4176.678	5554.770	0.2257	1378.092	-76.42	Birds
20	Spectrogram 1	1	32346.210894131	32346.436566430	6911.661	8628.975	0.2257	1717.314	-73.93	Birds
