Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	2580.000000000	2611.151989183	6206.061	6545.455	31.1520	339.394	-69.88	Insects
2	Spectrogram 1	1	2636.159980500	2639.999979167	6254.545	6545.455	3.8400	290.909	-69.21	Insects
3	Spectrogram 1	1	2580.339411137	2581.315218156	1644.788	2131.274	0.9758	486.486	-74.82	Birds
4	Spectrogram 1	1	2581.697055686	2583.088641348	2918.919	3845.560	1.3916	926.641	-74.01	Birds
5	Spectrogram 1	1	2582.884994666	2583.173494132	4216.216	6972.973	0.2885	2756.757	-70.81	Birds
6	Spectrogram 1	1	2583.046214956	2583.631699167	3011.583	4795.367	0.5855	1783.784	-69.94	Birds
7	Spectrogram 1	1	2584.183242265	2584.446285896	1528.958	1853.282	0.2630	324.324	-72.41	Birds
8	Spectrogram 1	1	2584.862064539	2584.989343716	1714.286	2247.104	0.1273	532.819	-68.64	Birds
9	Spectrogram 1	1	2586.448811605	2586.669428844	5513.514	7528.958	0.2206	2015.444	-70.09	Birds
10	Spectrogram 1	1	2587.017325260	2587.187030828	5907.336	7552.124	0.1697	1644.788	-71.57	Birds
11	Spectrogram 1	1	2588.027073393	2588.154352569	6069.498	7389.961	0.1273	1320.463	-71.26	Birds
12	Spectrogram 1	1	2588.366484530	2588.553160655	4262.548	6694.981	0.1867	2432.432	-70.65	Birds
13	Spectrogram 1	1	2588.493763706	2588.756807338	3057.915	5397.683	0.2630	2339.768	-68.75	Birds
14	Spectrogram 1	1	2588.722866224	2589.011365690	2826.255	5073.359	0.2885	2247.104	-68.96	Birds
15	Spectrogram 1	1	2587.008839981	2587.144604436	1691.120	2455.598	0.1358	764.479	-73.44	Birds
16	Spectrogram 1	1	2588.756807338	2589.741099635	1204.633	1853.282	0.9843	648.649	-73.73	Birds
17	Spectrogram 1	1	2589.192018726	2589.489003471	6625.483	7111.969	0.2970	486.486	-77.28	Birds
18	Spectrogram 1	1	2589.752047102	2589.921752671	5652.510	6231.660	0.1697	579.151	-69.86	Birds
19	Spectrogram 1	1	2590.541177996	2590.880589133	6857.143	7436.293	0.3394	579.151	-76.14	Birds
20	Spectrogram 1	1	2591.737602254	2592.127925062	7019.305	7667.954	0.3903	648.649	-76.86	Birds
21	Spectrogram 1	1	2592.085498670	2592.306115909	5374.517	6185.328	0.2206	810.811	-77.49	Birds
22	Spectrogram 1	1	2590.838162741	2591.372735282	1552.124	2571.429	0.5346	1019.305	-68.74	Birds
23	Spectrogram 1	1	2591.457588066	2591.729116976	1297.297	1876.448	0.2715	579.151	-73.52	Birds
24	Spectrogram 1	1	2595.292933915	2595.640830331	4285.714	6764.479	0.3479	2478.764	-70.46	Birds
25	Spectrogram 1	1	2595.505065876	2595.988726747	2803.089	5073.359	0.4837	2270.270	-69.55	Birds
26	Spectrogram 1	1	2594.164870343	2594.504281481	1454.545	1818.182	0.3394	363.636	-73.94	Birds
27	Spectrogram 1	1	2594.699442884	2594.894604288	1795.455	2522.727	0.1952	727.273	-75.08	Birds
28	Spectrogram 1	1	2595.327353488	2595.632823512	1772.727	2886.364	0.3055	1113.636	-75.90	Birds
29	Spectrogram 1	1	2596.133454939	2596.684998037	2704.545	3295.455	0.5515	590.909	-77.42	Birds
30	Spectrogram 1	1	2596.710453872	2598.271745103	1659.091	2159.091	1.5613	500.000	-72.35	Birds
31	Spectrogram 1	1	2598.704494302	2599.298463792	1431.818	2681.818	0.5940	1250.000	-73.99	Birds
32	Spectrogram 1	1	2599.875462725	2600.257300255	1659.091	2295.455	0.3818	636.364	-76.22	Birds
33	Spectrogram 1	1	2601.012490035	2601.436753956	4363.636	6545.455	0.4243	2181.818	-68.57	Birds
34	Spectrogram 1	1	2601.190680882	2601.674341752	2772.727	5136.364	0.4837	2363.636	-68.72	Birds
35	Spectrogram 1	1	2600.666245451	2601.743875811	1659.091	2181.818	1.0776	522.727	-74.62	Birds
36	Spectrogram 1	1	2602.074801670	2602.320874744	1590.909	2159.091	0.2461	568.182	-72.66	Birds
37	Spectrogram 1	1	2602.354815858	2602.524521426	2181.818	3045.455	0.1697	863.636	-71.45	Birds
38	Spectrogram 1	1	2602.583918375	2603.093035081	1386.364	2386.364	0.5091	1000.000	-70.74	Birds
39	Spectrogram 1	1	2603.500328446	2603.703975128	1181.818	2340.909	0.2036	1159.091	-66.96	Birds
40	Spectrogram 1	1	2603.279711206	2603.381534548	1181.818	1477.273	0.1018	295.455	-67.75	Birds
41	Spectrogram 1	1	2603.882165975	2604.365826845	1295.455	2295.455	0.4837	1000.000	-66.19	Birds
42	Spectrogram 1	1	2605.935603354	2606.622910907	2727.273	6181.818	0.6873	3454.545	-70.88	Birds
43	Spectrogram 1	1	2606.224002153	2607.106471109	1681.818	2159.091	0.8825	477.273	-75.30	Birds
44	Spectrogram 1	1	2606.342796050	2606.724633580	6977.273	7454.545	0.3818	477.273	-78.16	Birds
45	Spectrogram 1	1	2605.188798184	2605.350018474	6681.818	7090.909	0.1612	409.091	-77.35	Birds
46	Spectrogram 1	1	2607.598617258	2607.751352270	6931.818	7590.909	0.1527	659.091	-77.02	Birds
47	Spectrogram 1	1	2611.298198652	2611.578212841	4136.364	6659.091	0.2800	2522.727	-71.87	Birds
48	Spectrogram 1	1	2611.467904221	2612.027932597	2772.727	4863.636	0.5600	2090.909	-69.16	Birds
49	Spectrogram 1	1	2608.727159289	2609.185364324	1795.455	2340.909	0.4582	545.455	-74.16	Birds
50	Spectrogram 1	1	2610.178141900	2610.483611923	1409.091	2477.273	0.3055	1068.182	-74.26	Birds
51	Spectrogram 1	1	2610.780596668	2611.043640300	1636.364	2363.636	0.2630	727.273	-73.44	Birds
52	Spectrogram 1	1	2611.391536715	2611.620639233	1863.636	2318.182	0.2291	454.545	-72.15	Birds
53	Spectrogram 1	1	2610.593920543	2611.433963107	2568.182	3181.818	0.8400	613.636	-76.64	Birds
54	Spectrogram 1	1	2612.723508941	2613.156258141	1568.182	2159.091	0.4327	590.909	-75.50	Birds
55	Spectrogram 1	1	2613.427787050	2613.682345403	1272.727	1931.818	0.2546	659.091	-74.25	Birds 
56	Spectrogram 1	1	2616.913861808	2617.270243502	4340.909	6613.636	0.3564	2272.727	-69.18	Birds
57	Spectrogram 1	1	2617.100537933	2617.660566310	2909.091	4818.182	0.5600	1909.091	-68.62	Birds
58	Spectrogram 1	1	2615.912598953	2617.838757157	1363.636	2159.091	1.9262	795.455	-74.62	Birds
59	Spectrogram 1	1	2618.802488413	2619.074017322	1590.909	1840.909	0.2715	250.000	-74.92	Birds
60	Spectrogram 1	1	2620.304382694	2622.060835329	1295.455	2590.909	1.7565	1295.455	-72.49	Birds
61	Spectrogram 1	1	2622.289937846	2622.654804819	4386.364	7136.364	0.3649	2750.000	-70.83	Birds
62	Spectrogram 1	1	2622.519040364	2623.019671791	2613.636	5000.000	0.5006	2386.364	-69.08	Birds
63	Spectrogram 1	1	2623.121495132	2623.342112372	1772.727	2477.273	0.2206	704.545	-74.29	Birds
64	Spectrogram 1	1	2623.698494066	2623.902140748	1681.818	2454.545	0.2036	772.727	-73.85	Birds
65	Spectrogram 1	1	2626.010226402	2626.485401994	1886.364	2545.455	0.4752	659.091	-62.48	Birds
66	Spectrogram 1	1	2624.705130173	2624.857865184	1849.462	2408.602	0.1527	559.140	-73.71	Birds
67	Spectrogram 1	1	2633.256916119	2634.741839844	1720.430	2172.043	1.4849	451.613	-72.06	Birds
68	Spectrogram 1	1	2636.421924972	2636.727394996	1505.376	1870.968	0.3055	365.591	-72.48	Birds
69	Spectrogram 1	1	2637.913727661	2639.999979167	2365.591	3376.344	2.0863	1010.753	-77.62	Birds
70	Spectrogram 1	1	2637.845845434	2638.278594634	1720.430	4860.215	0.4327	3139.785	-77.37	Birds
71	Spectrogram 1	1	2580.992777576	2581.349159270	256.684	556.150	0.3564	299.465	-67.93	Domestic mammals
72	Spectrogram 1	1	2583.461993599	2583.640184446	299.465	577.540	0.1782	278.075	-68.36	Domestic mammals
73	Spectrogram 1	1	2583.809890014	2584.089904202	342.246	577.540	0.2800	235.294	-69.47	Domestic mammals
74	Spectrogram 1	1	2584.276580328	2584.879035096	278.075	598.930	0.6025	320.856	-70.24	Domestic mammals
