Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	2760.050911671	2760.288499467	2896.995	3462.680	0.2376	565.685	-70.40	Birds
2	Spectrogram 1	1	2761.866761254	2762.036466823	2639.865	3394.113	0.1697	754.247	-72.57	Birds
3	Spectrogram 1	1	2761.671599850	2762.596495199	1714.198	2142.748	0.9249	428.550	-72.04	Birds
4	Spectrogram 1	1	2762.698318540	2763.003788563	1902.760	3102.699	0.3055	1199.939	-75.42	Birds
5	Spectrogram 1	1	2763.054700234	2763.224405803	2519.871	3119.841	0.1697	599.969	-75.13	Birds
6	Spectrogram 1	1	2763.495934712	2763.665640281	2434.162	3239.835	0.1697	805.673	-75.34	Birds
7	Spectrogram 1	1	2763.351684979	2763.478964155	2331.310	2725.575	0.1273	394.266	-74.57	Birds
8	Spectrogram 1	1	2764.632962022	2764.777211755	2777.001	3548.390	0.1442	771.389	-73.43	Birds
9	Spectrogram 1	1	2767.136119158	2767.399162789	2091.322	3394.113	0.2630	1302.791	-73.19	Birds
10	Spectrogram 1	1	2767.119148601	2768.094955620	308.556	839.957	0.9758	531.401	-65.29	Birds
11	Spectrogram 1	1	2768.779846126	2768.958036973	462.834	771.389	0.1782	308.556	-65.44	Birds
12	Spectrogram 1	1	2769.543521185	2770.103549561	428.550	737.105	0.5600	308.556	-63.66	Birds
13	Spectrogram 1	1	2772.292751396	2772.708530038	2639.865	3136.983	0.4158	497.117	-66.84	Birds
14	Spectrogram 1	1	2770.638122102	2770.858739341	411.408	754.247	0.2206	342.840	-65.56	Birds
15	Spectrogram 1	1	2771.444223553	2771.978796094	428.550	668.537	0.5346	239.988	-64.74	Birds
16	Spectrogram 1	1	2773.370381756	2773.955865967	342.840	754.247	0.5855	411.408	-66.50	Birds
17	Spectrogram 1	1	2767.676759931	2771.028444910	2691.291	3445.538	3.3517	754.247	-76.62	Birds
18	Spectrogram 1	1	2777.183676101	2777.981292273	1697.056	2125.606	0.7976	428.550	-71.40	Birds
19	Spectrogram 1	1	2778.032203944	2778.524350093	2691.291	3171.267	0.4921	479.976	-73.25	Birds
20	Spectrogram 1	1	2779.517127669	2779.686833237	1868.476	2382.736	0.1697	514.259	-74.04	Birds
21	Spectrogram 1	1	2787.264433662	2787.383227560	1251.365	1662.772	0.1188	411.408	-66.75	Birds
22	Spectrogram 1	1	2787.565039225	2787.700803680	1954.186	3205.551	0.1358	1251.365	-66.15	Birds
23	Spectrogram 1	1	2788.973595444	2789.440285758	2485.587	3051.273	0.4667	565.685	-70.88	Birds
24	Spectrogram 1	1	2789.536071201	2790.359143209	1748.482	2879.853	0.8231	1131.371	-74.25	Birds
25	Spectrogram 1	1	2792.141051678	2792.395610031	274.272	634.253	0.2546	359.982	-65.47	Birds
26	Spectrogram 1	1	2796.592610257	2796.796256940	1919.902	2297.026	0.2036	377.124	-73.28	Birds
27	Spectrogram 1	1	2796.855653889	2797.186579747	2554.155	3411.255	0.3309	857.099	-74.86	Birds
28	Spectrogram 1	1	2799.163649621	2800.003692186	308.556	891.383	0.8400	582.827	-65.65	Birds
29	Spectrogram 1	1	2800.606146954	2800.767367244	479.976	771.389	0.1612	291.414	-65.15	Birds
30	Spectrogram 1	1	2801.395277848	2802.006217895	411.408	771.389	0.6109	359.982	-65.84	Birds
31	Spectrogram 1	1	2802.523819879	2802.880201573	394.266	685.679	0.3564	291.414	-66.67	Birds
32	Spectrogram 1	1	2803.253553823	2803.949346655	394.266	685.679	0.6958	291.414	-65.90	Birds
33	Spectrogram 1	1	2801.089807824	2801.327395620	2605.581	2896.995	0.2376	291.414	-66.38	Birds
34	Spectrogram 1	1	2801.403763126	2801.590439252	1748.482	2999.847	0.1867	1251.365	-73.21	Birds
35	Spectrogram 1	1	2801.666806757	2801.828027048	1782.766	2982.705	0.1612	1199.939	-71.89	Birds
36	Spectrogram 1	1	2801.963791502	2802.125011793	1662.772	2931.279	0.1612	1268.507	-70.90	Birds
37	Spectrogram 1	1	2802.192894020	2803.168701039	1782.766	2468.445	0.9758	685.679	-73.89	Birds
38	Spectrogram 1	1	2799.307899354	2799.537001872	6119.688	6325.392	0.2291	205.704	-77.59	Birds
39	Spectrogram 1	1	2800.029148021	2800.232794703	6136.830	6342.534	0.2036	205.704	-78.22	Birds
40	Spectrogram 1	1	2800.724940852	2800.996469762	6119.688	6376.818	0.2715	257.130	-78.33	Birds
41	Spectrogram 1	1	2801.581953973	2801.802571212	6188.256	6376.818	0.2206	188.562	-78.29	Birds
42	Spectrogram 1	1	2803.245068545	2803.508112176	6136.830	6359.676	0.2630	222.846	-77.54	Birds
43	Spectrogram 1	1	2804.161478615	2804.280272513	6171.114	6376.818	0.1188	205.704	-76.27	Birds
44	Spectrogram 1	1	2804.899697838	2805.069403407	6085.404	6393.960	0.1697	308.556	-78.31	Birds
45	Spectrogram 1	1	2806.036725148	2806.248857109	6136.830	6393.960	0.2121	257.130	-76.47	Birds
46	Spectrogram 1	1	2806.951065595	2807.146226999	6222.540	6359.676	0.1952	137.136	-76.24	Birds
47	Spectrogram 1	1	2807.833534552	2808.020210677	6153.972	6359.676	0.1867	205.704	-77.22	Birds
48	Spectrogram 1	1	2808.656606559	2808.919650191	6102.546	6359.676	0.2630	257.130	-77.93	Birds
49	Spectrogram 1	1	2806.781360027	2806.849242254	2365.594	3565.532	0.0679	1199.939	-72.02	Birds
50	Spectrogram 1	1	2806.314669713	2806.433463611	1422.785	2142.748	0.1188	719.963	-70.85	Birds
51	Spectrogram 1	1	2807.180168113	2807.290476732	2777.001	3805.520	0.1103	1028.519	-69.04	Birds
52	Spectrogram 1	1	2808.979047140	2809.157237987	2896.995	3462.680	0.1782	565.685	-74.49	Birds
53	Spectrogram 1	1	2809.581501908	2810.116074449	5416.866	6942.503	0.5346	1525.636	-75.55	Birds
54	Spectrogram 1	1	2809.810604425	2810.031221665	2982.705	3531.248	0.2206	548.543	-73.15	Birds
55	Spectrogram 1	1	2810.973087570	2811.193704809	2862.711	3496.964	0.2206	634.253	-72.48	Birds
56	Spectrogram 1	1	2810.565794206	2810.769440888	6136.830	6393.960	0.2036	257.130	-77.84	Birds
57	Spectrogram 1	1	2811.558571782	2811.762218464	6136.830	6359.676	0.2036	222.846	-77.08	Birds
58	Spectrogram 1	1	2811.278557594	2811.405836770	7593.898	8433.855	0.1273	839.957	-72.52	Birds
59	Spectrogram 1	1	2812.220423499	2812.534378801	3051.273	3634.100	0.3140	582.827	-71.40	Birds
60	Spectrogram 1	1	2812.388638572	2812.651682203	6119.688	6359.676	0.2630	239.988	-75.06	Birds
61	Spectrogram 1	1	2813.729312564	2814.306311497	4834.039	6976.787	0.5770	2142.748	-75.47	Birds
62	Spectrogram 1	1	2813.415357262	2813.635974501	6068.262	6325.392	0.2206	257.130	-78.83	Birds
63	Spectrogram 1	1	2814.484502344	2814.798457646	6051.120	6342.534	0.3140	291.414	-77.82	Birds
64	Spectrogram 1	1	2816.626413326	2817.288265044	5416.866	6959.645	0.6619	1542.778	-75.33	Birds
65	Spectrogram 1	1	2815.149974880	2815.294224613	1268.507	1662.772	0.1442	394.266	-70.32	Amphibians
66	Spectrogram 1	1	2815.896679382	2816.032443836	322.481	866.668	0.1358	544.187	-67.28	Amphibians
67	Spectrogram 1	1	2806.856106002	2807.008841014	1249.614	1612.405	0.1527	362.791	-72.64	Amphibians
68	Spectrogram 1	1	2818.017072371	2818.492247963	31.196	421.144	0.4752	389.949	-59.17	Mammals
69	Spectrogram 1	1	2818.857114936	2819.094702732	233.969	499.134	0.2376	265.165	-62.25	Mammals
70	Spectrogram 1	1	2818.356483509	2818.551644912	7128.260	8095.333	0.1952	967.073	-74.98	Birds
71	Spectrogram 1	1	2819.501996096	2819.612304716	7565.003	8266.910	0.1103	701.907	-72.79	Birds
72	Spectrogram 1	1	2818.975908834	2819.459569704	5084.930	6052.002	0.4837	967.073	-75.54	Birds
