Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	5820.000000000	5879.999979167	8533.333	11054.545	60.0000	2521.212	-57.15	Insects
2	Spectrogram 1	1	5820.000000000	5879.999979167	4751.515	5769.697	60.0000	1018.182	-61.54	Insects
3	Spectrogram 1	1	5820.000000000	5879.999979167	775.456	1789.515	60.0000	1014.058	-50.73	Amphibians
4	Spectrogram 1	1	5822.197065690	5822.437065607	1670.214	3400.078	0.2400	1729.864	-46.85	Unknown
5	Spectrogram 1	1	5821.813065824	5821.957065774	2177.243	3191.301	0.1440	1014.058	-68.44	Unknown
6	Spectrogram 1	1	5823.097065378	5823.265065319	2296.544	3370.252	0.1680	1073.709	-68.50	Unknown
7	Spectrogram 1	1	5823.469065249	5823.781065140	1610.563	3698.330	0.3120	2087.767	-48.41	Unknown
8	Spectrogram 1	1	5823.865065111	5824.081065036	2087.767	3429.903	0.2160	1342.136	-67.89	Unknown
9	Spectrogram 1	1	5825.173064657	5825.485064549	2087.767	3131.650	0.3120	1043.883	-68.44	Unknown
10	Spectrogram 1	1	5825.701064474	5825.941064390	1252.660	3817.631	0.2400	2564.971	-49.14	Unknown
11	Spectrogram 1	1	5826.241064286	5826.517064190	1789.515	3280.777	0.2760	1491.262	-69.78	Unknown
12	Spectrogram 1	1	5827.189063957	5827.429063874	1729.864	3638.680	0.2400	1908.815	-47.76	Unknown
13	Spectrogram 1	1	5828.593063469	5828.773063407	1700.039	3519.379	0.1800	1819.340	-46.59	Unknown
14	Spectrogram 1	1	5830.309062874	5830.513062803	1670.214	3310.602	0.2040	1640.388	-46.80	Unknown
15	Spectrogram 1	1	5829.409063186	5829.565063132	2028.116	3042.175	0.1560	1014.058	-67.53	Unknown
16	Spectrogram 1	1	5830.645062757	5830.849062686	1849.165	3131.650	0.2040	1282.485	-68.51	Unknown
17	Spectrogram 1	1	5831.917062315	5832.145062236	1640.388	3429.903	0.2280	1789.515	-46.96	Unknown
18	Spectrogram 1	1	5833.213061865	5833.513061761	1700.039	3579.029	0.3000	1878.990	-48.37	Unknown
19	Spectrogram 1	1	5834.521061411	5834.833061303	1640.388	3698.330	0.3120	2057.942	-48.83	Unknown
20	Spectrogram 1	1	5835.709060999	5836.069060874	1849.165	3608.854	0.3600	1759.689	-48.54	Unknown
21	Spectrogram 1	1	5837.095206826	5837.251206772	2236.893	3340.427	0.1560	1103.534	-65.97	Unknown
22	Spectrogram 1	1	5837.395206722	5837.623206643	1312.311	4175.534	0.2280	2863.223	-49.03	Unknown
23	Spectrogram 1	1	5838.343206393	5838.511206335	2087.767	3221.126	0.1680	1133.359	-66.06	Unknown
24	Spectrogram 1	1	5838.715206264	5838.931206189	1461.437	4145.709	0.2160	2684.272	-48.19	Unknown
25	Spectrogram 1	1	5839.579205964	5839.819205880	2057.942	3310.602	0.2400	1252.660	-67.78	Unknown
26	Spectrogram 1	1	5839.951205835	5840.155205764	1610.563	3817.631	0.2040	2207.068	-46.75	Unknown
27	Spectrogram 1	1	5840.851205522	5841.055205451	2386.019	3370.252	0.2040	984.233	-66.25	Unknown
28	Spectrogram 1	1	5841.127205426	5841.355205347	1759.689	3817.631	0.2280	2057.942	-47.22	Unknown
29	Spectrogram 1	1	5842.207205051	5842.387204989	2236.893	3310.602	0.1800	1073.709	-66.02	Unknown
30	Spectrogram 1	1	5842.543204935	5842.783204851	1759.689	3877.281	0.2400	2117.592	-47.44	Unknown
31	Spectrogram 1	1	5843.503204601	5843.731204522	2177.243	3340.427	0.2280	1163.184	-67.46	Unknown
32	Spectrogram 1	1	5844.139204380	5844.379204297	1431.612	3877.281	0.2400	2445.670	-48.26	Unknown
33	Spectrogram 1	1	5844.799204151	5844.979204089	2087.767	3221.126	0.1800	1133.359	-65.64	Unknown
34	Spectrogram 1	1	5845.747203822	5845.951203751	1908.815	3638.680	0.2040	1729.864	-45.96	Unknown
35	Spectrogram 1	1	5846.083203705	5846.347203614	2117.592	3161.476	0.2640	1043.883	-66.83	Unknown
36	Spectrogram 1	1	5847.295203285	5847.547203197	1819.340	3907.107	0.2520	2087.767	-47.69	Unknown
37	Spectrogram 1	1	5848.507202864	5848.627202822	2087.767	3340.427	0.1200	1252.660	-67.16	Unknown
38	Spectrogram 1	1	5848.711202793	5848.963202705	1789.515	3757.981	0.2520	1968.466	-47.79	Unknown
39	Spectrogram 1	1	5849.719202443	5849.983202351	2057.942	3310.602	0.2640	1252.660	-66.95	Unknown
40	Spectrogram 1	1	5850.271202251	5850.523202164	1610.563	3877.281	0.2520	2266.718	-48.60	Unknown
41	Spectrogram 1	1	5851.048567783	5851.264567708	2147.417	3280.777	0.2160	1133.359	-65.86	Unknown
42	Spectrogram 1	1	5852.476567287	5852.668567220	1342.136	3698.330	0.1920	2356.194	-47.25	Unknown
43	Spectrogram 1	1	5853.628566887	5853.820566820	2117.592	3310.602	0.1920	1193.010	-65.95	Unknown
44	Spectrogram 1	1	5853.952566774	5854.120566716	1670.214	3966.757	0.1680	2296.544	-46.98	Unknown
45	Spectrogram 1	1	5854.840566466	5855.080566383	2117.592	3310.602	0.2400	1193.010	-66.90	Unknown
46	Spectrogram 1	1	5856.040566049	5856.316565954	1998.291	3340.427	0.2760	1342.136	-67.61	Unknown
47	Spectrogram 1	1	5856.844565770	5857.036565704	1491.262	3698.330	0.1920	2207.068	-47.25	Unknown
48	Spectrogram 1	1	5857.300565612	5857.564565520	2057.942	3340.427	0.2640	1282.485	-67.94	Unknown
49	Spectrogram 1	1	5858.596565162	5858.812565087	2207.068	3340.427	0.2160	1133.359	-66.16	Unknown
50	Spectrogram 1	1	5859.376564891	5859.592564816	1700.039	3579.029	0.2160	1878.990	-48.38	Unknown
51	Spectrogram 1	1	5859.880564716	5860.096564641	2177.243	3280.777	0.2160	1103.534	-66.17	Unknown
52	Spectrogram 1	1	5861.188564262	5861.416564183	1878.990	3400.078	0.2280	1521.087	-67.30	Unknown
53	Spectrogram 1	1	5861.428564179	5861.692564087	1729.864	3608.854	0.2640	1878.990	-49.30	Unknown
54	Spectrogram 1	1	5862.484563812	5862.748563720	1729.864	3340.427	0.2640	1610.563	-67.72	Unknown
55	Spectrogram 1	1	5863.072563608	5863.312563524	1849.165	3787.806	0.2400	1938.641	-48.17	Unknown
56	Spectrogram 1	1	5863.856368176	5864.048368110	2207.068	3221.126	0.1920	1014.058	-68.22	Unknown
57	Spectrogram 1	1	5865.056367760	5865.188367714	2445.670	3131.650	0.1320	685.981	-67.79	Unknown
58	Spectrogram 1	1	5866.100367397	5866.448367276	1700.039	3698.330	0.3480	1998.291	-50.33	Unknown
59	Spectrogram 1	1	5867.432366935	5867.732366830	1878.990	3310.602	0.3000	1431.612	-68.77	Unknown
60	Spectrogram 1	1	5867.756366822	5868.020366730	1789.515	3579.029	0.2640	1789.515	-48.67	Unknown
61	Spectrogram 1	1	5868.764366472	5868.872366435	2028.116	3250.951	0.1080	1222.835	-66.25	Unknown
62	Spectrogram 1	1	5869.256366301	5869.472366226	1729.864	3847.456	0.2160	2117.592	-48.25	Unknown
