Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	1800.000000000	1859.999979167	8711.744	10590.747	60.0000	1879.004	-64.19	Insects
2	Spectrogram 1	1	1800.059396949	1800.186676125	341.637	576.512	0.1273	234.875	-62.59	Domestic mammals
3	Spectrogram 1	1	1800.916410070	1801.111571474	362.989	619.217	0.1952	256.228	-60.29	Domestic mammals
4	Spectrogram 1	1	1802.112834329	1802.333451568	320.285	640.569	0.2206	320.285	-60.26	Domestic mammals
5	Spectrogram 1	1	1803.394111371	1803.572302218	362.989	576.512	0.1782	213.523	-59.80	Domestic mammals
6	Spectrogram 1	1	1804.607506186	1804.828123426	405.694	747.331	0.2206	341.637	-62.27	Domestic mammals
7	Spectrogram 1	1	1805.184505119	1805.294813739	341.637	576.512	0.1103	234.875	-62.04	Domestic mammals
8	Spectrogram 1	1	1805.549372092	1805.744533496	384.342	597.865	0.1952	213.523	-63.05	Domestic mammals
9	Spectrogram 1	1	1805.990606570	1806.143341582	298.932	683.274	0.1527	384.342	-60.93	Domestic mammals
10	Spectrogram 1	1	1806.720340515	1806.983384146	320.285	661.922	0.2630	341.637	-63.58	Domestic mammals
11	Spectrogram 1	1	1807.416133346	1807.636750585	298.932	661.922	0.2206	362.989	-61.04	Domestic mammals
12	Spectrogram 1	1	1808.213749518	1808.425881479	320.285	640.569	0.2121	320.285	-62.68	Domestic mammals
13	Spectrogram 1	1	1808.697410389	1808.884086514	384.342	683.274	0.1867	298.932	-59.91	Domestic mammals
14	Spectrogram 1	1	1809.919290482	1810.156878278	405.694	704.626	0.2376	298.932	-61.18	Domestic mammals
15	Spectrogram 1	1	1810.930589844	1811.270000981	405.694	661.922	0.3394	256.228	-61.19	Domestic mammals
16	Spectrogram 1	1	1812.356116620	1812.559763302	298.932	640.569	0.2036	341.637	-60.14	Domestic mammals
17	Spectrogram 1	1	1813.569511435	1813.773158117	298.932	597.865	0.2036	298.932	-60.77	Domestic mammals
18	Spectrogram 1	1	1814.757450415	1814.978067654	362.989	661.922	0.2206	298.932	-61.25	Domestic mammals
19	Spectrogram 1	1	1816.344197481	1816.615726391	341.637	619.217	0.2715	277.580	-59.52	Domestic mammals
20	Spectrogram 1	1	1817.475549532	1817.704652050	448.399	640.569	0.2291	192.171	-58.42	Domestic mammals
21	Spectrogram 1	1	1818.773797132	1819.172605218	320.285	768.683	0.3988	448.399	-61.30	Domestic mammals
22	Spectrogram 1	1	1820.122956402	1820.513279209	341.637	768.683	0.3903	427.046	-62.03	Domestic mammals
23	Spectrogram 1	1	1821.395748166	1821.607880127	149.466	811.388	0.2121	661.922	-60.22	Domestic mammals
24	Spectrogram 1	1	1822.982495232	1823.067348016	405.694	725.979	0.0849	320.285	-59.74	Domestic mammals
25	Spectrogram 1	1	1824.813129964	1825.050717760	256.228	619.217	0.2376	362.989	-60.31	Domestic mammals
26	Spectrogram 1	1	1826.009554222	1826.119862842	192.171	597.865	0.1103	405.694	-55.80	Domestic mammals
27	Spectrogram 1	1	1827.672668794	1827.961168260	341.637	683.274	0.2885	341.637	-61.39	Domestic mammals
28	Spectrogram 1	1	1826.331994802	1826.527156206	384.342	619.217	0.1952	234.875	-59.84	Domestic mammals
29	Spectrogram 1	1	1828.914213679	1829.092404526	320.285	619.217	0.1782	298.932	-59.73	Domestic mammals
30	Spectrogram 1	1	1831.307062195	1831.527679435	362.989	704.626	0.2206	341.637	-60.67	Domestic mammals
31	Spectrogram 1	1	1832.495001175	1832.707133136	298.932	661.922	0.2121	362.989	-59.71	Domestic mammals
32	Spectrogram 1	1	1834.039321849	1834.242968532	384.342	725.979	0.2036	341.637	-60.71	Domestic mammals
33	Spectrogram 1	1	1835.403613724	1835.666657355	320.285	640.569	0.2630	320.285	-59.02	Domestic mammals
34	Spectrogram 1	1	1836.633979096	1837.024301904	320.285	768.683	0.3903	448.399	-61.69	Domestic mammals
35	Spectrogram 1	1	1837.745550570	1837.974653088	277.580	640.569	0.2291	362.989	-61.03	Domestic mammals
36	Spectrogram 1	1	1841.882660172	1842.128733247	298.932	640.569	0.2461	341.637	-59.90	Domestic mammals
37	Spectrogram 1	1	1844.351876195	1844.614919826	320.285	619.217	0.2630	298.932	-57.34	Domestic mammals
38	Spectrogram 1	1	1843.189393050	1843.401525011	298.932	661.922	0.2121	362.989	-61.49	Domestic mammals
39	Spectrogram 1	1	1845.641653666	1845.879241462	341.637	683.274	0.2376	341.637	-60.56	Domestic mammals
40	Spectrogram 1	1	1848.475736661	1849.154558935	384.342	661.922	0.6788	277.580	-61.32	Domestic mammals
41	Spectrogram 1	1	1800.152735012	1800.381837529	768.683	1772.242	0.2291	1003.559	-58.19	Amphibians
42	Spectrogram 1	1	1800.738219223	1800.984292298	683.274	1708.185	0.2461	1024.911	-58.33	Amphibians
43	Spectrogram 1	1	1801.298247599	1801.586747066	640.569	1729.537	0.2885	1088.968	-59.36	Amphibians
44	Spectrogram 1	1	1802.274054619	1802.486186579	640.569	1964.413	0.2121	1323.843	-58.68	Amphibians
45	Spectrogram 1	1	1802.842568273	1803.071670791	725.979	1964.413	0.2291	1238.434	-58.18	Amphibians
46	Spectrogram 1	1	1803.402596650	1803.640184446	747.331	1793.594	0.2376	1046.263	-58.32	Amphibians
47	Spectrogram 1	1	1803.954139747	1804.200212822	661.922	1793.594	0.2461	1131.673	-58.49	Amphibians
48	Spectrogram 1	1	1805.693621825	1805.948180178	768.683	1772.242	0.2546	1003.559	-58.30	Amphibians
