Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	27060.239999917	27119.999979167	4993.939	7369.697	59.7600	2375.758	-54.32	Insects
2	Spectrogram 1	1	27060.000000000	27119.999979167	2521.212	2860.606	60.0000	339.394	-68.53	Amphibians
3	Spectrogram 1	1	27060.339411137	27060.661851717	8025.488	9558.133	0.3224	1532.645	-59.10	Insects
4	Spectrogram 1	1	27061.892217089	27062.197687113	7914.023	9530.267	0.3055	1616.244	-59.35	Insects
5	Spectrogram 1	1	27063.283802752	27063.674125559	8081.220	9613.866	0.3903	1532.645	-58.36	Insects
6	Spectrogram 1	1	27064.624476743	27065.006314272	8081.220	9502.400	0.3818	1421.180	-58.33	Insects
7	Spectrogram 1	1	27066.024547684	27066.346988264	8164.819	9558.133	0.3224	1393.314	-58.34	Insects
8	Spectrogram 1	1	27066.654110152	27066.951094897	7551.761	9000.808	0.2970	1449.046	-67.93	Insects
9	Spectrogram 1	1	27067.595976057	27067.884475524	7830.424	9418.802	0.2885	1588.378	-58.24	Insects
10	Spectrogram 1	1	27069.191208402	27069.556075374	7830.424	9502.400	0.3649	1671.977	-59.16	Insects
11	Spectrogram 1	1	27069.691839829	27069.988824574	7273.098	9223.738	0.2970	1950.639	-66.04	Insects
12	Spectrogram 1	1	27068.300254167	27068.563297798	7356.697	9168.005	0.2630	1811.308	-66.56	Insects
13	Spectrogram 1	1	27070.735529076	27071.057969656	7412.430	9474.534	0.3224	2062.105	-59.45	Insects
14	Spectrogram 1	1	27071.159792997	27071.448292464	7384.563	9251.604	0.2885	1867.041	-66.24	Insects
15	Spectrogram 1	1	27072.194996965	27072.508952267	7607.494	9502.400	0.3140	1894.907	-59.28	Insects
16	Spectrogram 1	1	27072.729569506	27073.068980643	7579.627	9307.337	0.3394	1727.709	-67.34	Insects
17	Spectrogram 1	1	27073.612038463	27074.002361270	7691.092	9502.400	0.3903	1811.308	-59.30	Insects
18	Spectrogram 1	1	27074.409654635	27074.672698266	7663.226	9195.871	0.2630	1532.645	-67.92	Insects
19	Spectrogram 1	1	27075.113963078	27075.453374215	7736.580	9483.550	0.3394	1746.970	-59.30	Insects
20	Spectrogram 1	1	27076.021887870	27076.327357893	8152.525	9150.794	0.3055	998.268	-67.20	Insects
21	Spectrogram 1	1	27076.598886803	27076.997694889	7930.688	9455.820	0.3988	1525.132	-58.67	Insects
22	Spectrogram 1	1	27077.269223799	27077.481355760	7958.417	8956.686	0.2121	998.268	-61.83	Insects
23	Spectrogram 1	1	27077.583179101	27077.922590238	7986.147	9344.901	0.3394	1358.754	-67.51	Insects
24	Spectrogram 1	1	27078.321398324	27078.643838904	7930.688	9455.820	0.3224	1525.132	-58.30	Insects
25	Spectrogram 1	1	27079.169926167	27079.602675367	7847.499	9067.605	0.4327	1220.106	-67.38	Insects
26	Spectrogram 1	1	27079.950571782	27080.315438755	7958.417	9455.820	0.3649	1497.403	-59.44	Insects
27	Spectrogram 1	1	27080.782129068	27081.240334103	7708.850	9317.172	0.4582	1608.321	-64.57	Insects
28	Spectrogram 1	1	27081.571259962	27081.919156377	7875.228	9511.279	0.3479	1636.051	-59.45	Insects
