Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	420.008787571	423.093224945	0.000	899.500	3.0844	899.500	-61.08	Mammals
2	Spectrogram 1	1	424.954037939	427.194868510	2053.858	2278.733	2.2408	224.875	-71.44	Birds
3	Spectrogram 1	1	427.335469644	429.426911510	2113.825	2278.733	2.0914	164.908	-71.62	Birds
4	Spectrogram 1	1	430.156279892	432.713463014	2083.841	2353.691	2.5572	269.850	-74.54	Birds
5	Spectrogram 1	1	424.330120408	424.558597250	59.967	284.842	0.2285	224.875	-53.26	Domestic mammals
6	Spectrogram 1	1	424.927675227	425.305540774	44.975	224.875	0.3779	179.900	-45.67	Domestic mammals
7	Spectrogram 1	1	426.201873002	426.421562274	29.983	254.858	0.2197	224.875	-45.26	Domestic mammals
8	Spectrogram 1	1	434.786824469	437.607634717	59.967	509.717	2.8208	449.750	-56.27	Mammals
9	Spectrogram 1	1	437.361582733	437.598847146	59.967	224.875	0.2373	164.908	-45.60	Domestic mammals
10	Spectrogram 1	1	435.823757831	436.122535240	59.967	254.858	0.2988	194.892	-53.13	Mammals
11	Spectrogram 1	1	437.426782686	446.451617965	2068.850	2293.724	9.0248	224.875	-70.70	Birds
12	Spectrogram 1	1	438.824006454	438.920669733	989.450	4767.349	0.0967	3777.899	-69.47	BIrds
13	Spectrogram 1	1	442.978375437	443.110189000	869.516	2788.449	0.1318	1918.933	-71.48	Birds
14	Spectrogram 1	1	445.535558559	445.658584551	1544.141	4617.432	0.1230	3073.291	-68.03	BIrds
15	Spectrogram 1	1	445.816760827	445.948574390	1394.225	4662.407	0.1318	3268.183	-68.68	Birds
16	Spectrogram 1	1	446.089175524	446.203413945	1574.125	4632.424	0.1142	3058.299	-67.84	Birds
17	Spectrogram 1	1	446.317652366	446.449465929	1484.175	4767.349	0.1318	3283.174	-67.56	Birds
18	Spectrogram 1	1	446.537341638	446.669155201	1559.133	4857.299	0.1318	3298.166	-68.32	Birds
19	Spectrogram 1	1	446.748243339	446.888844473	1604.108	4992.224	0.1406	3388.116	-68.17	Birds
20	Spectrogram 1	1	446.985507752	447.082171032	1634.091	4887.282	0.0967	3253.191	-67.02	Birds
21	Spectrogram 1	1	447.187621882	447.319435445	1499.166	4977.232	0.1318	3478.066	-69.31	Birds
22	Spectrogram 1	1	447.714312602	455.570400956	2008.883	2308.716	7.8561	299.833	-69.26	Birds
23	Spectrogram 1	1	452.468106691	453.056873939	3103.274	3553.024	0.5888	449.750	-72.47	Birds
24	Spectrogram 1	1	455.584803966	456.920514737	2068.850	2338.699	1.3357	269.850	-71.19	Birds
25	Spectrogram 1	1	465.375522826	467.625140968	524.708	989.450	2.2496	464.742	-61.58	Mammals
26	Spectrogram 1	1	473.559592913	479.999979167	2008.883	2353.691	6.4404	344.808	-67.74	Birds
27	Spectrogram 1	1	477.452486806	477.575512798	389.783	884.508	0.1230	494.725	-61.40	Domestic mammals
28	Spectrogram 1	1	478.208217901	478.348819035	284.842	884.508	0.1406	599.667	-60.49	Domestic mammals
29	Spectrogram 1	1	420.000000000	479.999979167	7221.239	11596.460	60.0000	4375.221	-43.91	Insects
30	Spectrogram 1	1	420.000000000	479.999979167	5734.513	6499.115	60.0000	764.602	-50.93	Insects
