Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	5237.066627598	5237.831951046	3248.731	3593.909	0.7653	345.178	-64.50	Birds
2	Spectrogram 1	1	5263.910405395	5267.413231943	3208.122	3654.822	3.5028	446.701	-60.53	Birds
3	Spectrogram 1	1	5261.796496819	5263.778488311	3248.731	3675.127	1.9820	426.396	-59.53	Birds
4	Spectrogram 1	1	5272.555866384	5272.840409717	2476.190	4656.085	0.2845	2179.894	-60.68	Birds
5	Spectrogram 1	1	5273.432351738	5273.658024036	6158.730	8359.788	0.2257	2201.058	-66.05	Birds
6	Spectrogram 1	1	5223.443955514	5223.659815973	3286.219	3604.240	0.2159	318.021	-63.40	Birds
7	Spectrogram 1	1	5257.152497502	5257.525347387	2450.382	4625.954	0.3728	2175.573	-59.73	Birds
8	Spectrogram 1	1	5238.262273530	5238.468322150	4893.204	6368.932	0.2060	1475.728	-63.11	Birds
9	Spectrogram 1	1	5261.786401662	5262.100380513	2106.870	5404.580	0.3140	3297.710	-60.54	Birds
10	Spectrogram 1	1	5238.586064219	5238.860795713	3184.466	5378.641	0.2747	2194.175	-63.59	Birds
11	Spectrogram 1	1	5233.377454871	5233.897482341	3280.277	4775.087	0.5200	1494.810	-63.47	Birds
12	Spectrogram 1	1	5233.338207514	5233.907294180	3155.709	3529.412	0.5691	373.702	-61.01	Birds
13	Spectrogram 1	1	5235.781035194	5235.947836458	5916.955	7951.557	0.1668	2034.602	-63.98	Birds
14	Spectrogram 1	1	5247.546615947	5248.351186751	3492.386	3695.431	0.8046	203.046	-62.90	Birds
15	Spectrogram 1	1	5220.000000000	5220.588710344	1462.898	1886.926	0.5887	424.028	-65.15	Birds
16	Spectrogram 1	1	5255.700345320	5256.377362216	5221.374	6435.115	0.6770	1213.740	-66.76	Birds
17	Spectrogram 1	1	5222.874868848	5223.257530571	2332.155	4515.901	0.3827	2183.746	-67.16	Birds
18	Spectrogram 1	1	5273.821593624	5274.047265922	3513.228	5227.513	0.2257	1714.286	-62.75	Birds
19	Spectrogram 1	1	5224.837236662	5225.121779995	2692.580	6508.834	0.2845	3816.254	-63.84	Birds
20	Spectrogram 1	1	5246.624303074	5247.056023993	3370.558	3736.041	0.4317	365.482	-60.11	Birds
21	Spectrogram 1	1	5221.314786435	5221.560082412	2438.163	4685.512	0.2453	2247.350	-68.40	Birds
22	Spectrogram 1	1	5259.794881649	5261.649319233	3309.645	3715.736	1.8544	406.091	-59.98	Birds
23	Spectrogram 1	1	5236.026331171	5236.320686343	2304.498	4982.699	0.2944	2678.201	-67.76	Birds
24	Spectrogram 1	1	5253.983273483	5254.365935206	2541.985	5656.489	0.3827	3114.504	-63.64	Birds
25	Spectrogram 1	1	5232.612131423	5233.171406250	2532.872	5771.626	0.5593	3238.754	-63.52	Birds
26	Spectrogram 1	1	5236.340310021	5236.693536228	4330.097	5165.049	0.3532	834.951	-65.19	Birds
27	Spectrogram 1	1	5235.428129236	5235.889285673	3238.754	3653.979	0.4612	415.225	-61.02	Birds
28	Spectrogram 1	1	5228.076595236	5228.194337305	4027.682	6290.657	0.1177	2262.976	-64.58	Birds
29	Spectrogram 1	1	5238.469720585	5238.724828401	1847.716	2517.766	0.2551	670.051	-69.72	Birds
30	Spectrogram 1	1	5249.703885505	5250.233724815	3370.558	3776.650	0.5298	406.091	-61.92	Birds
