Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	8672.879988583	8675.375987717	242.424	533.333	2.4960	290.909	-68.62	Mammals
2	Spectrogram 1	1	8677.199987083	8679.887986150	339.394	630.303	2.6880	290.909	-69.38	Mammals
3	Spectrogram 1	1	8640.415778643	8640.848527843	5804.168	7719.249	0.4327	1915.081	-60.60	Birds
4	Spectrogram 1	1	8640.636395882	8641.145512588	1797.230	6717.514	0.5091	4920.285	-60.86	Birds
5	Spectrogram 1	1	8640.050911671	8640.254558353	1915.081	2445.411	0.2036	530.330	-66.92	Birds
6	Spectrogram 1	1	8641.043689247	8641.366129827	1885.618	2415.948	0.3224	530.330	-71.95	Birds
7	Spectrogram 1	1	8641.544320674	8641.773423191	1532.065	2298.097	0.2291	766.032	-72.94	Birds
8	Spectrogram 1	1	8641.340673992	8641.518864839	1296.362	1767.767	0.1782	471.405	-69.70	Birds
9	Spectrogram 1	1	8642.172231278	8642.698318540	2062.395	5863.094	0.5261	3800.699	-62.15	Birds
10	Spectrogram 1	1	8642.571039364	8643.156523575	4890.822	7483.547	0.5855	2592.725	-57.92	Birds
11	Spectrogram 1	1	8641.926158203	8642.240113505	1679.379	2769.502	0.3140	1090.123	-71.24	Birds
12	Spectrogram 1	1	8642.358907403	8642.893479944	1178.511	1944.544	0.5346	766.032	-71.64	Birds
13	Spectrogram 1	1	8642.817112438	8643.122582461	2091.858	2533.799	0.3055	441.942	-70.91	Birds
14	Spectrogram 1	1	8643.029244399	8643.249861638	1414.214	1944.544	0.2206	530.330	-60.88	Birds
15	Spectrogram 1	1	8642.579524642	8642.851053552	11107.469	13700.194	0.2715	2592.725	-69.54	Birds
16	Spectrogram 1	1	8642.367392681	8642.469216023	11166.395	11667.262	0.1018	500.867	-68.56	Birds
17	Spectrogram 1	1	8643.139553018	8643.750493065	4183.715	8102.265	0.6109	3918.550	-55.44	Birds
18	Spectrogram 1	1	8643.334714422	8643.538361104	2415.948	4537.269	0.2036	2121.320	-53.14	Birds
19	Spectrogram 1	1	8643.461993599	8643.750493065	2563.262	4448.880	0.2885	1885.618	-50.44	Birds
20	Spectrogram 1	1	8643.665640281	8644.089904202	2563.262	4831.896	0.4243	2268.634	-50.98	Birds
21	Spectrogram 1	1	8643.691096116	8644.276580328	1325.825	2828.427	0.5855	1502.602	-56.56	Birds
22	Spectrogram 1	1	8644.259609771	8644.845093982	1502.602	3181.981	0.5855	1679.379	-54.03	Birds
23	Spectrogram 1	1	8644.879035096	8645.617254319	1237.437	3358.757	0.7382	2121.320	-54.92	Birds
24	Spectrogram 1	1	8643.954139747	8644.539623959	6216.647	7984.414	0.5855	1767.767	-65.14	Birds
25	Spectrogram 1	1	8644.692358971	8645.235416790	5008.673	7159.456	0.5431	2150.783	-56.12	Birds
26	Spectrogram 1	1	8645.201475676	8645.803930445	6157.722	7807.637	0.6025	1649.916	-65.51	Birds
27	Spectrogram 1	1	8644.963887880	8645.396637080	3270.369	4890.822	0.4327	1620.453	-66.25	Birds
28	Spectrogram 1	1	8645.489975143	8645.634224876	2091.858	5745.243	0.1442	3653.385	-62.05	Birds
29	Spectrogram 1	1	8645.914239064	8646.601546617	3682.848	7601.398	0.6873	3918.550	-55.69	Birds
30	Spectrogram 1	1	8645.668165990	8646.228194366	1590.990	2563.262	0.5600	972.272	-68.64	Birds
31	Spectrogram 1	1	8646.474267441	8647.263398334	1355.288	2769.502	0.7891	1414.214	-62.01	Birds
32	Spectrogram 1	1	8646.864590248	8647.288854170	2740.039	5214.913	0.4243	2474.874	-62.23	Birds
33	Spectrogram 1	1	8647.204001385	8647.687662256	5480.078	7571.935	0.4837	2091.858	-62.57	Birds
34	Spectrogram 1	1	8647.561803306	8647.943640835	1620.453	2474.874	0.3818	854.421	-72.17	Birds
35	Spectrogram 1	1	8647.943640835	8648.580036717	2681.113	7807.637	0.6364	5126.524	-56.88	Birds
36	Spectrogram 1	1	8648.045464176	8648.308507807	1797.230	2445.411	0.2630	648.181	-65.83	Birds
37	Spectrogram 1	1	8648.503669211	8649.114609258	1679.379	2592.725	0.6109	913.346	-61.37	Birds
38	Spectrogram 1	1	8649.038241752	8649.547358458	1856.155	2857.890	0.5091	1001.735	-68.54	Birds
39	Spectrogram 1	1	8649.131579815	8649.335226497	5185.450	6157.722	0.2036	972.272	-65.78	Birds
40	Spectrogram 1	1	8649.318255940	8649.929195987	3741.773	7336.233	0.6109	3594.459	-57.77	Birds
41	Spectrogram 1	1	8649.827372646	8650.752267995	2563.262	4920.285	0.9249	2357.023	-53.02	Birds
42	Spectrogram 1	1	8649.411594003	8649.708578748	10812.841	12993.087	0.2970	2180.246	-71.10	Birds
43	Spectrogram 1	1	8649.666152356	8650.175269062	1090.123	2298.097	0.5091	1207.974	-65.43	Birds
44	Spectrogram 1	1	8650.574077148	8650.879547171	1414.214	2268.634	0.3055	854.421	-59.15	Birds
45	Spectrogram 1	1	8650.938944120	8652.322044504	1325.825	3270.369	1.3831	1944.544	-52.65	Birds
46	Spectrogram 1	1	8651.320781649	8651.940206975	3506.071	7336.233	0.6194	3830.162	-54.48	Birds
47	Spectrogram 1	1	8652.194765327	8652.313559225	3417.683	6629.126	0.1188	3211.443	-60.37	Birds
48	Spectrogram 1	1	8652.372956174	8653.026322613	4154.252	7513.010	0.6534	3358.757	-65.52	Birds
49	Spectrogram 1	1	8652.508720629	8653.170572347	2592.725	4095.327	0.6619	1502.602	-71.18	Birds
50	Spectrogram 1	1	8652.551147021	8652.890558158	1532.065	2386.485	0.3394	854.421	-67.90	Birds
51	Spectrogram 1	1	8653.026322613	8653.493012927	1708.841	2592.725	0.4667	883.883	-69.48	Birds
52	Spectrogram 1	1	8653.730600723	8654.299114378	3712.311	7689.786	0.5685	3977.476	-56.29	Birds
53	Spectrogram 1	1	8653.594836268	8654.638525515	1826.693	4272.103	1.0437	2445.411	-62.10	Birds
54	Spectrogram 1	1	8654.222746872	8655.173098056	1266.900	2474.874	0.9504	1207.974	-69.02	Birds
55	Spectrogram 1	1	8654.699574328	8655.064441300	5951.482	7601.398	0.3649	1649.916	-63.90	Birds
56	Spectrogram 1	1	8655.132323528	8655.463249386	2916.815	5568.466	0.3309	2651.650	-71.58	Birds
57	Spectrogram 1	1	8654.962617959	8655.777204688	1502.602	3064.129	0.8146	1561.527	-70.67	Birds
58	Spectrogram 1	1	8656.116615825	8656.379659457	1915.081	2474.874	0.2630	559.793	-71.15	Birds
59	Spectrogram 1	1	8656.608761974	8656.948173111	1915.081	2474.874	0.3394	559.793	-68.39	Birds
60	Spectrogram 1	1	8656.897261441	8657.593054272	4831.896	7454.084	0.6958	2622.188	-60.61	Birds
61	Spectrogram 1	1	8656.608761974	8656.854835049	5539.003	6187.184	0.2461	648.181	-69.08	Birds
62	Spectrogram 1	1	8657.389407590	8657.745789284	1355.288	4213.178	0.3564	2857.890	-59.61	Birds
63	Spectrogram 1	1	8657.049996452	8657.296069527	1473.139	2474.874	0.2461	1001.735	-68.12	Birds
64	Spectrogram 1	1	8657.737304005	8658.322788217	2239.171	5097.061	0.5855	2857.890	-55.22	Birds
65	Spectrogram 1	1	8658.263391268	8658.696140467	5597.929	7778.175	0.4327	2180.246	-66.42	Birds
66	Spectrogram 1	1	8658.517949620	8658.942213542	3417.683	6010.408	0.4243	2592.725	-65.46	Birds
67	Spectrogram 1	1	8658.059744585	8658.517949620	1119.586	2239.171	0.4582	1119.586	-61.91	Birds
68	Spectrogram 1	1	8658.475523228	8659.188286616	1473.139	2916.815	0.7128	1443.676	-54.30	Birds
69	Spectrogram 1	1	8659.230713008	8659.502241918	1532.065	2357.023	0.2715	824.958	-64.15	Birds
70	Spectrogram 1	1	8659.442844969	8659.731344436	6039.870	7689.786	0.2885	1649.916	-65.76	Birds
71	Spectrogram 1	1	8659.756800271	8660.308343369	1620.453	2474.874	0.5515	854.421	-67.60	Birds
72	Spectrogram 1	1	8660.633130694	8661.006482945	5627.391	7513.010	0.3734	1885.618	-59.55	Birds
73	Spectrogram 1	1	8660.717983478	8661.006482945	2032.932	2946.278	0.2885	913.346	-66.72	Birds
74	Spectrogram 1	1	8661.184673792	8661.863496066	1325.825	1826.693	0.6788	500.867	-69.28	Birds
75	Spectrogram 1	1	8660.327660670	8660.505851517	1473.139	1944.544	0.1782	471.405	-67.32	Birds
76	Spectrogram 1	1	8661.736216889	8662.406553885	3535.534	7129.993	0.6703	3594.459	-51.64	Birds
77	Spectrogram 1	1	8661.838040231	8662.669597517	1532.065	3005.204	0.8316	1473.139	-55.66	Birds
78	Spectrogram 1	1	8663.025979211	8663.526610638	4419.417	7336.233	0.5006	2916.815	-60.07	Birds
79	Spectrogram 1	1	8663.042949767	8664.230888747	1414.214	2533.799	1.1879	1119.586	-63.95	Birds
80	Spectrogram 1	1	8663.772683712	8664.027242065	1031.197	5126.524	0.2546	4095.327	-61.06	Birds
81	Spectrogram 1	1	8664.570299884	8664.790917124	2062.395	3270.369	0.2206	1207.974	-65.44	Birds
82	Spectrogram 1	1	8664.892740465	8665.367916057	2828.427	7395.158	0.4752	4566.731	-51.42	Birds
83	Spectrogram 1	1	8664.977593249	8665.546106904	1355.288	1885.618	0.5685	530.330	-67.52	Birds
84	Spectrogram 1	1	8665.333974943	8665.944914990	1915.081	2798.964	0.6109	883.883	-56.40	Birds
85	Spectrogram 1	1	8666.216443899	8666.530399201	1620.453	2121.320	0.3140	500.867	-62.00	Birds
86	Spectrogram 1	1	8666.275840848	8666.734045884	5715.780	7336.233	0.4582	1620.453	-61.43	Birds
87	Spectrogram 1	1	8667.081942299	8667.633485397	4566.731	9192.388	0.5515	4625.657	-63.81	Birds
88	Spectrogram 1	1	8667.633485397	8667.888043750	5568.466	6334.498	0.2546	766.032	-63.01	Birds
89	Spectrogram 1	1	8666.818898668	8667.285588981	3535.534	4095.327	0.4667	559.793	-53.66	Birds
90	Spectrogram 1	1	8666.929207287	8667.803190965	1590.990	2740.039	0.8740	1149.049	-64.22	Birds
91	Spectrogram 1	1	8668.083119701	8668.524354180	3977.476	7071.068	0.4412	3093.592	-55.51	Birds
92	Spectrogram 1	1	8668.795883089	8669.338940909	3771.236	6570.201	0.5431	2798.964	-64.15	Birds
93	Spectrogram 1	1	8667.794620235	8668.651633356	1296.362	3329.294	0.8570	2032.932	-45.71	Birds
94	Spectrogram 1	1	8668.481927787	8669.669866767	1296.362	2592.725	1.1879	1296.362	-42.93	Birds
