Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	12619.823993117	12621.311992600	242.424	533.333	1.4880	290.909	-67.33	Mammals
2	Spectrogram 1	1	12627.215990550	12629.519989750	193.939	581.818	2.3040	387.879	-70.97	Mammals
3	Spectrogram 1	1	12656.303980450	12659.903979200	193.939	630.303	3.6000	436.364	-68.90	Mammals
4	Spectrogram 1	1	12646.943983700	12653.567981400	193.939	581.818	6.6240	387.879	-69.86	Mammals
5	Spectrogram 1	1	12600.000000000	12600.263043631	2228.458	9908.066	0.2630	7679.608	-55.87	Birds
6	Spectrogram 1	1	12601.153997866	12601.697055686	2194.174	9942.350	0.5431	7748.176	-59.70	Birds
7	Spectrogram 1	1	12601.824334862	12602.011010987	3428.397	5793.990	0.1867	2365.594	-68.36	Birds
8	Spectrogram 1	1	12602.341936846	12602.613465756	2399.878	9668.078	0.2715	7268.201	-58.83	Birds
9	Spectrogram 1	1	12602.808627160	12603.232891081	2468.445	6342.534	0.4243	3874.088	-60.23	Birds
10	Spectrogram 1	1	12603.377140814	12603.495934712	2331.310	9530.942	0.1188	7199.633	-67.20	Birds
11	Spectrogram 1	1	12603.682610838	12603.843831128	2365.594	3154.125	0.1612	788.531	-65.75	Birds
12	Spectrogram 1	1	12603.725037230	12603.903228077	4422.632	5656.854	0.1782	1234.223	-63.96	Birds
13	Spectrogram 1	1	12604.302036163	12604.514168124	3119.841	3942.656	0.2121	822.815	-65.94	Birds
14	Spectrogram 1	1	12604.488712288	12604.997828994	2159.890	5554.002	0.5091	3394.113	-59.42	Birds
15	Spectrogram 1	1	12605.108137614	12605.854842115	2091.322	6171.114	0.7467	4079.792	-63.20	Birds
16	Spectrogram 1	1	12605.303299017	12605.498460421	9565.226	10353.757	0.1952	788.531	-69.30	Birds
17	Spectrogram 1	1	12605.557857370	12605.956665456	5793.990	7748.176	0.3988	1954.186	-72.08	Birds
18	Spectrogram 1	1	12606.041518241	12606.610031895	2399.878	5725.422	0.5685	3325.545	-61.53	Birds
19	Spectrogram 1	1	12606.686399401	12607.008839981	1919.902	4525.483	0.3224	2605.581	-58.94	Birds
20	Spectrogram 1	1	12606.932472476	12607.212486664	2708.433	9393.806	0.2800	6685.373	-64.81	Birds
21	Spectrogram 1	1	12607.237942499	12608.111926177	2091.322	5554.002	0.8740	3462.680	-64.15	Birds
