Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	16500.264919655	16500.431720919	2098.940	2798.587	0.1668	699.647	-63.37	Birds
2	Spectrogram 1	1	16500.402285402	16501.000807585	1732.484	3643.312	0.5985	1910.828	-59.18	Birds
3	Spectrogram 1	1	16505.131591834	16505.386699650	1953.052	2854.460	0.2551	901.408	-66.53	Birds
4	Spectrogram 1	1	16505.278769420	16505.906727120	1652.582	3868.545	0.6280	2215.962	-60.02	Birds
5	Spectrogram 1	1	16505.592748270	16506.083340224	488.263	1502.347	0.4906	1014.085	-69.54	Birds
6	Spectrogram 1	1	16507.074335970	16507.584551601	1126.761	1483.568	0.5102	356.808	-70.67	Birds
7	Spectrogram 1	1	16509.246038354	16509.903431572	1145.540	1427.230	0.6574	281.690	-69.59	Birds
8	Spectrogram 1	1	16507.941063758	16508.166736056	6215.962	6723.005	0.2257	507.042	-70.15	Birds
9	Spectrogram 1	1	16508.716199044	16509.246038354	6384.977	6798.122	0.5298	413.146	-71.43	Birds
10	Spectrogram 1	1	16509.550205365	16509.893619733	6253.521	6798.122	0.3434	544.601	-72.21	Birds
11	Spectrogram 1	1	16510.178163066	16510.531389272	6441.315	6873.239	0.3532	431.925	-69.99	Birds
12	Spectrogram 1	1	16510.845368123	16511.139723295	1915.493	2910.798	0.2944	995.305	-66.70	Birds
13	Spectrogram 1	1	16511.071040421	16511.777492834	1633.803	3849.765	0.7065	2215.962	-60.05	Birds
14	Spectrogram 1	1	16515.398061451	16515.702228462	2272.300	3061.033	0.3042	788.732	-66.97	Birds
15	Spectrogram 1	1	16515.672792945	16516.369433519	1671.362	3830.986	0.6966	2159.624	-59.81	Birds
16	Spectrogram 1	1	16516.367466214	16516.445960926	4112.676	4356.808	0.0785	244.131	-72.47	Birds
17	Spectrogram 1	1	16520.998654255	16521.234138393	1953.052	2854.460	0.2355	901.408	-65.35	Birds
18	Spectrogram 1	1	16521.165455519	16521.970026323	1802.817	3868.545	0.8046	2065.728	-60.29	Birds
19	Spectrogram 1	1	16518.002811563	16518.297166735	3399.061	3624.413	0.2944	225.352	-75.87	Birds
20	Spectrogram 1	1	16522.908731098	16523.389511213	1239.437	1652.582	0.4808	413.146	-73.59	Birds
21	Spectrogram 1	1	16525.639138478	16525.864810777	4225.352	4525.822	0.2257	300.469	-75.02	Birds
22	Spectrogram 1	1	16526.679193420	16526.953924914	2046.948	2835.681	0.2747	788.732	-67.89	Birds
23	Spectrogram 1	1	16526.895053879	16527.493576063	1708.920	3699.531	0.5985	1990.610	-59.49	Birds
24	Spectrogram 1	1	16529.132153187	16529.720863532	1183.099	1539.906	0.5887	356.808	-70.94	Birds
25	Spectrogram 1	1	16531.033682662	16531.347661512	2028.169	3079.812	0.3140	1051.643	-68.08	Birds
26	Spectrogram 1	1	16531.308414156	16532.005054730	1784.038	3887.324	0.6966	2103.286	-60.38	Birds
27	Spectrogram 1	1	16539.823630590	16540.068926567	1990.610	2835.681	0.2453	845.070	-65.63	Birds
28	Spectrogram 1	1	16540.029679211	16540.696884268	1708.920	3774.648	0.6672	2065.728	-61.27	Birds
29	Spectrogram 1	1	16537.851450937	16537.929945650	3323.944	3643.192	0.0785	319.249	-76.33	Birds
30	Spectrogram 1	1	16541.756562887	16542.099977255	3605.634	3943.662	0.3434	338.028	-78.37	Birds
31	Spectrogram 1	1	16540.673521420	16541.115054178	566.038	1849.057	0.4415	1283.019	-75.76	Birds
32	Spectrogram 1	1	16546.452694632	16546.639119574	2018.868	2830.189	0.1864	811.321	-68.79	Birds
33	Spectrogram 1	1	16546.550813023	16547.218018080	1641.509	3830.189	0.6672	2188.679	-61.32	Birds
34	Spectrogram 1	1	16553.908927053	16554.213094065	1962.264	2943.396	0.3042	981.132	-68.11	Birds
35	Spectrogram 1	1	16554.144411191	16554.841051765	1679.245	3943.396	0.6966	2264.151	-61.13	Birds
36	Spectrogram 1	1	16550.421735365	16550.912327319	1471.698	1849.057	0.4906	377.358	-75.69	Birds
37	Spectrogram 1	1	16556.191096738	16556.720936048	1132.075	1603.774	0.5298	471.698	-76.62	Birds
38	Spectrogram 1	1	16500.000000000	16559.999979167	6415.094	7433.962	60.0000	1018.868	-72.40	Insects
