Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	12403.071215387	12404.125794114	1214.325	1634.091	1.0546	419.767	-54.63	Birds
2	Spectrogram 1	1	12378.871408804	12379.426450239	1903.941	2143.808	0.5550	239.867	-77.14	Birds
3	Spectrogram 1	1	12391.692865961	12392.025890823	2548.583	2863.408	0.3330	314.825	-77.22	Birds
4	Spectrogram 1	1	12395.500076002	12396.568530765	2713.491	2983.341	1.0685	269.850	-78.26	Birds
5	Spectrogram 1	1	12397.234580488	12397.872878138	2968.349	3238.199	0.6383	269.850	-77.12	Birds
6	Spectrogram 1	1	12398.053266605	12398.525051825	2818.433	3238.199	0.4718	419.767	-76.53	Birds
7	Spectrogram 1	1	12398.636060112	12398.844200650	2773.458	3313.158	0.2081	539.700	-76.24	Birds
8	Spectrogram 1	1	12399.052341189	12399.593506588	2893.391	3283.174	0.5412	389.783	-76.52	Birds
9	Spectrogram 1	1	12399.732266947	12400.495448921	2863.408	3448.083	0.7632	584.675	-76.76	Birds
10	Spectrogram 1	1	12407.490343012	12407.920500124	2578.566	2908.383	0.4302	329.817	-77.26	Birds
11	Spectrogram 1	1	12419.303183860	12419.414192147	1454.191	4662.407	0.1110	3208.216	-72.54	Birds
12	Spectrogram 1	1	12419.594580614	12419.691712865	1469.183	5037.199	0.0971	3568.016	-73.24	Birds
13	Spectrogram 1	1	12419.788845116	12419.955357547	1394.225	4947.249	0.1665	3553.024	-73.68	Birds
14	Spectrogram 1	1	12411.598179678	12411.889576431	2713.491	2923.374	0.2914	209.883	-77.04	Birds
15	Spectrogram 1	1	12368.510289989	12368.735962288	296.820	657.244	0.2257	360.424	-68.07	Mammals
16	Spectrogram 1	1	12360.000000000	12419.999979167	3519.435	4240.283	60.0000	720.848	-72.11	Amphibians
