Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	12241.019999646	12241.259999563	9018.182	11830.303	0.2400	2812.121	-68.07	Birds
2	Spectrogram 1	1	12243.383998825	12243.563998762	9163.636	11490.909	0.1800	2327.273	-66.62	Birds
3	Spectrogram 1	1	12246.035997904	12246.239997833	9357.576	11490.909	0.2040	2133.333	-66.77	Birds
4	Spectrogram 1	1	12248.267997129	12248.423997075	9066.667	11878.788	0.1560	2812.121	-66.20	Birds
5	Spectrogram 1	1	12250.499996354	12250.715996279	9454.545	11830.303	0.2160	2375.758	-67.60	Birds
6	Spectrogram 1	1	12240.047999983	12243.371998829	6593.939	7321.212	3.3240	727.273	-69.59	Insects
7	Spectrogram 1	1	12244.727998358	12246.623997700	6351.515	7078.788	1.8960	727.273	-70.24	Insects
8	Spectrogram 1	1	12250.739996271	12252.755995571	6400.000	7224.242	2.0160	824.242	-69.77	Insects
9	Spectrogram 1	1	12253.998726820	12256.266726032	1551.515	2666.667	2.2680	1115.152	-63.58	Birds
10	Spectrogram 1	1	12260.394724599	12261.570724191	6496.970	7612.121	1.1760	1115.152	-67.83	Insects
11	Spectrogram 1	1	12264.081942810	12264.321942727	9406.061	11345.455	0.2400	1939.394	-65.21	Birds
12	Spectrogram 1	1	12267.621941581	12267.849941502	9066.667	11490.909	0.2280	2424.242	-65.80	Birds
13	Spectrogram 1	1	12267.645941572	12268.953941118	6400.000	7660.606	1.3080	1260.606	-68.84	Insects
14	Spectrogram 1	1	12270.333940639	12270.597940547	9212.121	11490.909	0.2640	2278.788	-66.17	Birds
15	Spectrogram 1	1	12273.131403071	12274.451402613	6157.576	7272.727	1.3200	1115.152	-67.56	Insects
16	Spectrogram 1	1	12274.247402684	12274.427402621	9163.636	11539.394	0.1800	2375.758	-64.98	Birds
17	Spectrogram 1	1	12276.131402030	12276.335401959	9115.152	11345.455	0.2040	2230.303	-65.56	Birds
18	Spectrogram 1	1	12278.219401305	12278.399401242	9260.606	11830.303	0.1800	2569.697	-65.61	Birds
19	Spectrogram 1	1	12280.091400655	12280.307400580	9357.576	11830.303	0.2160	2472.727	-65.45	Birds
20	Spectrogram 1	1	12278.991205846	12280.791205221	6303.030	7515.152	1.8000	1212.121	-68.60	Insects
21	Spectrogram 1	1	12281.991204805	12282.207204730	9163.636	11733.333	0.2160	2569.697	-66.25	Birds
22	Spectrogram 1	1	12284.271204013	12284.463203946	9212.121	11587.879	0.1920	2375.758	-65.57	Birds
23	Spectrogram 1	1	12285.579203559	12287.415202921	1115.152	2472.727	1.8360	1357.576	-60.04	Birds
24	Spectrogram 1	1	12289.272568068	12289.560567968	5333.333	6351.515	0.2880	1018.182	-65.48	Birds
25	Spectrogram 1	1	12294.984566084	12295.704565834	1115.152	2230.303	0.7200	1115.152	-63.92	Birds
