Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	30600.277520718	30608.381125675	7166.078	11529.412	8.1036	4363.334	-54.20	Insects
3	Spectrogram 1	1	30609.435704402	30659.999979167	7764.706	11247.059	50.5643	3482.353	-53.10	Insects
4	Spectrogram 1	1	30600.117742069	30600.588710344	3676.955	4342.468	0.4710	665.512	-68.14	Amphibians
5	Spectrogram 1	1	30601.265727240	30601.569894251	3577.128	4226.003	0.3042	648.874	-69.44	Amphibians
6	Spectrogram 1	1	30601.687636320	30602.129169078	3627.042	4176.089	0.4415	549.048	-69.76	Amphibians
7	Spectrogram 1	1	30602.286158503	30602.502018963	3593.766	4275.916	0.2159	682.150	-69.59	Amphibians
8	Spectrogram 1	1	30602.688443905	30602.874868848	3510.577	4126.176	0.1864	615.599	-69.28	Amphibians
9	Spectrogram 1	1	30603.100541146	30603.453767353	3660.317	4292.554	0.3532	632.237	-68.56	Amphibians
10	Spectrogram 1	1	30603.748122525	30604.120972410	3660.317	4309.192	0.3728	648.874	-68.36	Amphibians
11	Spectrogram 1	1	30604.307397352	30604.552693329	3826.696	4425.657	0.2453	598.961	-72.95	Amphibians
12	Spectrogram 1	1	30604.807801144	30605.131591834	3743.506	4425.657	0.3238	682.150	-67.49	Amphibians
13	Spectrogram 1	1	30605.690866661	30606.142211258	3676.955	4525.483	0.4513	848.528	-69.79	Amphibians
14	Spectrogram 1	1	30606.397319074	30607.182266199	3643.680	4458.932	0.7849	815.253	-71.00	Amphibians
15	Spectrogram 1	1	30607.702293670	30608.006460681	3710.231	4425.657	0.3042	715.426	-70.25	Amphibians
16	Spectrogram 1	1	30608.260233460	30608.446658402	3760.144	4292.554	0.1864	532.410	-70.75	Amphibians
17	Spectrogram 1	1	30608.642895183	30608.878379321	3643.680	4342.468	0.2355	698.788	-70.51	Amphibians
18	Spectrogram 1	1	30609.005933229	30609.378783114	3959.798	4475.570	0.3728	515.772	-69.76	Amphibians
19	Spectrogram 1	1	30609.506337022	30609.732009320	3693.593	4375.743	0.2257	682.150	-66.76	Amphibians
20	Spectrogram 1	1	30610.193165756	30610.830935296	3693.593	4558.759	0.6378	865.166	-70.17	Amphibians
21	Spectrogram 1	1	30611.292091732	30611.920049433	3693.593	4542.121	0.6280	848.528	-69.97	Amphibians
22	Spectrogram 1	1	30612.204592766	30612.479324260	3676.955	4209.365	0.2747	532.410	-67.92	Amphibians
23	Spectrogram 1	1	30612.842362305	30613.529191040	3676.955	4292.554	0.6868	615.599	-68.87	Amphibians
24	Spectrogram 1	1	30613.926660047	30614.368192805	3710.231	4492.208	0.4415	781.977	-70.46	Amphibians
