Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	18000.000000000	18000.490591954	2332.155	5194.346	0.4906	2862.191	-64.29	Birds
2	Spectrogram 1	1	18001.089114137	18001.295162757	2268.551	4918.728	0.2060	2650.177	-66.57	Birds
3	Spectrogram 1	1	18001.295162757	18001.815190228	1908.127	3328.622	0.5200	1420.495	-60.89	Birds
4	Spectrogram 1	1	18002.325405860	18002.609949193	2310.954	4240.283	0.2845	1929.329	-66.47	Birds
5	Spectrogram 1	1	18002.580513675	18003.002422756	2310.954	5173.145	0.4219	2862.191	-61.18	Birds
6	Spectrogram 1	1	18003.286966089	18003.659815973	2289.753	4134.276	0.3728	1844.523	-69.31	Birds
7	Spectrogram 1	1	18003.973794823	18004.562505168	2162.544	4664.311	0.5887	2501.767	-60.74	Birds
8	Spectrogram 1	1	18004.945166891	18005.141403673	2183.746	4537.102	0.1962	2353.357	-61.57	Birds
9	Spectrogram 1	1	18005.082532638	18005.553500914	2226.148	5448.763	0.4710	3222.615	-61.55	Birds
10	Spectrogram 1	1	18006.201082292	18006.544496660	2162.544	4409.894	0.3434	2247.350	-68.37	Birds
11	Spectrogram 1	1	18006.534684821	18006.936970223	2204.947	5215.548	0.4023	3010.601	-61.66	Birds
12	Spectrogram 1	1	18007.592396168	18007.935810535	2395.760	4409.894	0.3434	2014.134	-67.91	Birds
13	Spectrogram 1	1	18007.955434213	18008.338095937	2204.947	5067.138	0.3827	2862.191	-58.66	Birds
14	Spectrogram 1	1	18009.270220649	18009.505704787	2395.760	4833.922	0.2355	2438.163	-63.45	Birds
15	Spectrogram 1	1	18009.701941568	18010.388770303	1929.329	4028.269	0.6868	2098.940	-58.84	Birds
16	Spectrogram 1	1	18010.565383406	18010.859738578	2459.364	5151.943	0.2944	2692.580	-64.28	Birds
17	Spectrogram 1	1	18006.993873985	18007.278417318	2459.364	4240.283	0.2845	1780.919	-70.05	Birds
18	Spectrogram 1	1	18008.455838006	18008.750193178	2438.163	3816.254	0.2944	1378.092	-68.35	Birds
19	Spectrogram 1	1	18011.006916164	18011.311083175	2416.961	4070.671	0.3042	1653.710	-69.47	Birds
20	Spectrogram 1	1	18011.556379152	18012.125465818	2056.537	6042.403	0.5691	3985.866	-59.43	Birds
21	Spectrogram 1	1	18013.028155013	18013.450064093	2289.753	5533.569	0.4219	3243.816	-66.30	Birds
22	Spectrogram 1	1	18013.840570350	18014.321350465	2098.940	6063.604	0.4808	3964.664	-58.64	Birds
23	Spectrogram 1	1	18013.575650695	18013.889629545	2310.954	4261.484	0.3140	1950.530	-60.58	Birds
24	Spectrogram 1	1	18015.174980464	18015.557642187	2353.357	4367.491	0.3827	2014.134	-65.36	Birds
25	Spectrogram 1	1	18015.753878969	18016.165976210	2226.148	4621.908	0.4121	2395.760	-56.52	Birds
26	Spectrogram 1	1	18016.244470922	18016.656568163	3074.205	5024.735	0.4121	1950.530	-60.62	Birds
27	Spectrogram 1	1	18017.421891611	18018.226462415	2268.551	4791.519	0.8046	2522.968	-65.87	Birds
28	Spectrogram 1	1	18018.471758391	18018.717054368	2310.954	5321.555	0.2453	3010.601	-62.69	Birds
29	Spectrogram 1	1	18018.913291149	18019.315576551	1696.113	3413.428	0.4023	1717.314	-56.64	Birds
30	Spectrogram 1	1	18019.335200229	18019.708050114	2416.961	5194.346	0.3728	2777.385	-63.62	Birds
31	Spectrogram 1	1	18020.031840803	18020.463561723	2455.446	6495.050	0.4317	4039.604	-56.54	Birds
32	Spectrogram 1	1	18020.512620918	18021.032648389	2336.634	5207.921	0.5200	2871.287	-61.93	Birds
