Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	7380.470968275	7380.853629999	4917.266	7525.815	0.3827	2608.549	-75.29	Birds
2	Spectrogram 1	1	7380.961560229	7381.324598274	5007.216	7435.865	0.3630	2428.649	-72.99	Birds
3	Spectrogram 1	1	7381.834813906	7382.227287469	5337.032	7345.915	0.3925	2008.883	-73.98	Birds
4	Spectrogram 1	1	7382.345029538	7382.639384710	4917.266	7465.848	0.2944	2548.583	-73.71	Birds
5	Spectrogram 1	1	7382.806185974	7383.100541146	4827.316	7465.848	0.2944	2638.533	-75.24	Birds
6	Spectrogram 1	1	7383.385084479	7383.738310686	4797.332	7555.798	0.3532	2758.466	-74.32	Birds
7	Spectrogram 1	1	7383.757934364	7383.983606663	5396.999	7705.715	0.2257	2308.716	-74.54	Birds
8	Spectrogram 1	1	7384.091536892	7384.277961835	4827.316	7735.698	0.1864	2908.383	-75.21	Birds
9	Spectrogram 1	1	7384.307397352	7384.493822294	4767.349	7705.715	0.1864	2938.366	-75.97	Birds
10	Spectrogram 1	1	7384.748930110	7384.974602409	5337.032	8005.548	0.2257	2668.516	-75.96	Birds
11	Spectrogram 1	1	7385.622183787	7385.887103442	5486.949	7855.632	0.2649	2368.683	-75.33	Birds
12	Spectrogram 1	1	7386.102963902	7386.367883557	4887.282	7315.932	0.2649	2428.649	-74.16	Birds
13	Spectrogram 1	1	7386.544496660	7386.858475510	5037.199	7915.598	0.3140	2878.399	-73.98	Birds
14	Spectrogram 1	1	7387.025276774	7387.280384590	4977.232	7465.848	0.2551	2488.616	-76.22	Birds
15	Spectrogram 1	1	7388.074885743	7388.388864593	4827.316	7555.798	0.3140	2728.483	-75.64	Birds
16	Spectrogram 1	1	7388.634160570	7388.948139420	5097.165	7405.882	0.3140	2308.716	-75.52	Birds
17	Spectrogram 1	1	7389.085505167	7389.311177466	5187.115	7465.848	0.2257	2278.733	-74.86	Birds
18	Spectrogram 1	1	7389.566285282	7390.037253557	4857.299	7945.581	0.4710	3088.283	-73.70	Birds
19	Spectrogram 1	1	7390.184431143	7390.537657350	4827.316	7915.598	0.3532	3088.283	-74.56	Birds
20	Spectrogram 1	1	7390.802577004	7391.077308498	4887.282	8215.431	0.2747	3328.149	-75.36	Birds
21	Spectrogram 1	1	7391.410911027	7391.773949072	5037.199	7735.698	0.3630	2698.499	-75.79	Birds
22	Spectrogram 1	1	7392.182307143	7392.437414959	5097.165	7975.565	0.2551	2878.399	-75.99	Birds
23	Spectrogram 1	1	7392.594404384	7393.035937143	4797.332	7945.581	0.4415	3148.249	-73.73	Birds
24	Spectrogram 1	1	7393.134055533	7393.467658062	4647.416	7855.632	0.3336	3208.216	-74.37	Birds
