Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	32760.000000000	32819.999979167	2317.512	2671.031	60.0000	353.519	-62.87	Amphibians
2	Spectrogram 1	1	32760.000000000	32819.999979167	5617.021	6206.219	60.0000	589.198	-59.19	Insects
3	Spectrogram 1	1	32760.229102518	32760.576998933	7082.641	7638.142	0.3479	555.501	-75.52	Birds
4	Spectrogram 1	1	32777.679427918	32778.146118232	6332.714	7527.042	0.4667	1194.328	-75.78	Birds
5	Spectrogram 1	1	32781.930552411	32782.202081320	6777.115	7638.142	0.2715	861.027	-75.96	Birds
6	Spectrogram 1	1	32785.376069095	32785.690024396	6888.215	7582.592	0.3140	694.377	-74.42	Birds
7	Spectrogram 1	1	32787.404050639	32787.828314560	6943.765	7749.242	0.4243	805.477	-76.15	Birds
8	Spectrogram 1	1	32789.559311360	32789.898722497	7027.091	7610.367	0.3394	583.276	-74.03	Birds
9	Spectrogram 1	1	32792.211396601	32792.584748852	6888.215	7582.592	0.3734	694.377	-74.99	Birds
10	Spectrogram 1	1	32795.350949619	32795.707331313	6915.990	7610.367	0.3564	694.377	-74.28	Birds
11	Spectrogram 1	1	32798.498987916	32798.846884332	6971.541	7582.592	0.3479	611.051	-74.23	Birds
12	Spectrogram 1	1	32801.466302500	32801.771772524	7054.866	7582.592	0.3055	527.726	-74.31	Birds
13	Spectrogram 1	1	32805.013148883	32805.301648350	6943.765	7527.042	0.2885	583.276	-74.13	Birds
14	Spectrogram 1	1	32800.719597999	32800.880818289	7193.741	7443.717	0.1612	249.976	-74.20	Birds
15	Spectrogram 1	1	32808.616743531	32808.947669390	6971.541	7527.042	0.3309	555.501	-75.13	Birds
16	Spectrogram 1	1	32812.282383812	32812.723618290	6915.990	7527.042	0.4412	611.051	-75.78	Birds
17	Spectrogram 1	1	32814.629693943	32815.121840092	6943.765	7527.042	0.4921	583.276	-75.36	Birds
18	Spectrogram 1	1	32818.057746428	32818.439583957	6721.565	7554.817	0.3818	833.252	-75.96	Birds
