Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	8760.000000000	8819.999979167	5967.568	6508.108	60.0000	540.541	-53.62	Insects
2	Spectrogram 1	1	8760.719999750	8761.631999433	6529.730	7221.622	0.9120	691.892	-54.83	Insects
3	Spectrogram 1	1	8762.615999092	8763.407998817	6637.838	7200.000	0.7920	562.162	-58.84	Insects
4	Spectrogram 1	1	8765.903997950	8766.455997758	6529.730	7178.378	0.5520	648.649	-56.54	Insects
5	Spectrogram 1	1	8766.791997642	8767.463997408	6529.730	7178.378	0.6720	648.649	-54.79	Insects
6	Spectrogram 1	1	8767.991997225	8768.723996971	6594.595	7200.000	0.7320	605.405	-52.84	Insects
7	Spectrogram 1	1	8769.203996804	8770.043996513	6572.973	7200.000	0.8400	627.027	-52.18	Insects
8	Spectrogram 1	1	8770.583996325	8771.279996083	6529.730	7221.622	0.6960	691.892	-52.81	Insects
9	Spectrogram 1	1	8771.817654427	8773.005654015	6508.108	7178.378	1.1880	670.270	-52.41	Insects
10	Spectrogram 1	1	8773.773653748	8774.649653444	6616.216	7200.000	0.8760	583.784	-51.61	Insects
11	Spectrogram 1	1	8775.405653181	8776.281652877	6616.216	7178.378	0.8760	562.162	-52.05	Insects
12	Spectrogram 1	1	8777.097652594	8778.057652260	6529.730	7156.757	0.9600	627.027	-52.54	Insects
13	Spectrogram 1	1	8778.801652002	8779.701651690	6529.730	7113.514	0.9000	583.784	-51.71	Insects
14	Spectrogram 1	1	8780.553651394	8781.549651048	6594.595	7221.622	0.9960	627.027	-52.66	Insects
15	Spectrogram 1	1	8782.485650723	8783.229650465	6551.351	7135.135	0.7440	583.784	-52.28	Insects
16	Spectrogram 1	1	8784.096284291	8784.972283987	6572.973	7070.270	0.8760	497.297	-51.43	Insects
17	Spectrogram 1	1	8785.824283691	8786.700283387	6594.595	7178.378	0.8760	583.784	-51.92	Insects
18	Spectrogram 1	1	8787.564283087	8788.620282720	6486.486	7394.595	1.0560	908.108	-53.01	Insects
19	Spectrogram 1	1	8789.412282445	8790.312282133	6508.108	7200.000	0.9000	691.892	-52.19	Insects
20	Spectrogram 1	1	8790.996281895	8791.884281587	6464.865	7243.243	0.8880	778.378	-52.97	Insects
21	Spectrogram 1	1	8792.752671515	8793.784671156	6443.243	7243.243	1.0320	800.000	-53.14	Insects
22	Spectrogram 1	1	8794.624670865	8795.644670510	6529.730	7286.486	1.0200	756.757	-52.65	Insects
23	Spectrogram 1	1	8796.304670281	8797.408669898	6529.730	7243.243	1.1040	713.514	-53.52	Insects
24	Spectrogram 1	1	8797.996669694	8798.884669385	6508.108	7329.730	0.8880	821.622	-52.95	Insects
25	Spectrogram 1	1	8799.712669098	8800.660668769	6529.730	7243.243	0.9480	713.514	-52.97	Insects
26	Spectrogram 1	1	8801.440668498	8802.436668152	6572.973	7178.378	0.9960	605.405	-53.06	Insects
27	Spectrogram 1	1	8803.454911703	8804.174911453	6541.738	7114.140	0.7200	572.402	-52.13	Insects
28	Spectrogram 1	1	8805.686910928	8806.586910616	6541.738	7236.797	0.9000	695.060	-53.88	Insects
29	Spectrogram 1	1	8807.786910199	8808.734909870	6500.852	7236.797	0.9480	735.945	-55.05	Insects
30	Spectrogram 1	1	8814.062908020	8814.854907745	6521.295	7216.354	0.7920	695.060	-53.58	Insects
31	Spectrogram 1	1	8815.881346414	8816.673346139	6541.738	7073.254	0.7920	531.516	-53.15	Insects
32	Spectrogram 1	1	8817.705345780	8818.641345455	6582.624	7298.126	0.9360	715.503	-53.99	Insects
33	Spectrogram 1	1	8760.000000000	8819.999979167	5335.605	5867.121	60.0000	531.516	-58.76	Amphibians
34	Spectrogram 1	1	8760.021213196	8761.149755227	7155.026	7931.857	1.1285	776.831	-57.95	Insects
35	Spectrogram 1	1	8761.620688180	8762.681347983	6991.482	7890.971	1.0607	899.489	-60.35	Insects
36	Spectrogram 1	1	8763.232891081	8764.051720449	7155.026	7768.313	0.8188	613.288	-56.86	Insects
37	Spectrogram 1	1	8764.501652514	8819.999979167	7114.140	7850.085	55.4983	735.945	-60.14	Insects
38	Spectrogram 1	1	8774.944937306	8775.445568733	1137.255	2196.078	0.5006	1058.824	-63.70	Birds
39	Spectrogram 1	1	8780.850605606	8781.071222845	2196.078	2901.961	0.2206	705.882	-63.54	Birds
40	Spectrogram 1	1	8788.316160095	8788.494350942	392.157	784.314	0.1782	392.157	-60.31	Birds
41	Spectrogram 1	1	8774.304603285	8779.361829228	4399.345	5067.103	5.0572	667.758	-65.36	Amphibians
42	Spectrogram 1	1	8808.495793043	8808.681792978	16480.583	21999.405	0.1860	5518.822	-67.41	Possible bats
43	Spectrogram 1	1	8811.519201458	8811.675201404	15694.986	21410.207	0.1560	5715.221	-60.48	Possible bats
44	Spectrogram 1	1	8815.142504234	8815.292504182	16303.824	20212.171	0.1500	3908.347	-66.74	Possible bats
