Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	720.000000000	779.999979167	6633.166	8402.010	60.0000	1768.844	-45.33	Insects
2	Spectrogram 1	1	720.000000000	779.999979167	5386.935	6030.151	60.0000	643.216	-59.65	Insects
3	Spectrogram 1	1	722.630436313	722.842568273	1608.040	4341.709	0.2121	2733.668	-65.50	Birds
4	Spectrogram 1	1	726.389414656	726.601546617	1507.538	4281.407	0.2121	2773.869	-64.38	Birds
5	Spectrogram 1	1	729.897354830	730.084030955	1467.337	4281.407	0.1867	2814.070	-64.88	Birds
6	Spectrogram 1	1	733.927862083	734.148479322	1628.141	4502.513	0.2206	2874.372	-63.80	Birds
7	Spectrogram 1	1	731.238028822	731.475616618	1829.146	4060.302	0.2376	2231.156	-74.18	Birds
8	Spectrogram 1	1	737.326883464	739.057880264	1929.648	4080.402	1.7310	2150.754	-69.42	Birds
9	Spectrogram 1	1	740.839788733	742.426535799	1728.643	3417.085	1.5867	1688.442	-69.08	Birds
10	Spectrogram 1	1	742.969593619	744.021768144	1628.141	4462.312	1.0522	2834.171	-65.28	Birds
11	Spectrogram 1	1	755.816250073	755.926558693	1929.648	2874.372	0.1103	944.724	-70.78	Birds
12	Spectrogram 1	1	757.903628566	758.175157476	1507.538	4562.814	0.2715	3055.276	-62.32	Birds
13	Spectrogram 1	1	759.201876166	759.821301491	1889.447	2452.261	0.6194	562.814	-68.58	Birds
14	Spectrogram 1	1	760.321932918	760.678314612	1487.437	4542.714	0.3564	3055.276	-62.90	Birds
15	Spectrogram 1	1	763.449425390	763.678527907	1487.437	4723.618	0.2291	3236.181	-61.59	Birds
16	Spectrogram 1	1	766.682316471	767.013242330	1487.437	4542.714	0.3309	3055.276	-60.93	Birds
17	Spectrogram 1	1	775.050583867	775.160892487	1587.940	3658.291	0.1103	2070.352	-66.29	Birds
18	Spectrogram 1	1	776.569448706	776.662786769	1587.940	2592.965	0.0933	1005.025	-68.50	Birds
19	Spectrogram 1	1	720.152735012	721.484923725	236.453	630.542	1.3322	394.089	-67.16	Domestic mammals
20	Spectrogram 1	1	727.738573926	729.019850969	137.931	551.724	1.2813	413.793	-63.61	Domestic mammals
