Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	960.671999767	961.727999400	4784.314	5215.686	1.0560	431.373	-72.31	
2	Spectrogram 1	1	960.059396949	1019.999979167	6235.294	8176.471	59.9406	1941.176	-55.93	Insects
3	Spectrogram 1	1	963.359998833	964.271998517	4921.569	5294.118	0.9120	372.549	-72.55	Amphibians
4	Spectrogram 1	1	965.711998017	966.815997633	4843.137	5274.510	1.1040	431.373	-73.47	Amphibians
5	Spectrogram 1	1	985.247991233	986.255990883	4960.784	5392.157	1.0080	431.373	-72.10	Amphibians
6	Spectrogram 1	1	986.783990700	987.647990400	4882.353	5411.765	0.8640	529.412	-71.43	Amphibians
7	Spectrogram 1	1	988.319990167	1002.047985400	4882.353	5431.373	13.7280	549.020	-74.01	Amphibians
8	Spectrogram 1	1	1002.815985133	1003.823984783	4843.137	5333.333	1.0080	490.196	-72.07	Amphibians
9	Spectrogram 1	1	1004.687984483	1007.951983350	4862.745	5411.765	3.2640	549.020	-73.94	Amphibians
10	Spectrogram 1	1	1008.575983133	1010.447982483	4882.353	5372.549	1.8720	490.196	-72.67	Amphibians
11	Spectrogram 1	1	1010.831982350	1011.743982033	4901.961	5254.902	0.9120	352.941	-71.46	Amphibians
12	Spectrogram 1	1	1012.607981733	1013.711981350	4862.745	5333.333	1.1040	470.588	-72.40	Amphibians
13	Spectrogram 1	1	1014.575981050	1016.255980467	4843.137	5411.765	1.6800	568.627	-73.12	Amphibians
14	Spectrogram 1	1	980.343916805	980.564534044	1254.902	1784.314	0.2206	529.412	-74.50	Birds
15	Spectrogram 1	1	988.747696481	988.985284277	2176.471	3235.294	0.2376	1058.824	-76.78	Birfs
16	Spectrogram 1	1	989.275822364	989.920703525	4173.010	4671.280	0.6449	498.270	-74.96	Birds
17	Spectrogram 1	1	993.150928812	993.303663824	1515.571	1806.228	0.1527	290.657	-75.65	Birds
18	Spectrogram 1	1	992.523018209	992.760606005	1474.048	1764.706	0.2376	290.657	-74.18	Amphibians
19	Spectrogram 1	1	997.145726456	997.637872605	1266.436	2262.976	0.4921	996.540	-75.65	Birds
20	Spectrogram 1	1	1002.898745230	1003.034509685	1245.675	2740.484	0.1358	1494.810	-71.67	Birds
21	Spectrogram 1	1	1017.429305406	1019.397890002	4173.010	4588.235	1.9686	415.225	-76.29	BIrds
22	Spectrogram 1	1	960.475175592	960.916410070	4276.817	4546.713	0.4412	269.896	-74.27	Birds
23	Spectrogram 1	1	995.535013285	995.704718854	1743.945	2491.349	0.1697	747.405	-73.09	Birds
