Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	9540.000000000	9599.999979167	5989.813	6539.898	60.0000	550.085	-51.92	Insects
2	Spectrogram 1	1	9540.431999850	9540.671999767	8190.153	9208.829	0.2400	1018.676	-68.25	Birds
4	Spectrogram 1	1	9540.000000000	9599.999979167	4156.197	5276.740	60.0000	1120.543	-57.87	Insects
5	Spectrogram 1	1	9541.487999483	9542.159999250	8111.293	9250.409	0.6720	1139.116	-68.03	Birds
6	Spectrogram 1	1	9542.975998967	9543.359998833	8170.213	9328.969	0.3840	1158.756	-69.55	Birds
7	Spectrogram 1	1	9544.223998533	9544.703998367	8130.933	9309.329	0.4800	1178.396	-70.29	
8	Spectrogram 1	1	9545.423998117	9546.191997850	8209.493	9270.049	0.7680	1060.556	-71.61	Birds
9	Spectrogram 1	1	9546.719997667	9547.343997450	8189.853	9289.689	0.6240	1099.836	-71.78	Birds
10	Spectrogram 1	1	9547.871997267	9548.639997000	7954.173	9309.329	0.7680	1355.155	-72.17	Birds
11	Spectrogram 1	1	9549.311996767	9549.935996550	7954.173	9309.329	0.6240	1355.155	-71.46	Birds
12	Spectrogram 1	1	9550.703996283	9551.327996067	8052.373	9289.689	0.6240	1237.316	-71.20	Birds
13	Spectrogram 1	1	9552.095995800	9552.431995683	7954.173	9387.889	0.3360	1433.715	-70.13	Birds
14	Spectrogram 1	1	9553.439995333	9553.823995200	8130.933	9250.409	0.3840	1119.476	-69.51	Birds
15	Spectrogram 1	1	9554.783994867	9555.167994733	8170.213	9348.609	0.3840	1178.396	-69.13	Birds
16	Spectrogram 1	1	9556.271994350	9556.559994250	8150.573	9328.969	0.2880	1178.396	-68.91	Birds
17	Spectrogram 1	1	9557.519993917	9557.951993767	8170.213	9348.609	0.4320	1178.396	-70.32	Birds
18	Spectrogram 1	1	9559.007993400	9559.631993183	8091.653	9309.329	0.6240	1217.676	-70.86	Birds
19	Spectrogram 1	1	9560.351992933	9560.639992833	7993.453	9250.409	0.2880	1256.956	-68.97	Birds
20	Spectrogram 1	1	9561.695992467	9562.079992333	8013.093	9230.769	0.3840	1217.676	-69.29	Birds
21	Spectrogram 1	1	9562.991992017	9563.423991867	8091.653	9270.049	0.4320	1178.396	-69.95	Birds
22	Spectrogram 1	1	9564.239991583	9564.767991400	7993.453	9289.689	0.5280	1296.236	-71.34	Birds
23	Spectrogram 1	1	9565.487991150	9565.967990983	8111.293	9230.769	0.4800	1119.476	-69.28	Birds
24	Spectrogram 1	1	9566.591990767	9567.071990600	8170.213	9289.689	0.4800	1119.476	-70.72	Birds
25	Spectrogram 1	1	9567.839990333	9568.367990150	8209.493	9486.088	0.5280	1276.596	-71.11	Birds
26	Spectrogram 1	1	9569.279989833	9569.567989733	8032.733	9427.169	0.2880	1394.435	-69.61	Birds
27	Spectrogram 1	1	9570.335989467	9570.959989250	8288.052	9427.169	0.6240	1139.116	-71.41	Birds
28	Spectrogram 1	1	9571.679989000	9572.303988783	8189.853	9309.329	0.6240	1119.476	-70.95	Birds
29	Spectrogram 1	1	9573.023988533	9573.359988417	8268.412	9446.809	0.3360	1178.396	-69.78	Birds
30	Spectrogram 1	1	9574.223988117	9574.607987983	8248.773	9387.889	0.3840	1139.116	-69.67	Birds
31	Spectrogram 1	1	9575.423987700	9575.855987550	8288.052	9466.448	0.4320	1178.396	-69.64	Birds
32	Spectrogram 1	1	9576.479987333	9576.863987200	8189.853	9387.889	0.3840	1198.036	-69.64	Birds
33	Spectrogram 1	1	9577.727986900	9578.207986733	8189.853	9387.889	0.4800	1198.036	-70.05	Birds
34	Spectrogram 1	1	9578.687986567	9579.311986350	8268.412	9368.249	0.6240	1099.836	-71.17	Birds
35	Spectrogram 1	1	9580.031986100	9580.511985933	8072.013	9230.769	0.4800	1158.756	-70.05	Birds
36	Spectrogram 1	1	9581.279985667	9581.615985550	8346.972	9446.809	0.3360	1099.836	-69.75	Birds
37	Spectrogram 1	1	9582.623985200	9583.295984967	8327.332	9348.609	0.6720	1021.277	-71.43	Birds
38	Spectrogram 1	1	9583.823984783	9584.351984600	8130.933	9348.609	0.5280	1217.676	-70.34	Birds
39	Spectrogram 1	1	9585.263984283	9585.599984167	8150.573	9427.169	0.3360	1276.596	-69.23	Birds
40	Spectrogram 1	1	9586.271983933	9586.895983717	8013.093	9328.969	0.6240	1315.876	-70.91	Birds
41	Spectrogram 1	1	9587.615983467	9587.999983333	8209.493	9427.169	0.3840	1217.676	-69.20	Birds
42	Spectrogram 1	1	9588.863983033	9589.487982817	8229.133	9368.249	0.6240	1139.116	-70.50	Birds
43	Spectrogram 1	1	9589.967982650	9590.639982417	8248.773	9250.409	0.6720	1001.637	-70.55	Birds
44	Spectrogram 1	1	9591.551982100	9591.887981983	8229.133	9309.329	0.3360	1080.196	-68.29	Birds
45	Spectrogram 1	1	9592.895981633	9593.327981483	8170.213	9368.249	0.4320	1198.036	-69.35	Birds
46	Spectrogram 1	1	9594.191981183	9594.575981050	8052.373	9289.689	0.3840	1237.316	-69.52	Birds
47	Spectrogram 1	1	9595.391980767	9595.919980583	8268.412	9250.409	0.5280	981.997	-69.77	Birds
48	Spectrogram 1	1	9596.543980367	9596.975980217	8189.853	9328.969	0.4320	1139.116	-69.93	Birds
49	Spectrogram 1	1	9597.887979900	9598.319979750	8091.653	9407.529	0.4320	1315.876	-69.44	Birds
50	Spectrogram 1	1	9598.895979550	9599.567979317	8032.733	9309.329	0.6720	1276.596	-69.63	Birds
51	Spectrogram 1	1	9540.000000000	9599.855979217	5459.902	5793.781	59.8560	333.879	-64.91	Amphibians
52	Spectrogram 1	1	9540.025455835	9540.322440580	736.498	1011.457	0.2970	274.959	-65.31	Birds
53	Spectrogram 1	1	9541.501894282	9541.849790697	716.858	1414.075	0.3479	697.218	-70.69	Birds
54	Spectrogram 1	1	9542.562554085	9542.927421058	765.957	981.997	0.3649	216.039	-62.26	Birds
55	Spectrogram 1	1	9543.818375293	9544.632962022	795.417	1031.097	0.8146	235.679	-63.72	Birds
56	Spectrogram 1	1	9544.912976210	9545.422092915	756.137	1070.376	0.5091	314.239	-64.94	Birds
57	Spectrogram 1	1	9547.416133346	9548.247690632	795.417	1090.016	0.8316	294.599	-65.90	Birds
58	Spectrogram 1	1	9550.597564029	9550.962431001	763.814	986.015	0.3649	222.200	-69.89	Birds
59	Spectrogram 1	1	9551.649738554	9552.438869448	791.589	999.902	0.7891	208.313	-66.14	Birds
60	Spectrogram 1	1	9555.349319948	9558.056123767	763.814	1083.227	2.7068	319.413	-69.15	Birds
61	Spectrogram 1	1	9559.264206030	9559.696955230	749.927	999.902	0.4327	249.976	-64.09	Birds
62	Spectrogram 1	1	9560.706703363	9562.055862633	708.264	1027.677	1.3492	319.413	-66.79	Birds
63	Spectrogram 1	1	9563.158948828	9563.608668585	736.039	1027.677	0.4497	291.638	-67.89	Birds
64	Spectrogram 1	1	9566.512285639	9568.820281371	708.264	1027.677	2.3080	319.413	-69.96	Birds
65	Spectrogram 1	1	9570.237322869	9570.788865966	805.477	1041.565	0.5515	236.088	-67.31	Birds
66	Spectrogram 1	1	9573.805239053	9575.952014495	666.601	1027.677	2.1468	361.076	-69.00	Birds
67	Spectrogram 1	1	9576.622351491	9577.844231585	736.039	1124.890	1.2219	388.851	-68.47	Birds
68	Spectrogram 1	1	9578.879435553	9584.369410696	708.264	1124.890	5.4900	416.626	-69.57	Birds
69	Spectrogram 1	1	9586.643958929	9587.178531470	805.477	1013.790	0.5346	208.313	-66.71	Birds
70	Spectrogram 1	1	9589.079233838	9590.716892574	694.377	1097.115	1.6377	402.738	-67.74	Birds
71	Spectrogram 1	1	9592.100254930	9594.934337924	722.152	1055.452	2.8341	333.301	-67.26	Birds
72	Spectrogram 1	1	9597.081113367	9599.966108032	680.489	1055.452	2.8850	374.963	-70.13	Birds
73	Spectrogram 1	1	9540.000000000	9599.999979167	263.863	513.839	60.0000	249.976	-69.16	Domestic mammals
74	Spectrogram 1	1	9593.383748006	9594.045599723	2249.780	3069.144	0.6619	819.364	-66.59	Amphibians
