Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	33780.719999750	33820.223986033	2327.273	2812.121	39.5040	484.848	-69.54	Amphibians
2	Spectrogram 1	1	33780.000000000	33839.855979217	5624.242	6690.909	59.8560	1066.667	-50.59	Insects
3	Spectrogram 1	1	33780.239999917	33819.791986183	3733.333	5236.364	39.5520	1503.030	-64.22	Amphibians
4	Spectrogram 1	1	33820.367985983	33839.711979267	3733.333	4460.606	19.3440	727.273	-65.73	Amphibans
5	Spectrogram 1	1	33826.703983783	33839.951979183	4363.636	5381.818	13.2480	1018.182	-65.56	Amphibains
6	Spectrogram 1	1	33780.339411137	33780.899439513	6884.848	7660.606	0.5600	775.758	-66.65	Birds
7	Spectrogram 1	1	33781.272791764	33781.798879027	7030.303	8096.970	0.5261	1066.667	-66.46	Birds
8	Spectrogram 1	1	33783.224405803	33784.378403669	7127.273	7709.091	1.1540	581.818	-65.52	Birds
9	Spectrogram 1	1	33785.481489864	33787.110663323	6933.333	7709.091	1.6292	775.758	-67.66	Birds
10	Spectrogram 1	1	33788.570131212	33791.081773627	6933.333	7854.545	2.5116	921.212	-67.40	Birds
11	Spectrogram 1	1	33792.032124811	33792.456388732	7224.242	7806.061	0.4243	581.818	-67.71	Birds
12	Spectrogram 1	1	33794.458914441	33795.358353955	6981.818	7903.030	0.8994	921.212	-66.20	Birds
13	Spectrogram 1	1	33798.827961747	33800.932310797	6815.416	8032.454	2.1043	1217.039	-65.29	Birds
14	Spectrogram 1	1	33802.833013165	33803.460923768	7010.142	7983.773	0.6279	973.631	-67.24	Birds
15	Spectrogram 1	1	33805.242832238	33806.091360081	7058.824	7691.684	0.8485	632.860	-65.00	Birds
16	Spectrogram 1	1	33806.990799594	33807.958121335	6961.460	8032.454	0.9673	1070.994	-68.75	Birds
17	Spectrogram 1	1	33810.283087624	33811.708614400	6766.734	7740.365	1.4255	973.631	-67.80	Birds
18	Spectrogram 1	1	33813.548229784	33815.143462129	6961.460	7886.410	1.5952	924.949	-67.58	Birds
19	Spectrogram 1	1	33817.179928952	33818.639396841	6766.734	7837.728	1.4595	1070.994	-66.80	Birds
20	Spectrogram 1	1	33822.322007679	33822.746271600	6912.779	7691.684	0.4243	778.905	-63.95	Birds
21	Spectrogram 1	1	33824.480622508	33824.955798100	6864.097	7691.684	0.4752	827.586	-66.16	Birds
22	Spectrogram 1	1	33825.940090398	33827.586234413	6864.097	8519.270	1.6461	1655.172	-68.65	Birds
23	Spectrogram 1	1	33829.266319541	33829.724524577	6864.097	7691.684	0.4582	827.586	-63.68	Birds
24	Spectrogram 1	1	33831.591285831	33832.354960889	6961.460	7691.684	0.7637	730.223	-66.77	Birds
25	Spectrogram 1	1	33836.869129013	33837.887362424	6864.097	7789.047	1.0182	924.949	-65.52	Birds
