Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	41820.000000000	41879.999979167	6351.515	6787.879	60.0000	436.364	-59.90	Insects
2	Spectrogram 1	1	41820.441234478	41820.984292298	5269.806	8038.688	0.5431	2768.881	-57.61	Birds
3	Spectrogram 1	1	41820.110308620	41820.271528910	4465.938	4912.531	0.1612	446.594	-64.72	Birds
4	Spectrogram 1	1	41820.000000000	41820.339411137	2560.471	3275.021	0.3394	714.550	-66.92	Birds
5	Spectrogram 1	1	41820.263043631	41820.593969490	3781.160	5299.579	0.3309	1518.419	-64.77	Birds
6	Spectrogram 1	1	41821.221880094	41821.739482078	3602.523	6698.906	0.5176	3096.383	-58.82	Birds
7	Spectrogram 1	1	41821.798879027	41822.307995732	5537.763	6192.767	0.5091	655.004	-58.85	Birds
8	Spectrogram 1	1	41821.086115639	41821.484923725	476.367	1190.917	0.3988	714.550	-66.98	Birds
9	Spectrogram 1	1	41821.858275976	41822.316481011	1845.921	2292.515	0.4582	446.594	-71.88	Birds
10	Spectrogram 1	1	41822.138290164	41822.435274909	6847.771	7383.683	0.2970	535.913	-64.59	Birds
11	Spectrogram 1	1	41822.554068807	41822.842568273	4168.208	5686.627	0.2885	1518.419	-62.82	Birds
12	Spectrogram 1	1	41823.207435246	41823.665640281	387.048	625.231	0.4582	238.183	-64.87	Birds
13	Spectrogram 1	1	41823.869286963	41824.285065606	2739.108	5835.492	0.4158	3096.383	-70.35	Birds
14	Spectrogram 1	1	41824.590535630	41825.023284829	3513.204	7205.046	0.4327	3691.842	-64.23	Birds
15	Spectrogram 1	1	41823.131067740	41823.360170257	4525.483	5597.308	0.2291	1071.825	-65.28	Birds
16	Spectrogram 1	1	41825.422092915	41826.296076594	952.733	1161.144	0.8740	208.410	-68.89	Birds
17	Spectrogram 1	1	41824.743270641	41825.065711221	2084.104	2381.833	0.3224	297.729	-68.29	Birds
