nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category,slope_cat
570,192261.10153804,243746.19650106,108484.092076935,Plantation,6-7 kHz,Medium
580,179872.287698783,252960.081706521,96946.8060432377,Plantation,6-7 kHz,Medium
590,144082.47631052,248600.730305499,58102.9637909519,Plantation,6-7 kHz,Medium
600,215508.923406889,193753.018694187,38216.944496367,Plantation,6-7 kHz,Medium
610,211146.155835033,256265.305955862,77003.1470941588,Plantation,6-7 kHz,Medium
620,201921.801810676,201968.909718011,23164.4146301258,Plantation,6-7 kHz,Medium
630,177140.82717852,156475.471864397,70268.9176523911,Plantation,6-7 kHz,Medium
640,162090.173928698,198790.435767699,77305.9529694824,Plantation,6-7 kHz,Medium
650,189170.92143685,154410.939606418,63289.811670105,Plantation,6-7 kHz,Medium
660,194086.046754559,203095.665328423,32463.604427062,Plantation,6-7 kHz,Medium
670,166874.165841988,173212.372744869,60377.9797720172,Plantation,6-7 kHz,Medium
680,112211.699509958,123142.624699463,42383.9677122774,Plantation,6-7 kHz,Medium
690,110655.264810359,107336.967584063,58094.5402100776,Plantation,6-7 kHz,Medium
700,83123.7053567232,136542.09343966,67652.263013909,Plantation,6-7 kHz,Medium
710,48610.4911998875,179565.258901912,31195.9523273892,Plantation,6-7 kHz,Medium
720,121746.295130645,175903.779970256,50513.7682333917,Plantation,6-7 kHz,Medium
730,90966.0387121067,165777.367239759,44352.5386890204,Plantation,6-7 kHz,Medium
740,60728.4882061836,170732.667743267,34091.809908529,Plantation,6-7 kHz,Medium
750,98449.991529957,206362.86693307,20344.4639804405,Plantation,6-7 kHz,Medium
760,102225.296607913,149151.940242172,67365.3426987728,Plantation,6-7 kHz,Medium
770,88051.6659189817,166249.13410223,43180.9019248312,Plantation,6-7 kHz,Medium
780,73910.193022408,139032.383940161,38507.723234935,Plantation,6-7 kHz,Medium
790,69624.016068302,82970.0115938284,77391.8210715958,Natural_Regeneration,6-7 kHz,Medium
800,76376.6470235047,112438.58726737,54578.4345108264,Plantation,6-7 kHz,Medium
810,79388.6417379922,120396.451486558,70861.7429434779,Plantation,6-7 kHz,Medium
820,100750.475592844,132720.667538061,72219.7776978693,Plantation,6-7 kHz,Medium
830,67928.4994747644,127925.242473987,97024.4169112069,Natural_Regeneration,6-7 kHz,Medium
840,50260.3297642427,126445.162478168,77152.9864920686,Natural_Regeneration,6-7 kHz,Medium
850,80696.6691032609,77479.8610573461,111099.369140905,Reference_Forest,6-7 kHz,Medium
860,59502.5321034396,95560.7897108269,80975.5735892298,Natural_Regeneration,6-7 kHz,Medium
870,53933.4601790016,103723.172294046,122310.308756678,Natural_Regeneration,6-7 kHz,Medium
880,67229.2108247639,110400.530675283,108236.6230323,Natural_Regeneration,6-7 kHz,Medium
890,72320.2543673621,132661.079175328,43258.0088081092,Plantation,6-7 kHz,Medium
900,67767.9063258908,97187.5630791464,61810.5856704617,Plantation,6-7 kHz,Medium
910,115945.270779617,56457.3797605116,71046.8587546239,Reference_Forest,6-7 kHz,Medium
920,116969.147695787,57603.1466259959,84567.1025797622,Reference_Forest,6-7 kHz,Medium
930,107287.119646731,97319.533236915,53853.9521161517,Plantation,6-7 kHz,Medium
940,124704.641962807,123582.201920972,57827.1559525533,Plantation,6-7 kHz,Medium
950,102302.124581319,101662.679986629,54722.5388253512,Plantation,6-7 kHz,Medium
960,155488.242715463,92674.1898306408,54807.393752488,Plantation,6-7 kHz,Medium
970,115434.147375857,60938.8499288707,75884.8849107174,Reference_Forest,6-7 kHz,Medium
980,135969.84131621,96692.0070078253,69210.6843878163,Plantation,6-7 kHz,Medium
990,143662.356113853,68361.0199706102,49231.1798138571,Plantation,6-7 kHz,Medium
1000,108440.138736075,64488.659922423,72470.4596118465,Reference_Forest,6-7 kHz,Medium
1010,108289.569543369,45893.4694488,47735.9657271004,Reference_Forest,6-7 kHz,Medium
1020,103372.171415982,72760.3087585006,51786.8342479495,Plantation,6-7 kHz,Medium
1030,98175.4167323676,144233.947320514,67082.031940266,Plantation,6-7 kHz,Medium
1040,90802.0804337059,152046.198226397,48611.8994094925,Plantation,6-7 kHz,Medium
1050,113813.892515669,162796.586779993,76709.6858068777,Plantation,6-7 kHz,Medium
1060,77657.3624179365,125419.658314239,66045.7926631226,Plantation,6-7 kHz,Medium
1070,51616.1661043468,152553.711127319,27861.7765647942,Plantation,6-7 kHz,Medium
1080,71440.158848806,192655.593378805,68743.9440985034,Plantation,6-7 kHz,Medium
1090,31651.7081103021,226140.459121617,89155.6445020512,Natural_Regeneration,6-7 kHz,Medium
1100,26076.453739797,35197.9550929586,58842.1848274463,Natural_Regeneration,6-7 kHz,Medium
1110,36253.7170362917,62560.2779500985,66999.2012573147,Natural_Regeneration,6-7 kHz,Medium
1120,35585.560700188,68305.3705804129,55707.5560623286,Natural_Regeneration,6-7 kHz,Medium
1130,53466.9094487895,63766.9060154474,52153.4049590552,Plantation,6-7 kHz,Medium
1140,44477.7914545915,55273.6722707049,56083.4477132727,Natural_Regeneration,6-7 kHz,Medium
1150,27027.1933833551,33410.7150107982,43355.9702705242,Natural_Regeneration,6-7 kHz,Medium
1160,16938.3873988304,29091.324552248,46196.0459493188,Natural_Regeneration,6-7 kHz,Medium
1170,26805.0178049194,32230.2263291171,31672.3023223439,Natural_Regeneration,6-7 kHz,Medium
1180,20101.4554563463,32559.3340584453,25687.5399402153,Natural_Regeneration,6-7 kHz,Medium
1190,24162.8262149602,21110.5171129909,27276.1535828425,Reference_Forest,6-7 kHz,Medium
1200,27539.5283177505,34711.6035644342,35144.2269974046,Natural_Regeneration,6-7 kHz,Medium
1210,34657.3415434638,38837.7753707684,29396.7860772343,Plantation,6-7 kHz,Medium
1220,46621.9324313123,49484.0112970753,42458.566920792,Plantation,6-7 kHz,Medium
1230,48717.5758325224,55860.5447289848,41034.1811644887,Plantation,6-7 kHz,Medium
1240,39279.175990425,36223.1394021656,44443.9600712366,Reference_Forest,6-7 kHz,Medium
1250,42259.1889868908,49806.0958207535,52028.8294334178,Natural_Regeneration,6-7 kHz,Medium
1260,23988.7326290892,37219.4255405203,30909.0587754729,Natural_Regeneration,6-7 kHz,Medium
1270,47260.1945338629,57280.273806994,38992.8438555229,Plantation,6-7 kHz,Medium
1280,53590.2287543708,53500.263477402,52068.7241153218,Plantation,6-7 kHz,Medium
1290,35750.7919732898,60752.1188288518,39732.9864399052,Natural_Regeneration,6-7 kHz,Medium
1300,33171.7062999458,65181.7812894443,45181.6114616278,Natural_Regeneration,6-7 kHz,Medium
1310,40236.8193970174,58700.163558605,25633.6907007632,Plantation,6-7 kHz,Medium
1320,43261.0843544934,63454.2761230212,31938.1420087588,Plantation,6-7 kHz,Medium
1330,28947.7745488106,58085.2281622527,44039.4946266275,Natural_Regeneration,6-7 kHz,Medium
1340,31745.9524579459,34518.0857128412,38311.8151581646,Natural_Regeneration,6-7 kHz,Medium
1350,29598.829895505,44476.507613505,41970.9165421564,Natural_Regeneration,6-7 kHz,Medium
1360,33978.5701154722,51491.8635541878,43654.5584173759,Natural_Regeneration,6-7 kHz,Medium
1370,40225.5912558728,31084.3201194929,57050.6350548553,Reference_Forest,6-7 kHz,Medium
1380,37672.0744076218,33301.2177278573,39651.1261093033,Reference_Forest,6-7 kHz,Medium
1390,26659.2448996274,57004.2968426414,35707.1602230242,Natural_Regeneration,6-7 kHz,Medium
1400,40434.2567743151,59660.2573743533,44395.4857251874,Natural_Regeneration,6-7 kHz,Medium
1410,29661.3055482038,44014.6166684665,44073.2199911766,Natural_Regeneration,6-7 kHz,Medium
1420,29375.1763449145,43668.8425510481,42994.496099428,Natural_Regeneration,6-7 kHz,Medium
1430,40802.5464131342,47738.9302955055,37628.9359106978,Plantation,6-7 kHz,Medium
1440,49376.9682027091,44549.8109464591,30254.9441880383,Plantation,6-7 kHz,Medium
0,71556.7149998684,319321.03052487,59377.596354767,Plantation,7-8 kHz,Medium
10,67727.2647991884,329545.611354192,46837.9799837939,Plantation,7-8 kHz,Medium
20,67266.5270019499,336605.521265773,44519.2672277104,Plantation,7-8 kHz,Medium
30,67349.3925042648,344646.270061838,38300.0994638613,Plantation,7-8 kHz,Medium
40,93762.8825363836,400542.379687081,53533.7322284978,Plantation,7-8 kHz,Medium
50,111837.337593648,361135.898691247,76177.7258512174,Plantation,7-8 kHz,Medium
60,118400.332287158,330789.720363259,51205.9360273129,Plantation,7-8 kHz,Medium
70,107518.488811577,366853.498665752,53726.3686667314,Plantation,7-8 kHz,Medium
80,89835.9939057338,315746.178182317,35679.3905784741,Plantation,7-8 kHz,Medium
90,79948.6878652623,318089.185122513,42165.8708417991,Plantation,7-8 kHz,Medium
100,87742.3470412924,343859.333775195,40488.9141852695,Plantation,7-8 kHz,Medium
110,88044.2217463574,384837.79351456,39646.6946410924,Plantation,7-8 kHz,Medium
120,107231.64122972,449624.708546724,43194.2335468868,Plantation,7-8 kHz,Medium
130,119221.171119545,430517.746121916,30929.7677793714,Plantation,7-8 kHz,Medium
140,113718.390568113,405577.568151013,33347.3483099606,Plantation,7-8 kHz,Medium
150,106184.359343421,379400.186124569,35886.445289878,Plantation,7-8 kHz,Medium
160,93976.142490964,365999.526891127,34382.0476687267,Plantation,7-8 kHz,Medium
170,100177.907780126,373956.551328173,32535.4452483107,Plantation,7-8 kHz,Medium
180,98251.2079254211,354305.801830889,36116.4944519329,Plantation,7-8 kHz,Medium
190,79629.8787093533,292574.886109925,42933.2245812493,Plantation,7-8 kHz,Medium
200,85482.9381532898,305157.57090954,45443.3531654423,Plantation,7-8 kHz,Medium
210,75691.8059255434,308769.826412578,36336.8281330906,Plantation,7-8 kHz,Medium
220,73043.1328043536,339945.713607715,42038.1001025652,Plantation,7-8 kHz,Medium
230,72272.3835359546,331910.142125039,39766.9318866465,Plantation,7-8 kHz,Medium
240,58415.9841619483,343310.413152879,28294.9785949223,Plantation,7-8 kHz,Medium
250,48321.1823486402,298790.92735605,43250.7711380025,Plantation,7-8 kHz,Medium
260,47691.949474672,324163.939806762,30846.1273117767,Plantation,7-8 kHz,Medium
270,39128.5234670996,311802.497966239,27414.4829755013,Plantation,7-8 kHz,Medium
280,49367.7927482771,283407.587662571,28273.4194572643,Plantation,7-8 kHz,Medium
290,27276.313472399,233686.254080878,51250.2984009233,Natural_Regeneration,7-8 kHz,Medium
300,101126.564217697,151709.695031959,76225.7947906887,Plantation,7-8 kHz,Medium
310,268061.13469709,232931.536749603,131926.008858338,Plantation,7-8 kHz,Medium
320,287145.649451151,533160.575449155,185401.949725932,Plantation,7-8 kHz,Medium
330,315812.48154625,263722.648635354,139821.791941433,Plantation,7-8 kHz,Medium
340,244364.747279812,259633.986107677,123126.386387811,Plantation,7-8 kHz,Medium
350,204845.66824234,227463.099072726,131952.06094152,Plantation,7-8 kHz,Medium
360,189730.314030705,194455.996973218,118740.507037117,Plantation,7-8 kHz,Medium
370,258367.653243696,173151.390068444,112412.756264605,Plantation,7-8 kHz,Medium
380,237757.43722455,138482.515505015,142932.040933145,Reference_Forest,7-8 kHz,Medium
390,191715.909551598,133325.478811451,100902.637815161,Plantation,7-8 kHz,Medium
400,237583.166560817,187581.337745826,98690.0560882006,Plantation,7-8 kHz,Medium
410,222776.249235356,172441.211841177,121080.272918767,Plantation,7-8 kHz,Medium
420,239713.278718495,137570.182357713,105801.588270516,Plantation,7-8 kHz,Medium
430,226761.687892318,76686.0706143817,110170.061220886,Reference_Forest,7-8 kHz,Medium
440,185531.070336984,79543.2874619745,114911.548273856,Reference_Forest,7-8 kHz,Medium
450,184775.612193648,81587.9669939206,70828.9324817644,Plantation,7-8 kHz,Medium
460,219055.257130837,62284.1288899175,84139.2754520687,Reference_Forest,7-8 kHz,Medium
470,150831.093359165,50498.3901057714,154128.07770853,Reference_Forest,7-8 kHz,Medium
480,152497.786095159,72623.0998844959,145097.748763082,Reference_Forest,7-8 kHz,Medium
490,163949.832671343,86626.8112770899,104182.869173319,Reference_Forest,7-8 kHz,Medium
500,209942.553987521,126862.110324565,79075.3632406364,Plantation,7-8 kHz,Medium
510,244959.488098945,146594.95596357,129274.251507009,Plantation,7-8 kHz,Medium
520,200984.685409888,74817.3209678786,138793.134815214,Reference_Forest,7-8 kHz,Medium
530,161724.038168199,85881.9690252724,113110.695809444,Reference_Forest,7-8 kHz,Medium
540,177177.023601719,83346.9303296507,65435.8316698758,Plantation,7-8 kHz,Medium
550,164236.148910092,35864.602038391,77771.5212999368,Reference_Forest,7-8 kHz,Medium
560,165579.093149977,87154.7731105704,81787.3752914773,Plantation,7-8 kHz,Medium
570,199450.27824656,137310.317114487,115512.792692437,Plantation,7-8 kHz,Medium
580,171528.161777509,143844.249544675,88660.5126697892,Plantation,7-8 kHz,Medium
590,134525.360542295,138940.794421716,68054.0920636823,Plantation,7-8 kHz,Medium
600,203785.361033789,103758.592310931,47094.8318902465,Plantation,7-8 kHz,Medium
610,213042.31760851,115686.504009302,98580.6264524112,Plantation,7-8 kHz,Medium
620,218220.609398085,90115.4937014156,43758.9832905958,Plantation,7-8 kHz,Medium
630,184952.725431829,62141.5703728474,50739.7552456988,Plantation,7-8 kHz,Medium
640,172979.971888057,88840.5059207162,75311.3788937006,Plantation,7-8 kHz,Medium
650,177204.213241692,79602.0172318531,63247.2769327138,Plantation,7-8 kHz,Medium
660,205412.17759954,99706.7856286161,45262.9069090943,Plantation,7-8 kHz,Medium
670,181026.229624876,64150.2933019219,48623.4470166151,Plantation,7-8 kHz,Medium
680,105239.955114054,78789.9445294842,49952.1886053537,Plantation,7-8 kHz,Medium
690,111677.444938376,69090.7877722904,57696.4878473498,Plantation,7-8 kHz,Medium
700,73549.2939460877,92947.8920945422,65713.2210529609,Plantation,7-8 kHz,Medium
710,45583.5664170513,95513.4210840256,43004.6144442387,Plantation,7-8 kHz,Medium
720,95184.6688029664,121095.403707583,52477.5550953842,Plantation,7-8 kHz,Medium
730,105458.985495406,130574.830200464,77229.7871004337,Plantation,7-8 kHz,Medium
740,81892.6427767457,119270.450989072,50938.4034977091,Plantation,7-8 kHz,Medium
750,101129.799597326,170590.274516932,53447.6093667458,Plantation,7-8 kHz,Medium
760,90790.1850571796,101731.264391966,53755.9166656022,Plantation,7-8 kHz,Medium
770,76405.2562704018,106367.450505991,36731.1785779434,Plantation,7-8 kHz,Medium
780,105451.385371857,131274.002677996,55099.8265388151,Plantation,7-8 kHz,Medium
790,95958.146961154,86852.10277185,46076.4389586548,Plantation,7-8 kHz,Medium
800,102289.300051987,106594.609183346,32664.4997844591,Plantation,7-8 kHz,Medium
810,108809.264373298,96472.0753189181,50408.4745680602,Plantation,7-8 kHz,Medium
820,117190.244849449,124992.322250998,57721.4771138226,Plantation,7-8 kHz,Medium
830,91496.3966952335,100387.140347757,63603.3110529735,Plantation,7-8 kHz,Medium
840,57769.4000877692,101693.307008947,59242.9702598138,Natural_Regeneration,7-8 kHz,Medium
850,80309.8183820253,66274.2860523287,84737.0277144253,Reference_Forest,7-8 kHz,Medium
860,48487.5062383039,84492.6893687465,57235.1828917633,Natural_Regeneration,7-8 kHz,Medium
870,26236.6436725915,67784.3133972935,95286.0674515489,Natural_Regeneration,7-8 kHz,Medium
880,82724.7226341116,101364.639548372,100781.719414933,Natural_Regeneration,7-8 kHz,Medium
890,80166.8832968834,137883.982652069,50841.3320879318,Plantation,7-8 kHz,Medium
900,87563.5002167928,72293.6798200713,69776.1000838173,Plantation,7-8 kHz,Medium
910,121993.322930217,45209.5257558503,76358.943672533,Reference_Forest,7-8 kHz,Medium
920,72416.7959174404,48101.0286810921,84205.4546538378,Reference_Forest,7-8 kHz,Medium
930,73873.0213222453,96924.3512652231,86169.5049713623,Natural_Regeneration,7-8 kHz,Medium
940,102659.45182954,107247.161109962,61914.5375075241,Plantation,7-8 kHz,Medium
950,70153.5237754347,86214.2950693298,65055.4496675173,Plantation,7-8 kHz,Medium
960,118422.389341151,56900.8397621067,66786.2596874288,Reference_Forest,7-8 kHz,Medium
970,85226.860630475,46319.5994813118,68481.9406862552,Reference_Forest,7-8 kHz,Medium
980,87097.281358395,70615.0513190494,87173.7723143214,Reference_Forest,7-8 kHz,Medium
990,63188.1449716612,76927.9713455727,62684.958285524,Plantation,7-8 kHz,Medium
1000,47286.6070834045,78262.9566683984,101296.162997735,Natural_Regeneration,7-8 kHz,Medium
1010,41891.2012138845,65255.1664924336,82381.8750995767,Natural_Regeneration,7-8 kHz,Medium
1020,24931.1951678359,75775.1975650557,93683.9127765444,Natural_Regeneration,7-8 kHz,Medium
1030,49156.9164944713,107178.483421371,71160.7637973943,Natural_Regeneration,7-8 kHz,Medium
1040,47554.6832187867,174029.035056114,58365.6886551136,Natural_Regeneration,7-8 kHz,Medium
1050,65111.5821779701,136453.195207285,53865.0550247493,Plantation,7-8 kHz,Medium
1060,77732.1005556676,138768.122295792,53875.3810249236,Plantation,7-8 kHz,Medium
1070,106184.172032466,158944.445536921,45581.0684473276,Plantation,7-8 kHz,Medium
1080,108775.623902053,196087.158635595,48608.0163678158,Plantation,7-8 kHz,Medium
1090,39666.1165178414,256815.288507193,52230.5144746623,Natural_Regeneration,7-8 kHz,Medium
1100,57043.4982081089,60877.9058547693,52456.9161115084,Plantation,7-8 kHz,Medium
1110,72868.7184421117,67869.6022652111,41368.8760766178,Plantation,7-8 kHz,Medium
1120,83547.1138709166,60978.1804922038,39811.5403897541,Plantation,7-8 kHz,Medium
1130,101419.284534499,37498.1183935009,69985.125165836,Reference_Forest,7-8 kHz,Medium
1140,86401.4117939845,39271.3395626331,68441.6162297069,Reference_Forest,7-8 kHz,Medium
1150,127471.055474147,51654.1431047482,89882.4554879418,Reference_Forest,7-8 kHz,Medium
1160,143667.132231497,50624.2592524886,116511.132816646,Reference_Forest,7-8 kHz,Medium
1170,99356.2454958814,48958.509146203,91105.295224614,Reference_Forest,7-8 kHz,Medium
1180,99948.1904176555,65591.1827394581,83892.0446604027,Reference_Forest,7-8 kHz,Medium
1190,103284.022769557,105016.663800665,99645.0412260551,Plantation,7-8 kHz,Medium
1200,102980.235509814,106609.709335986,86035.495273827,Plantation,7-8 kHz,Medium
1210,113590.135739586,108320.944410882,94225.1206702227,Plantation,7-8 kHz,Medium
1220,81761.8632622848,132916.061176106,69357.8240415968,Plantation,7-8 kHz,Medium
1230,74346.5742922901,177114.895845933,66279.8535218869,Plantation,7-8 kHz,Medium
1240,83188.4979142576,199681.894473835,75947.5312929977,Plantation,7-8 kHz,Medium
1250,100448.081667566,195765.213046654,89859.390400417,Plantation,7-8 kHz,Medium
1260,85411.2963502548,222046.39609667,86017.8602337414,Natural_Regeneration,7-8 kHz,Medium
1270,94814.6690895773,181844.658538368,95029.7882858506,Natural_Regeneration,7-8 kHz,Medium
1280,83904.1344074076,163047.885081183,111403.529369454,Natural_Regeneration,7-8 kHz,Medium
1290,90933.4493707059,171238.006008089,98400.8725439788,Natural_Regeneration,7-8 kHz,Medium
1300,36596.7758112926,257231.249321714,46988.7152425429,Natural_Regeneration,7-8 kHz,Medium
1310,45850.5434689943,279576.248760796,48661.3018107833,Natural_Regeneration,7-8 kHz,Medium
1320,49135.0150038003,268979.873945226,45527.9624380017,Plantation,7-8 kHz,Medium
1330,30096.8062314391,245871.507033289,57879.1487835407,Natural_Regeneration,7-8 kHz,Medium
1340,58354.1000698075,293785.802068427,52768.8328528767,Plantation,7-8 kHz,Medium
1350,55748.5470110431,236272.126497759,61821.2207390683,Natural_Regeneration,7-8 kHz,Medium
1360,56186.2805997499,278495.970400891,61663.9053068617,Natural_Regeneration,7-8 kHz,Medium
1370,41473.0670888645,281639.95763605,33902.6757648005,Plantation,7-8 kHz,Medium
1380,34074.3704755152,313475.474166417,48470.8499678584,Natural_Regeneration,7-8 kHz,Medium
1390,49930.590747352,261110.337138727,51086.5724586296,Natural_Regeneration,7-8 kHz,Medium
1400,46223.6108345952,325542.785281878,34527.8706804592,Plantation,7-8 kHz,Medium
1410,42775.5830188198,245131.80486422,68052.1096588745,Natural_Regeneration,7-8 kHz,Medium
1420,48494.509429548,267954.852672121,45670.2911270096,Plantation,7-8 kHz,Medium
1430,50258.1620565011,336127.35492936,41703.0649975178,Plantation,7-8 kHz,Medium
1440,65520.0508348294,331737.077590873,31190.1612800012,Plantation,7-8 kHz,Medium
0,31349.7416897258,116217.545676418,70120.482098698,Natural_Regeneration,8-9 kHz,Medium
10,47087.3875517371,127293.741663168,57552.8038973745,Natural_Regeneration,8-9 kHz,Medium
20,66033.2824769977,154804.096254345,57714.5248335823,Plantation,8-9 kHz,Medium
30,55905.8224574845,135169.729719488,72212.5281969137,Natural_Regeneration,8-9 kHz,Medium
40,39949.3548243719,130761.424322891,49606.7536326313,Natural_Regeneration,8-9 kHz,Medium
50,35291.157376043,128168.623163883,40474.5398810041,Natural_Regeneration,8-9 kHz,Medium
60,47751.9906286538,135681.324158988,33267.1370012084,Plantation,8-9 kHz,Medium
70,69746.4239547666,192792.824979389,22178.0784261233,Plantation,8-9 kHz,Medium
80,82718.246837834,166916.64583595,33467.4043069759,Plantation,8-9 kHz,Medium
90,61811.3214711633,153963.314145868,62838.4647495422,Natural_Regeneration,8-9 kHz,Medium
100,71768.2285833213,173610.402273624,56148.7649226195,Plantation,8-9 kHz,Medium
110,85039.5612809013,184842.269779272,69139.5085320536,Plantation,8-9 kHz,Medium
120,62305.1455587142,189603.364957322,30036.0104941247,Plantation,8-9 kHz,Medium
130,66762.6042927846,201433.705114489,18342.8645213221,Plantation,8-9 kHz,Medium
140,71106.1633086264,182085.36107982,24390.8745704383,Plantation,8-9 kHz,Medium
150,52195.6908043544,159566.551716941,36047.1601334156,Plantation,8-9 kHz,Medium
160,64704.866295607,144357.206371182,34991.3962191566,Plantation,8-9 kHz,Medium
170,89802.8806335887,166614.60783781,46833.151615568,Plantation,8-9 kHz,Medium
180,77452.4942825678,167027.538342219,39710.8757132749,Plantation,8-9 kHz,Medium
190,76729.0368831882,168811.22585575,47053.7488184051,Plantation,8-9 kHz,Medium
200,72973.1371769527,166389.25377513,35819.5504894028,Plantation,8-9 kHz,Medium
210,63409.0313356022,142945.176914208,40704.0052801738,Plantation,8-9 kHz,Medium
220,44276.6253211229,147107.679886829,38538.6477793504,Plantation,8-9 kHz,Medium
230,63018.5231001032,159541.174285942,45479.1275942755,Plantation,8-9 kHz,Medium
240,71598.2532277807,181722.745857145,52311.3175881108,Plantation,8-9 kHz,Medium
250,64769.2033028061,155463.425774277,43323.2242048583,Plantation,8-9 kHz,Medium
260,63126.0085325077,165318.709235148,49274.4996700635,Plantation,8-9 kHz,Medium
270,62056.8330626948,170238.079356954,51188.2512696459,Plantation,8-9 kHz,Medium
280,56012.69319623,145638.092325443,37284.7149116724,Plantation,8-9 kHz,Medium
290,49369.7956602089,141728.23801844,37592.5486031121,Plantation,8-9 kHz,Medium
300,90910.2776575877,143054.401542696,29251.0859503759,Plantation,8-9 kHz,Medium
310,189753.389604741,234497.278357615,128176.17560011,Plantation,8-9 kHz,Medium
320,173040.661132835,501289.804871336,143738.774216021,Plantation,8-9 kHz,Medium
330,181486.188515715,120226.458266426,93264.1283249209,Plantation,8-9 kHz,Medium
340,194495.480480073,127359.468256528,92583.5939881506,Plantation,8-9 kHz,Medium
350,135774.261582548,100499.255906784,100550.474919426,Reference_Forest,8-9 kHz,Medium
360,151251.420430535,124111.455812718,94900.667024508,Plantation,8-9 kHz,Medium
370,188829.165880731,107196.682618324,82647.6172432768,Plantation,8-9 kHz,Medium
380,208406.113771878,129143.377376653,121075.616281336,Plantation,8-9 kHz,Medium
390,161661.266676221,128122.379443787,109044.0936193,Plantation,8-9 kHz,Medium
400,202977.132044784,173861.302894915,93352.3652489121,Plantation,8-9 kHz,Medium
410,219140.698860703,197422.343052962,99645.8695902354,Plantation,8-9 kHz,Medium
420,273587.110283753,169768.079227502,109620.587811786,Plantation,8-9 kHz,Medium
430,229327.257626314,126464.526319014,89798.217349222,Plantation,8-9 kHz,Medium
440,218698.970593342,124039.913995221,107770.860637251,Plantation,8-9 kHz,Medium
450,218002.310236336,150274.317863398,90497.5189344455,Plantation,8-9 kHz,Medium
460,214321.414073708,75185.0230577312,83132.2366821428,Reference_Forest,8-9 kHz,Medium
470,165236.792792113,59356.3717791505,129550.741869333,Reference_Forest,8-9 kHz,Medium
480,182130.130356238,100754.806415952,107549.64408347,Reference_Forest,8-9 kHz,Medium
490,151664.15227418,63800.2906274963,89624.0998686775,Reference_Forest,8-9 kHz,Medium
500,201144.034958904,115190.851594867,96950.7890752194,Plantation,8-9 kHz,Medium
510,199388.973482968,161205.414171927,84921.2084711496,Plantation,8-9 kHz,Medium
520,231923.16863876,112456.282227074,113329.851546247,Reference_Forest,8-9 kHz,Medium
530,159562.714278018,97334.8088475928,90175.6898974235,Plantation,8-9 kHz,Medium
540,154335.999363317,62885.0371776212,59021.4604640159,Plantation,8-9 kHz,Medium
550,168627.827155509,45986.0832861251,69043.0657940672,Reference_Forest,8-9 kHz,Medium
560,133819.612169628,89973.330724705,73333.6201500141,Plantation,8-9 kHz,Medium
570,186127.126757468,119951.598501925,66656.5974983436,Plantation,8-9 kHz,Medium
580,171911.428206679,119814.829112072,74246.1357735913,Plantation,8-9 kHz,Medium
590,144612.139627993,151611.002407369,74490.9546778047,Plantation,8-9 kHz,Medium
600,182292.942402555,91773.5158114701,50436.7990596738,Plantation,8-9 kHz,Medium
610,184766.296749221,97968.4568704666,89959.2229940481,Plantation,8-9 kHz,Medium
620,212745.328054784,53595.6570176104,53833.2704436542,Reference_Forest,8-9 kHz,Medium
630,172225.988605595,45843.7664389471,52454.7777943049,Reference_Forest,8-9 kHz,Medium
640,163344.056870147,32085.9182011964,64088.6471699336,Reference_Forest,8-9 kHz,Medium
650,136702.321232478,53515.9829322172,47224.8724222231,Plantation,8-9 kHz,Medium
660,178806.810532778,52076.4526784461,34754.0368289798,Plantation,8-9 kHz,Medium
670,140027.091853382,35888.6238104234,44021.2398991512,Reference_Forest,8-9 kHz,Medium
680,62628.2642500942,59895.0630914155,54055.526748131,Plantation,8-9 kHz,Medium
690,71989.388583396,48524.3509986571,57357.2526450817,Reference_Forest,8-9 kHz,Medium
700,53602.0585139631,46186.8852674829,64852.4186324468,Reference_Forest,8-9 kHz,Medium
710,42173.1038336092,44346.1498888408,60168.6354800917,Natural_Regeneration,8-9 kHz,Medium
720,44253.717194301,37584.8156052868,37555.6612534513,Plantation,8-9 kHz,Medium
730,76124.7509895684,59000.6452776374,40885.6623775825,Plantation,8-9 kHz,Medium
740,60445.8523919891,80303.6588724089,23555.1509226746,Plantation,8-9 kHz,Medium
750,86771.2146124758,92954.78006994,38633.1261001959,Plantation,8-9 kHz,Medium
760,83747.8247789231,37733.1305519332,65266.3535886037,Reference_Forest,8-9 kHz,Medium
770,53395.9261526842,42834.4765223978,69638.7127102608,Reference_Forest,8-9 kHz,Medium
780,55807.9089524823,44087.9134506168,49006.5197095438,Reference_Forest,8-9 kHz,Medium
790,89546.4481711509,54158.9814676179,68098.3628953397,Reference_Forest,8-9 kHz,Medium
800,82383.666609757,44896.0732343728,38970.279061622,Plantation,8-9 kHz,Medium
810,97332.4466507202,31159.5372804507,53948.4992830704,Reference_Forest,8-9 kHz,Medium
820,98400.4052904767,89180.7930541749,47171.9041631173,Plantation,8-9 kHz,Medium
830,80694.6994565927,41375.5628947703,59985.5676927793,Reference_Forest,8-9 kHz,Medium
840,66880.1979692886,40668.0349352448,57165.6550877184,Reference_Forest,8-9 kHz,Medium
850,80054.1269383986,37302.6240477869,79744.5559758808,Reference_Forest,8-9 kHz,Medium
860,51251.0281987442,26064.2012936941,59549.8252855404,Reference_Forest,8-9 kHz,Medium
870,37392.7021234825,59190.2898440108,74398.270947792,Natural_Regeneration,8-9 kHz,Medium
