nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category,slope_cat
1090,50942.335966407,212335.996602748,46960.5858360001,Plantation,7-8 kHz,Low
1100,108509.816557231,87895.6212784045,98714.3217124889,Reference_Forest,7-8 kHz,Low
1110,178965.12751984,63220.2208882695,178779.027158598,Reference_Forest,7-8 kHz,Low
1120,233563.762707631,162246.865113452,260108.404572593,Reference_Forest,7-8 kHz,Low
1130,313615.482663258,266791.177315714,346305.658706962,Reference_Forest,7-8 kHz,Low
1140,346305.03974168,308664.549053383,387312.635434826,Reference_Forest,7-8 kHz,Low
1150,320618.96348942,252314.854480119,334824.382371462,Reference_Forest,7-8 kHz,Low
1160,255843.500500096,176186.813971188,257765.50003093,Reference_Forest,7-8 kHz,Low
1170,291684.441785668,147670.691799066,290199.596090792,Reference_Forest,7-8 kHz,Low
1180,286916.734731506,150681.117396309,296462.812956111,Reference_Forest,7-8 kHz,Low
1190,296384.655214166,128076.823019937,272250.215734843,Reference_Forest,7-8 kHz,Low
1200,233749.651964155,132198.914583642,232215.670917048,Reference_Forest,7-8 kHz,Low
1210,172877.998045607,87218.0967003971,173302.2575467,Reference_Forest,7-8 kHz,Low
1220,187343.226383831,91987.6882631603,185770.604217266,Reference_Forest,7-8 kHz,Low
1230,133978.399581511,111616.095805574,150998.048349846,Reference_Forest,7-8 kHz,Low
1240,106861.647430687,148345.659775801,110136.607854725,Natural_Regeneration,7-8 kHz,Low
1250,124737.554817273,120136.477873792,83140.026822189,Plantation,7-8 kHz,Low
1260,130763.658829316,129934.564222453,75956.730975441,Plantation,7-8 kHz,Low
1270,100660.631922252,192494.191233364,74150.0952142823,Plantation,7-8 kHz,Low
1280,135290.613375968,126525.452233218,116266.882244422,Plantation,7-8 kHz,Low
1290,72285.0497592591,169343.167476706,50601.2381047192,Plantation,7-8 kHz,Low
1300,106455.935618841,155500.539231585,88370.6016782649,Plantation,7-8 kHz,Low
1310,103471.748820377,142598.625649572,88354.5825461041,Plantation,7-8 kHz,Low
1320,44454.7941825721,198150.685783766,51421.0709374936,Natural_Regeneration,7-8 kHz,Low
1330,43002.6963553545,227803.605512851,46158.9199795482,Natural_Regeneration,7-8 kHz,Low
1340,38978.4475909715,266485.841549155,48191.4758649694,Natural_Regeneration,7-8 kHz,Low
1350,35114.7721182985,312460.392771617,29681.9218296678,Plantation,7-8 kHz,Low
1360,57707.2174847828,232851.788402642,81102.1211234298,Natural_Regeneration,7-8 kHz,Low
1370,45106.2174356854,272921.020737112,34947.3095082062,Plantation,7-8 kHz,Low
1380,66017.1963845803,322321.784695417,73280.448977889,Natural_Regeneration,7-8 kHz,Low
1390,71207.7829010327,265116.224476493,46509.3725685058,Plantation,7-8 kHz,Low
1400,90759.93948033,265501.072089731,68858.9344704152,Plantation,7-8 kHz,Low
1410,81941.5149224942,271986.880560021,63656.6100280501,Plantation,7-8 kHz,Low
1420,81618.3284101399,292451.058595038,101158.991592903,Natural_Regeneration,7-8 kHz,Low
1430,90788.1110847328,248627.678127411,80715.5530263312,Plantation,7-8 kHz,Low
1440,65661.5184420836,220304.116121124,67177.999035066,Natural_Regeneration,7-8 kHz,Low
0,51706.2165208485,64236.5463584875,47044.0482614433,Plantation,8-9 kHz,Low
10,45440.8777247106,85807.8574072261,28547.8127704563,Plantation,8-9 kHz,Low
20,59492.0585700612,107321.488472296,32418.5986037853,Plantation,8-9 kHz,Low
30,53253.2798739812,95229.6115481287,38832.1198431007,Plantation,8-9 kHz,Low
40,69623.3661854205,109644.768128446,64059.0193406954,Plantation,8-9 kHz,Low
50,59558.6901151871,72356.9477966312,28814.5962172428,Plantation,8-9 kHz,Low
60,59244.7663914216,43375.5460712784,36705.1678566887,Plantation,8-9 kHz,Low
70,66471.6145912052,37509.7113394969,42679.5646967308,Reference_Forest,8-9 kHz,Low
80,54568.4142024203,46786.2687170086,37913.6115839907,Plantation,8-9 kHz,Low
90,71808.4225150844,47295.7291754835,31738.476384975,Plantation,8-9 kHz,Low
100,57151.602980665,63418.2154889185,29725.3205264596,Plantation,8-9 kHz,Low
110,73639.605047854,89153.7429349579,44160.1903250983,Plantation,8-9 kHz,Low
120,90146.1634280967,70051.5201398208,69662.8008953391,Plantation,8-9 kHz,Low
130,71869.349659613,59727.1730367,59924.423537936,Reference_Forest,8-9 kHz,Low
140,84414.7736702206,60015.2704289243,64292.2095711375,Reference_Forest,8-9 kHz,Low
150,40832.5369150677,90547.497077518,23700.0989762716,Plantation,8-9 kHz,Low
160,90213.0261026372,53555.3172721949,53331.646029738,Plantation,8-9 kHz,Low
170,77834.0721752281,65419.8301839327,43703.3679018011,Plantation,8-9 kHz,Low
180,38170.226317874,101598.244612092,38699.9506593601,Natural_Regeneration,8-9 kHz,Low
190,36536.8327106276,110625.449082579,45196.1972329973,Natural_Regeneration,8-9 kHz,Low
200,34703.4770889369,107842.699552113,45077.170401264,Natural_Regeneration,8-9 kHz,Low
210,40079.3179195022,101595.426750071,48606.4303654471,Natural_Regeneration,8-9 kHz,Low
220,32364.7210482071,108154.272398049,69305.4412125227,Natural_Regeneration,8-9 kHz,Low
230,32070.2982831897,141341.326961514,62014.3497245178,Natural_Regeneration,8-9 kHz,Low
240,27683.1544819992,122983.488338985,70257.5851233812,Natural_Regeneration,8-9 kHz,Low
250,34757.292815211,109227.073011137,68686.2556695343,Natural_Regeneration,8-9 kHz,Low
260,44182.4667689632,104501.610606991,71598.9268757413,Natural_Regeneration,8-9 kHz,Low
270,37384.2354555955,92635.0116960886,56274.1582931868,Natural_Regeneration,8-9 kHz,Low
280,110630.456084392,42088.0760983526,96203.9118106294,Reference_Forest,8-9 kHz,Low
290,147950.249068964,62541.3661056977,114372.004461049,Reference_Forest,8-9 kHz,Low
300,208578.931373606,148475.314489212,198160.828237067,Reference_Forest,8-9 kHz,Low
310,135204.83463061,179012.113495445,155789.060877012,Natural_Regeneration,8-9 kHz,Low
320,45069.0103584934,401905.260310308,84886.096593432,Natural_Regeneration,8-9 kHz,Low
330,74016.5728793983,271605.753992917,60192.5321279624,Plantation,8-9 kHz,Low
340,84543.8721212723,191565.953493937,78568.6047503355,Plantation,8-9 kHz,Low
350,107944.383463431,119246.849059018,108517.117139496,Natural_Regeneration,8-9 kHz,Low
360,60946.2798252575,94402.8206168306,63859.7654282982,Natural_Regeneration,8-9 kHz,Low
370,71278.736386478,123318.556589176,67110.3232188995,Plantation,8-9 kHz,Low
380,63868.2750408742,135778.945845753,57059.5144342652,Plantation,8-9 kHz,Low
390,57376.8009749069,102842.476100648,52579.6695575353,Plantation,8-9 kHz,Low
400,73326.796170177,95274.5403378158,54011.9251525404,Plantation,8-9 kHz,Low
410,112933.892058765,101244.529971934,60123.7527520037,Plantation,8-9 kHz,Low
420,64691.9198413737,91279.5280898434,56753.8665055532,Plantation,8-9 kHz,Low
430,86294.3501348581,81340.3002639002,49731.8253674759,Plantation,8-9 kHz,Low
440,76799.3850340861,164449.865645422,56051.0783950243,Plantation,8-9 kHz,Low
450,67510.1570609233,133557.825188697,42952.9808845921,Plantation,8-9 kHz,Low
460,64493.0434114644,47935.6374370363,51650.4271567858,Reference_Forest,8-9 kHz,Low
470,60653.3875652619,66770.9030047137,84061.1124841852,Natural_Regeneration,8-9 kHz,Low
480,66265.492602894,62484.203336938,50129.9686051039,Plantation,8-9 kHz,Low
490,69320.9073251115,74554.0719065831,59066.6205249138,Plantation,8-9 kHz,Low
500,36957.9704005612,72779.7220428653,55670.8167072936,Natural_Regeneration,8-9 kHz,Low
510,32923.1732585275,82319.3041515464,53505.7471664015,Natural_Regeneration,8-9 kHz,Low
520,49423.8778628274,83373.9071813309,40747.8126373958,Plantation,8-9 kHz,Low
530,67119.9922328717,129693.403776602,53026.4870938409,Plantation,8-9 kHz,Low
540,43869.7351116179,121547.840720747,52405.2315545646,Natural_Regeneration,8-9 kHz,Low
550,140743.365519834,124041.066300466,137208.039246421,Reference_Forest,8-9 kHz,Low
560,133234.581767426,110943.557000766,114928.007519269,Reference_Forest,8-9 kHz,Low
570,103973.48251197,93299.7733667381,99707.7407376887,Reference_Forest,8-9 kHz,Low
580,115810.382502215,83016.2286372722,102560.364039933,Reference_Forest,8-9 kHz,Low
590,154191.734202262,155775.199174604,165988.140179284,Natural_Regeneration,8-9 kHz,Low
600,97084.0177405656,114437.650669783,116849.752579254,Natural_Regeneration,8-9 kHz,Low
610,57659.0402244448,82590.1299833965,52109.8635749847,Plantation,8-9 kHz,Low
620,35160.888453555,122295.148725139,58125.9142025332,Natural_Regeneration,8-9 kHz,Low
630,53409.0668299963,37736.7457516558,55902.7076734354,Reference_Forest,8-9 kHz,Low
640,101972.583335112,68291.9642136932,91674.5737447189,Reference_Forest,8-9 kHz,Low
650,86056.3993593129,51935.2530198797,105627.622885224,Reference_Forest,8-9 kHz,Low
660,131722.145397521,83360.5886307614,126370.437182526,Reference_Forest,8-9 kHz,Low
670,89815.205196585,82705.9091481919,143232.125774681,Reference_Forest,8-9 kHz,Low
680,78906.9728592921,47378.1539853672,89913.9016735631,Reference_Forest,8-9 kHz,Low
690,29710.2945776308,67491.9102604015,40151.635552408,Natural_Regeneration,8-9 kHz,Low
700,77837.1439352093,52101.3341043836,91945.7397154274,Reference_Forest,8-9 kHz,Low
710,61546.5454405276,28176.9780182375,67185.6589460775,Reference_Forest,8-9 kHz,Low
720,91384.8502650453,108112.076021274,88980.0731737583,Plantation,8-9 kHz,Low
730,56693.6275505821,70694.7488988476,69174.6422889708,Natural_Regeneration,8-9 kHz,Low
740,60814.1374351299,55405.3030381814,80684.7682504727,Reference_Forest,8-9 kHz,Low
750,62653.7096661643,60755.2278051983,85024.245991543,Reference_Forest,8-9 kHz,Low
760,39905.8028216334,62500.9833743664,48278.6999005869,Natural_Regeneration,8-9 kHz,Low
770,90824.7091940009,45422.4447065207,100362.484548106,Reference_Forest,8-9 kHz,Low
780,78565.7457496089,50952.3043203245,98452.6385030592,Reference_Forest,8-9 kHz,Low
790,215776.79385487,129352.249906519,229201.201506883,Reference_Forest,8-9 kHz,Low
800,142668.529244635,83699.666433936,148922.921381943,Reference_Forest,8-9 kHz,Low
810,64241.6596667778,29143.0078297198,74238.8092319631,Reference_Forest,8-9 kHz,Low
820,58298.6304533748,21927.0451794627,94265.2704007395,Reference_Forest,8-9 kHz,Low
830,95652.0432925379,70479.9792574721,118651.521543908,Reference_Forest,8-9 kHz,Low
840,96178.3402640748,45127.274798191,107325.833192482,Reference_Forest,8-9 kHz,Low
850,120282.446867955,75912.6753786223,124539.479457768,Reference_Forest,8-9 kHz,Low
860,169849.052529151,100669.054011823,160216.339590413,Reference_Forest,8-9 kHz,Low
870,187315.552408979,119165.088570727,174103.934242836,Reference_Forest,8-9 kHz,Low
880,88799.9461954477,54013.9275782471,95096.783082954,Reference_Forest,8-9 kHz,Low
890,68444.653355636,36499.0288520908,106100.978380319,Reference_Forest,8-9 kHz,Low
900,102392.801800396,28916.2493160401,106092.318200984,Reference_Forest,8-9 kHz,Low
910,104448.262277529,57655.1147688666,123478.183133208,Reference_Forest,8-9 kHz,Low
920,108231.851511076,43740.7983402052,93837.1989087158,Reference_Forest,8-9 kHz,Low
930,168806.981074848,95284.2823679457,157418.628000127,Reference_Forest,8-9 kHz,Low
940,157960.567780299,85707.5982359408,123659.103342699,Reference_Forest,8-9 kHz,Low
950,124511.857955691,84912.0839923768,125848.879788885,Reference_Forest,8-9 kHz,Low
960,106978.306760341,63323.3170135044,132194.036135795,Reference_Forest,8-9 kHz,Low
970,207724.448838159,107037.326242771,189772.169065047,Reference_Forest,8-9 kHz,Low
980,131658.69573487,63260.0189404764,134145.168089866,Reference_Forest,8-9 kHz,Low
990,81450.8027654834,33864.9204615551,75403.5089061169,Reference_Forest,8-9 kHz,Low
1000,108398.244555574,22454.7362804197,99624.6635330397,Reference_Forest,8-9 kHz,Low
1010,94667.7238387579,27636.1834395341,112491.838919379,Reference_Forest,8-9 kHz,Low
1020,83157.8215487018,35668.6103076311,66925.2752300554,Reference_Forest,8-9 kHz,Low
1030,86853.7217968171,68420.4478375635,83507.5050053315,Reference_Forest,8-9 kHz,Low
1040,105673.046075687,55627.4602451188,61724.8044149434,Reference_Forest,8-9 kHz,Low
1050,91225.3004537285,41579.1878325285,73312.5315506191,Reference_Forest,8-9 kHz,Low
1060,78345.4011096897,61793.6217368275,93385.235497296,Reference_Forest,8-9 kHz,Low
1070,78505.5095355428,148243.461201004,97923.9601328329,Natural_Regeneration,8-9 kHz,Low
1080,43890.3627887603,310964.665133388,64399.1573277224,Natural_Regeneration,8-9 kHz,Low
1090,33790.0491311466,351667.361448443,47763.4783494465,Natural_Regeneration,8-9 kHz,Low
1100,83172.6329716139,135243.586998622,48728.2798118377,Plantation,8-9 kHz,Low
1110,144760.80452529,44177.7973241126,109453.096869722,Reference_Forest,8-9 kHz,Low
1120,246038.336415795,140982.640797535,240263.688775358,Reference_Forest,8-9 kHz,Low
1130,275783.716178995,225826.990761877,291144.614069428,Reference_Forest,8-9 kHz,Low
1140,305436.88619703,261204.154576612,324534.207116389,Reference_Forest,8-9 kHz,Low
1150,297053.636963991,272762.850646747,317940.75094336,Reference_Forest,8-9 kHz,Low
1160,243007.416490616,189811.285132812,247024.363725211,Reference_Forest,8-9 kHz,Low
1170,287153.092229994,223182.497770608,293043.787966222,Reference_Forest,8-9 kHz,Low
1180,242750.407961322,202505.849997526,236219.246440289,Reference_Forest,8-9 kHz,Low
1190,218583.857949888,150846.756198329,180942.98402501,Reference_Forest,8-9 kHz,Low
1200,181276.901471441,171670.926801714,151400.768423538,Plantation,8-9 kHz,Low
1210,172154.310517745,162408.854563118,151087.477845812,Plantation,8-9 kHz,Low
1220,197772.887955292,165964.879692583,186945.226824501,Reference_Forest,8-9 kHz,Low
1230,172070.016546479,173198.235314152,167406.997165674,Plantation,8-9 kHz,Low
1240,137266.88646052,143182.636985429,135748.35922948,Plantation,8-9 kHz,Low
1250,108779.095234288,84616.9639130454,95242.0448679503,Reference_Forest,8-9 kHz,Low
1260,101419.223494934,59334.8863877158,89015.2265742601,Reference_Forest,8-9 kHz,Low
1270,98562.6913324373,67656.7174313479,95008.578366,Reference_Forest,8-9 kHz,Low
1280,166438.957840887,183827.807777874,147981.753985593,Plantation,8-9 kHz,Low
1290,100886.100194976,130849.981737926,83108.748875891,Plantation,8-9 kHz,Low
1300,98389.3106038299,127357.905699757,72312.1040073526,Plantation,8-9 kHz,Low
1310,79803.4583719033,144494.230322184,57814.745741644,Plantation,8-9 kHz,Low
1320,40265.9904725913,73648.9440183765,42407.1479058551,Natural_Regeneration,8-9 kHz,Low
1330,40428.0173706198,95405.0974420581,29029.5101219786,Plantation,8-9 kHz,Low
1340,55331.0333598349,80268.7786611446,44690.2359759587,Plantation,8-9 kHz,Low
1350,44194.8512185083,92871.6533795071,28678.7356993842,Plantation,8-9 kHz,Low
1360,99975.4228936246,106692.732707365,92778.6563954331,Plantation,8-9 kHz,Low
1370,51499.6152744641,82597.2627959887,32237.6983696695,Plantation,8-9 kHz,Low
1380,64818.0628398287,127430.596154187,55296.7540401228,Plantation,8-9 kHz,Low
1390,58397.802589774,96452.4423655774,34845.1898477551,Plantation,8-9 kHz,Low
1400,70324.0853584558,110753.165529699,37778.9525992647,Plantation,8-9 kHz,Low
1410,68392.558475208,143779.40344131,50445.2389996936,Plantation,8-9 kHz,Low
1420,52726.9483234477,113152.57726752,40472.9842058392,Plantation,8-9 kHz,Low
1430,115026.983828266,90214.5431421507,36457.4120200545,Plantation,8-9 kHz,Low
1440,101354.569807012,72164.0793697029,26616.7153337001,Plantation,8-9 kHz,Low
0,37822.5252086314,96174.7876955267,48499.289297903,Natural_Regeneration,0-1 kHz,Medium
10,26939.7029698349,107475.723010333,43095.822413796,Natural_Regeneration,0-1 kHz,Medium
20,22005.4352906824,84012.4632768446,40218.9650718658,Natural_Regeneration,0-1 kHz,Medium
30,27608.4041195301,69976.6112555332,47696.7722429565,Natural_Regeneration,0-1 kHz,Medium
40,34052.3993246219,88718.7678700024,37075.1757892776,Natural_Regeneration,0-1 kHz,Medium
50,21477.594682639,79847.8711483988,62268.9165750193,Natural_Regeneration,0-1 kHz,Medium
60,28814.0221199358,93239.0338591565,58663.7058316431,Natural_Regeneration,0-1 kHz,Medium
70,29219.0106395918,96045.5292724071,37793.4092374446,Natural_Regeneration,0-1 kHz,Medium
80,26425.2320817863,81286.7324956319,28714.6603041666,Natural_Regeneration,0-1 kHz,Medium
90,37959.6633694974,42171.6130448475,20690.5760988318,Plantation,0-1 kHz,Medium
100,45565.4759844509,56581.3183196079,29509.345135554,Plantation,0-1 kHz,Medium
110,50971.0701012885,36983.184363953,39885.7618047015,Reference_Forest,0-1 kHz,Medium
120,36426.8476702338,109086.200504703,69524.9399185547,Natural_Regeneration,0-1 kHz,Medium
130,33360.6425479536,63063.4433572648,40004.8851666283,Natural_Regeneration,0-1 kHz,Medium
140,38687.8625586028,59011.7367863385,45396.8598857076,Natural_Regeneration,0-1 kHz,Medium
150,19236.3291182296,53275.1893049795,40471.9527530206,Natural_Regeneration,0-1 kHz,Medium
160,31982.7479597196,61441.4424859617,51854.5653441161,Natural_Regeneration,0-1 kHz,Medium
170,31931.0883026329,90256.1927029776,59095.2850092301,Natural_Regeneration,0-1 kHz,Medium
180,23359.3006585829,103151.849050593,51968.7807686102,Natural_Regeneration,0-1 kHz,Medium
190,25878.9535145758,88617.3626777632,51266.2682534035,Natural_Regeneration,0-1 kHz,Medium
200,26211.7323524099,124568.764004413,50753.8420670567,Natural_Regeneration,0-1 kHz,Medium
210,44401.0243338023,70748.9995790318,45353.2596681925,Natural_Regeneration,0-1 kHz,Medium
220,66227.0422912962,87819.9474550605,36224.0441394111,Plantation,0-1 kHz,Medium
230,58723.5888548943,153527.757361007,24057.7575417573,Plantation,0-1 kHz,Medium
240,37541.4278502584,132309.399917148,34925.0533099711,Plantation,0-1 kHz,Medium
250,79750.1126862142,141601.976892763,57441.5869877008,Plantation,0-1 kHz,Medium
260,54850.138908501,208206.362712989,54239.2924606392,Plantation,0-1 kHz,Medium
270,48461.6885798635,155106.150529971,41178.5491254132,Plantation,0-1 kHz,Medium
280,56276.186159674,93016.7140231644,75766.8057066379,Natural_Regeneration,0-1 kHz,Medium
290,84378.677314759,164055.30189853,107085.059044086,Natural_Regeneration,0-1 kHz,Medium
300,47060.8126215307,135115.84883241,123390.577525168,Natural_Regeneration,0-1 kHz,Medium
310,78352.1400826281,67004.7478191022,131080.730472991,Reference_Forest,0-1 kHz,Medium
320,91244.1681309122,93043.3030442148,94594.2774700127,Natural_Regeneration,0-1 kHz,Medium
330,32384.584361094,147799.002326604,37117.9531364487,Natural_Regeneration,0-1 kHz,Medium
340,36368.9954010966,128233.112275115,47637.4763647906,Natural_Regeneration,0-1 kHz,Medium
350,37695.3627142949,110511.822950729,43515.4621294609,Natural_Regeneration,0-1 kHz,Medium
360,54388.1425026854,95149.2420198812,49831.0960491146,Plantation,0-1 kHz,Medium
370,95179.9038376392,88245.2777952154,52433.0912197135,Plantation,0-1 kHz,Medium
380,69982.129663765,130557.099859538,57073.2637477845,Plantation,0-1 kHz,Medium
390,37191.8577309425,107965.920509555,47880.0506761474,Natural_Regeneration,0-1 kHz,Medium
400,71803.7364257697,90981.7698229323,66904.6307239272,Plantation,0-1 kHz,Medium
410,80178.4463660446,111792.807174285,62706.3577263302,Plantation,0-1 kHz,Medium
420,99824.8118683209,94708.7209433022,73826.6425005614,Plantation,0-1 kHz,Medium
430,112229.144832742,92236.383753839,89285.2319647854,Plantation,0-1 kHz,Medium
440,117002.572633291,104059.21308114,83278.0224037812,Plantation,0-1 kHz,Medium
450,104013.939537142,117775.022956798,72881.0540887516,Plantation,0-1 kHz,Medium
460,147184.120585381,97955.3595849504,95776.0107283728,Plantation,0-1 kHz,Medium
470,150862.55964135,122375.189899098,95705.4639854966,Plantation,0-1 kHz,Medium
480,143705.572758306,81062.8129272068,64932.8887166929,Plantation,0-1 kHz,Medium
490,165567.736820886,100877.919488849,98269.5338188471,Plantation,0-1 kHz,Medium
500,155124.008846712,70193.0707570001,97759.0119038218,Reference_Forest,0-1 kHz,Medium
510,157998.607791121,86855.2739543631,113829.88149718,Reference_Forest,0-1 kHz,Medium
520,169461.946051715,54701.0414227876,102328.047721079,Reference_Forest,0-1 kHz,Medium
530,212111.077729594,70343.4152392508,121275.99907317,Reference_Forest,0-1 kHz,Medium
540,166634.076043106,69425.4055761241,75241.580613235,Reference_Forest,0-1 kHz,Medium
550,170570.670423972,69652.2888400672,104071.034580599,Reference_Forest,0-1 kHz,Medium
560,159125.725575652,88399.2232603832,102624.25553754,Reference_Forest,0-1 kHz,Medium
570,167737.174912487,65513.5909902034,116234.778672985,Reference_Forest,0-1 kHz,Medium
580,178271.376078735,72388.4473467603,131616.451526736,Reference_Forest,0-1 kHz,Medium
590,165275.545385881,46159.3766059721,124572.685398968,Reference_Forest,0-1 kHz,Medium
600,192291.31205173,60959.3954383553,145893.430574632,Reference_Forest,0-1 kHz,Medium
610,208838.759853184,49814.5620673495,158901.426652267,Reference_Forest,0-1 kHz,Medium
620,227692.549132027,111014.803940888,156049.492419369,Reference_Forest,0-1 kHz,Medium
630,246723.505977461,128514.854558962,203600.182187387,Reference_Forest,0-1 kHz,Medium
640,214115.554580589,110024.541826695,198681.848622107,Reference_Forest,0-1 kHz,Medium
650,205273.89049442,117814.209977377,191712.166087715,Reference_Forest,0-1 kHz,Medium
660,175890.333525266,90357.497538709,156465.662709596,Reference_Forest,0-1 kHz,Medium
670,223271.630206881,91016.4030187324,209479.210049254,Reference_Forest,0-1 kHz,Medium
680,267904.656995237,170641.145213333,229782.482013672,Reference_Forest,0-1 kHz,Medium
690,252788.681790695,162913.537530465,212962.124952885,Reference_Forest,0-1 kHz,Medium
700,231632.219620894,103469.521938566,201063.392772898,Reference_Forest,0-1 kHz,Medium
710,258899.560060023,122557.759083933,235494.261443762,Reference_Forest,0-1 kHz,Medium
720,230660.903322811,101101.583624158,186694.219572795,Reference_Forest,0-1 kHz,Medium
730,240874.276657887,143915.469728045,236467.369256192,Reference_Forest,0-1 kHz,Medium
740,215803.333702076,119907.051403342,193821.998536065,Reference_Forest,0-1 kHz,Medium
750,154980.594881656,73196.200853807,164621.92286686,Reference_Forest,0-1 kHz,Medium
760,204250.807479209,94533.9805029158,212372.523125435,Reference_Forest,0-1 kHz,Medium
770,226663.853643922,166062.015230822,238371.905752128,Reference_Forest,0-1 kHz,Medium
780,162677.908242436,121412.086432433,166635.289767773,Reference_Forest,0-1 kHz,Medium
790,163218.988765811,129075.024599697,158621.947912114,Reference_Forest,0-1 kHz,Medium
800,212857.061150033,139048.065496622,192460.163940004,Reference_Forest,0-1 kHz,Medium
810,167333.266728085,110489.109382367,157420.73494655,Reference_Forest,0-1 kHz,Medium
820,155213.952745279,102628.716824172,196145.564966628,Reference_Forest,0-1 kHz,Medium
830,165595.709090441,131489.607345396,186976.368240671,Reference_Forest,0-1 kHz,Medium
840,189492.381747381,143481.882118269,175772.84799792,Reference_Forest,0-1 kHz,Medium
850,241275.531309835,163401.028071697,212878.446692554,Reference_Forest,0-1 kHz,Medium
860,244192.392257638,161349.387484786,206096.61519572,Reference_Forest,0-1 kHz,Medium
870,199944.651525153,150868.995752138,181810.082502775,Reference_Forest,0-1 kHz,Medium
880,221164.248804656,150933.478497242,214170.075144547,Reference_Forest,0-1 kHz,Medium
890,185322.09077002,118177.242282699,168152.510595889,Reference_Forest,0-1 kHz,Medium
900,157694.610124218,91517.8898749656,174559.144817042,Reference_Forest,0-1 kHz,Medium
910,179650.375865951,122990.521356979,184161.397274587,Reference_Forest,0-1 kHz,Medium
920,182982.926841423,138093.755081209,191992.935932756,Reference_Forest,0-1 kHz,Medium
930,152108.33166198,125237.881529118,186685.563026062,Reference_Forest,0-1 kHz,Medium
940,263370.580086274,183146.59231966,231635.87010382,Reference_Forest,0-1 kHz,Medium
950,296145.24456477,222965.412063459,233265.265851961,Reference_Forest,0-1 kHz,Medium
960,258304.651037879,165911.163164402,200523.753247399,Reference_Forest,0-1 kHz,Medium
970,223286.108550158,195540.37319743,205757.341628927,Reference_Forest,0-1 kHz,Medium
980,205699.847378051,173892.379823561,182778.57083695,Reference_Forest,0-1 kHz,Medium
990,199289.054186098,140859.377109018,160640.493902119,Reference_Forest,0-1 kHz,Medium
1000,192415.254291862,130925.238790059,164053.141655802,Reference_Forest,0-1 kHz,Medium
1010,154946.203417317,133169.719558409,140109.618766351,Reference_Forest,0-1 kHz,Medium
1020,159550.110205852,114486.186525134,125950.173735203,Reference_Forest,0-1 kHz,Medium
1030,166456.72339171,116222.650487508,86054.6688334445,Plantation,0-1 kHz,Medium
1040,152176.214303105,113111.534654695,92814.1437857139,Plantation,0-1 kHz,Medium
1050,157049.373553537,156333.262994603,109048.636750061,Plantation,0-1 kHz,Medium
1060,132290.265712434,98313.4159397385,100613.069877209,Reference_Forest,0-1 kHz,Medium
1070,158219.017520169,104365.122057339,98216.4929135339,Plantation,0-1 kHz,Medium
1080,160423.850292641,80525.9067705339,75499.4224183044,Plantation,0-1 kHz,Medium
1090,141827.027596783,51784.6460786681,74465.722114457,Reference_Forest,0-1 kHz,Medium
1100,170547.367994739,66615.51506036,87583.228440515,Reference_Forest,0-1 kHz,Medium
1110,193775.480191414,121323.199900157,98434.2573671067,Plantation,0-1 kHz,Medium
1120,178233.700496708,113018.395616239,102788.242676185,Plantation,0-1 kHz,Medium
1130,177146.048474181,98935.8656288831,104761.72925324,Reference_Forest,0-1 kHz,Medium
1140,174754.393731917,91400.7739256816,76804.4219030403,Plantation,0-1 kHz,Medium
1150,148541.933958508,74174.4857484013,80142.8098809965,Reference_Forest,0-1 kHz,Medium
1160,146149.131370949,48481.6255909187,85261.377476858,Reference_Forest,0-1 kHz,Medium
1170,157369.036723937,44464.8744502774,78556.4449559158,Reference_Forest,0-1 kHz,Medium
1180,163038.401414055,51613.6367121431,63458.6683524906,Reference_Forest,0-1 kHz,Medium
1190,177544.245952392,81956.281139578,67044.1716236828,Plantation,0-1 kHz,Medium
1200,148719.879766608,55856.3888497555,65028.3030603719,Reference_Forest,0-1 kHz,Medium
1210,153464.601691787,61440.1832109954,55414.0679332779,Plantation,0-1 kHz,Medium
1220,126733.760134813,36337.4515777542,72701.4568598035,Reference_Forest,0-1 kHz,Medium
1230,137858.579882544,39606.6716155441,57006.3291775394,Reference_Forest,0-1 kHz,Medium
1240,136277.104931614,41684.7793151122,55445.9244937527,Reference_Forest,0-1 kHz,Medium
1250,134647.879220398,54484.274824955,60947.9423640548,Reference_Forest,0-1 kHz,Medium
1260,107388.5379453,39923.8381102425,75475.6065328414,Reference_Forest,0-1 kHz,Medium
1270,107880.519140072,57140.5163689659,54631.7519990564,Plantation,0-1 kHz,Medium
1280,106458.92757858,49366.6018505305,66173.2829657952,Reference_Forest,0-1 kHz,Medium
1290,88286.3488829172,42695.9870315679,41967.8836443751,Plantation,0-1 kHz,Medium
1300,110991.630625867,37383.0348243301,60310.6982218497,Reference_Forest,0-1 kHz,Medium
1310,132218.433385452,42302.0518616434,58945.7643478302,Reference_Forest,0-1 kHz,Medium
1320,114067.986848623,63676.6799699402,65193.9405140707,Reference_Forest,0-1 kHz,Medium
1330,158032.138562704,69590.4345874377,84069.4416776179,Reference_Forest,0-1 kHz,Medium
1340,139814.34640814,63912.1844183215,59250.9817264414,Plantation,0-1 kHz,Medium
1350,135475.905721628,53705.0052124807,76941.4710940921,Reference_Forest,0-1 kHz,Medium
1360,116690.635258246,46084.5880327129,63322.2947013552,Reference_Forest,0-1 kHz,Medium
1370,104803.378100216,29531.3620151213,47203.1487380224,Reference_Forest,0-1 kHz,Medium
