nearest_10,distance_nat,distance_ref,distance_plant,closest_type,freq_category,slope_cat
1380,154438.442674313,158321.863038816,155477.958455774,Natural_Regeneration,3-4 kHz,Low
1390,136899.027826208,146706.13877687,149952.870998485,Natural_Regeneration,3-4 kHz,Low
1400,123647.305153785,140969.448951442,141991.903835462,Natural_Regeneration,3-4 kHz,Low
1410,116339.563516039,132011.831480184,137172.231055992,Natural_Regeneration,3-4 kHz,Low
1420,151526.343356808,147514.905016097,151850.603474289,Reference_Forest,3-4 kHz,Low
1430,132686.742881564,140520.733982434,135435.711202625,Natural_Regeneration,3-4 kHz,Low
1440,154968.148466098,148488.605481246,134973.589809063,Plantation,3-4 kHz,Low
0,67788.4616127119,92211.2011579696,107226.261821285,Natural_Regeneration,4-5 kHz,Low
10,57981.7387344213,92676.1224078934,114834.199713707,Natural_Regeneration,4-5 kHz,Low
20,74742.1574325774,80589.7082825071,94585.8986661546,Natural_Regeneration,4-5 kHz,Low
30,55597.6982134505,102042.987551855,106630.873183883,Natural_Regeneration,4-5 kHz,Low
40,52225.7626178265,110545.14700277,113742.592483759,Natural_Regeneration,4-5 kHz,Low
50,39936.4861814491,91099.866989838,104386.269149426,Natural_Regeneration,4-5 kHz,Low
60,58562.4880500571,91638.0882016863,114641.306679073,Natural_Regeneration,4-5 kHz,Low
70,51665.7342059497,72352.3301615053,98416.9312017851,Natural_Regeneration,4-5 kHz,Low
80,81736.9350036486,88560.7987257351,128009.147828596,Natural_Regeneration,4-5 kHz,Low
90,93234.1227018116,105608.917761193,126995.605833855,Natural_Regeneration,4-5 kHz,Low
100,85800.8172692654,90327.6982849811,127775.548519295,Natural_Regeneration,4-5 kHz,Low
110,61159.8019125043,60979.7670487877,108325.861123464,Reference_Forest,4-5 kHz,Low
120,63182.937813075,80887.7047611947,108444.787457242,Natural_Regeneration,4-5 kHz,Low
130,41507.4856739913,55085.2393035197,96951.6522951254,Natural_Regeneration,4-5 kHz,Low
140,49065.5202663177,66378.2045725926,114031.06137328,Natural_Regeneration,4-5 kHz,Low
150,50411.3064774504,77720.7774055307,115362.655284405,Natural_Regeneration,4-5 kHz,Low
160,56058.8819162913,60280.3950936642,120928.737433183,Natural_Regeneration,4-5 kHz,Low
170,50770.1870307642,49969.7123845178,107810.823557811,Reference_Forest,4-5 kHz,Low
180,73724.816393378,86093.0255636538,144722.457481095,Natural_Regeneration,4-5 kHz,Low
190,96547.6577296922,93592.2319855137,148172.13427798,Reference_Forest,4-5 kHz,Low
200,114722.669749894,56049.9165451479,139703.112711921,Reference_Forest,4-5 kHz,Low
210,101435.411356149,34581.7356177532,138407.858161543,Reference_Forest,4-5 kHz,Low
220,81186.6497264142,54800.2123086267,114158.747918322,Reference_Forest,4-5 kHz,Low
230,77929.454870523,70213.3563341278,102551.159318454,Reference_Forest,4-5 kHz,Low
240,101048.727757658,67093.8044859852,114559.126054715,Reference_Forest,4-5 kHz,Low
250,98129.3498440188,90541.1081005182,88085.0064355611,Plantation,4-5 kHz,Low
260,87781.0320526542,38565.046737324,87900.0398282359,Reference_Forest,4-5 kHz,Low
270,63717.9760389724,63235.7161997904,75480.9099426416,Reference_Forest,4-5 kHz,Low
280,63327.1606153492,80298.86082662,73717.9185280652,Natural_Regeneration,4-5 kHz,Low
290,153862.439751452,127087.842769264,171876.342879537,Reference_Forest,4-5 kHz,Low
300,166106.899812705,321095.475920821,395748.380344597,Natural_Regeneration,4-5 kHz,Low
310,108032.869238469,100694.829679281,301566.164791667,Reference_Forest,4-5 kHz,Low
320,174551.03925711,530463.891997044,222608.129582333,Natural_Regeneration,4-5 kHz,Low
330,150057.98208504,433907.053998723,246753.659696076,Natural_Regeneration,4-5 kHz,Low
340,159777.814005844,401397.413710271,218052.80233136,Natural_Regeneration,4-5 kHz,Low
350,91006.5693423525,266693.259804513,214235.268597819,Natural_Regeneration,4-5 kHz,Low
360,111653.857369995,290221.23864625,192339.612679558,Natural_Regeneration,4-5 kHz,Low
370,127203.749126951,323991.148440348,207068.734490086,Natural_Regeneration,4-5 kHz,Low
380,94436.9403785462,237042.463536514,206310.953009027,Natural_Regeneration,4-5 kHz,Low
390,94462.9444862401,244252.96277694,218208.929509303,Natural_Regeneration,4-5 kHz,Low
400,102277.886376938,250980.118909602,247581.278058977,Natural_Regeneration,4-5 kHz,Low
410,105040.328482215,273593.356789112,253839.51284347,Natural_Regeneration,4-5 kHz,Low
420,94755.4709656412,214052.473545802,226717.067474448,Natural_Regeneration,4-5 kHz,Low
430,128239.89032324,170511.565892651,237616.206341494,Natural_Regeneration,4-5 kHz,Low
440,115089.751023159,253012.66685611,243579.890094832,Natural_Regeneration,4-5 kHz,Low
450,144547.78885037,275301.209287303,214387.209853294,Natural_Regeneration,4-5 kHz,Low
460,179566.604114332,254605.858002904,198473.260362186,Natural_Regeneration,4-5 kHz,Low
470,132103.404851819,268172.463556129,159254.377934657,Natural_Regeneration,4-5 kHz,Low
480,172874.627819029,333242.30689627,141364.597298516,Plantation,4-5 kHz,Low
490,254223.535645263,310049.767494778,170460.216109047,Plantation,4-5 kHz,Low
500,210640.923208755,313019.482696027,215054.949094213,Natural_Regeneration,4-5 kHz,Low
510,220590.453990816,329156.571841497,147752.693377925,Plantation,4-5 kHz,Low
520,197187.675181111,247949.381313762,144966.521903322,Plantation,4-5 kHz,Low
530,239237.68577824,308939.330457101,136633.127548047,Plantation,4-5 kHz,Low
540,220598.54991364,229129.821588435,177043.79740722,Plantation,4-5 kHz,Low
550,176456.812409854,140943.668049621,227068.197218331,Reference_Forest,4-5 kHz,Low
560,207449.351268715,190176.79943033,221319.007269505,Reference_Forest,4-5 kHz,Low
570,218907.025992649,199331.981764848,145068.226864018,Plantation,4-5 kHz,Low
580,238538.746854533,241982.700026983,153929.633715968,Plantation,4-5 kHz,Low
590,239373.319734324,246251.334271135,145220.358735532,Plantation,4-5 kHz,Low
600,240478.008209422,231304.234010607,116927.458283427,Plantation,4-5 kHz,Low
610,225889.812172808,198376.076159094,120049.894510806,Plantation,4-5 kHz,Low
620,200546.615334017,158066.85533598,160588.87360919,Reference_Forest,4-5 kHz,Low
630,204947.063926963,103543.528484951,174834.629733623,Reference_Forest,4-5 kHz,Low
640,178031.916629044,195274.307366045,164949.132548411,Plantation,4-5 kHz,Low
650,194620.799248713,135044.106195089,176486.252442726,Reference_Forest,4-5 kHz,Low
660,235555.147932118,201264.882242186,157982.67294123,Plantation,4-5 kHz,Low
670,231559.687932347,185166.394843247,176823.01644265,Plantation,4-5 kHz,Low
680,125768.018967718,78624.8151401782,179951.340917486,Reference_Forest,4-5 kHz,Low
690,87007.4845547618,109673.706293482,130794.769681721,Natural_Regeneration,4-5 kHz,Low
700,162186.558596243,89448.0199867843,162798.346191432,Reference_Forest,4-5 kHz,Low
710,100689.88261342,99055.8914076183,147281.397175746,Reference_Forest,4-5 kHz,Low
720,151270.039315006,96504.5888805567,149824.50799579,Reference_Forest,4-5 kHz,Low
730,112921.25067529,65165.5059058467,136591.66373125,Reference_Forest,4-5 kHz,Low
740,101367.657531692,70045.0822516544,138547.468079857,Reference_Forest,4-5 kHz,Low
750,65694.1022060719,36091.7460861817,153530.340234383,Reference_Forest,4-5 kHz,Low
760,87947.0055058389,63585.119579636,165468.42694481,Reference_Forest,4-5 kHz,Low
770,95649.4679085266,56918.0906135776,144765.170355492,Reference_Forest,4-5 kHz,Low
780,72760.4262163228,88064.9878370804,152164.241408673,Natural_Regeneration,4-5 kHz,Low
790,79125.456528764,161740.761687103,195549.81958501,Natural_Regeneration,4-5 kHz,Low
800,112647.867734585,73858.3474597236,156008.343691249,Reference_Forest,4-5 kHz,Low
810,93408.9737670143,70737.8975229539,155759.08597497,Reference_Forest,4-5 kHz,Low
820,114260.2839934,58482.3569467964,137126.921215318,Reference_Forest,4-5 kHz,Low
830,135701.587932821,59744.646806307,139289.533473208,Reference_Forest,4-5 kHz,Low
840,184864.178829374,82384.6548873215,143387.217357177,Reference_Forest,4-5 kHz,Low
850,129682.779417331,78321.9970714215,162352.146407302,Reference_Forest,4-5 kHz,Low
860,63794.1181380729,54679.1970403493,162775.762693821,Reference_Forest,4-5 kHz,Low
870,72040.3220821105,87312.3494645232,197592.498504065,Natural_Regeneration,4-5 kHz,Low
880,88289.7308619988,86126.9398039006,198499.168907883,Reference_Forest,4-5 kHz,Low
890,154714.234662185,120786.642183624,200502.859354054,Reference_Forest,4-5 kHz,Low
900,147943.989727972,174034.701241661,229003.175583892,Natural_Regeneration,4-5 kHz,Low
910,78246.2633596242,131091.340495306,206633.46657612,Natural_Regeneration,4-5 kHz,Low
920,93370.0401368003,36392.7461316985,179674.256537642,Reference_Forest,4-5 kHz,Low
930,59428.2854003746,90999.5891655213,181934.027159641,Natural_Regeneration,4-5 kHz,Low
940,48594.7001686111,47287.1253279476,135952.803794464,Reference_Forest,4-5 kHz,Low
950,68766.2614122511,56022.2621910522,146881.833419237,Reference_Forest,4-5 kHz,Low
960,67550.0946439848,30267.658080243,176463.948383702,Reference_Forest,4-5 kHz,Low
970,98351.1332348181,57947.4630980393,188267.097178694,Reference_Forest,4-5 kHz,Low
980,34926.8994626526,49339.7927945604,177659.132821389,Natural_Regeneration,4-5 kHz,Low
990,57090.0892924233,67568.8574470063,184845.742153007,Natural_Regeneration,4-5 kHz,Low
1000,105231.216226959,91281.3170248877,186780.819355295,Reference_Forest,4-5 kHz,Low
1010,104351.831791692,80388.1512874533,162426.661382855,Reference_Forest,4-5 kHz,Low
1020,89438.6787993498,49529.4675393086,126166.341480259,Reference_Forest,4-5 kHz,Low
1030,65360.8184909073,83412.9519310874,161225.789424487,Natural_Regeneration,4-5 kHz,Low
1040,41281.0110122946,48308.6816748932,110782.297127185,Natural_Regeneration,4-5 kHz,Low
1050,48993.1521212853,49623.0676042479,73439.4312847816,Natural_Regeneration,4-5 kHz,Low
1060,62763.859205531,81692.2683335483,56152.063769642,Plantation,4-5 kHz,Low
1070,140923.247815583,158193.408980854,55785.580634285,Plantation,4-5 kHz,Low
1080,282467.706147278,281728.948432902,59607.557332777,Plantation,4-5 kHz,Low
1090,123459.501652064,372026.337987704,57843.3953187933,Plantation,4-5 kHz,Low
1100,42265.2153298897,144669.91552935,99885.0297480618,Natural_Regeneration,4-5 kHz,Low
1110,65906.2103434583,78592.1270202214,133121.566516718,Natural_Regeneration,4-5 kHz,Low
1120,72354.9323122541,81488.642505061,123386.519056474,Natural_Regeneration,4-5 kHz,Low
1130,77178.6606206934,95292.4061303435,124910.810568655,Natural_Regeneration,4-5 kHz,Low
1140,76755.6407785856,161377.125838053,135214.727005396,Natural_Regeneration,4-5 kHz,Low
1150,85211.040004009,176677.785542666,138629.613408755,Natural_Regeneration,4-5 kHz,Low
1160,127340.546051717,212154.282671927,179142.98351713,Natural_Regeneration,4-5 kHz,Low
1170,108922.257805895,199718.634258559,181303.048543197,Natural_Regeneration,4-5 kHz,Low
1180,144411.032197458,211604.568565501,186258.139700843,Natural_Regeneration,4-5 kHz,Low
1190,95215.6692924009,204462.415876076,159957.282340925,Natural_Regeneration,4-5 kHz,Low
1200,124636.584552361,206976.725054846,178030.480930672,Natural_Regeneration,4-5 kHz,Low
1210,117911.601695092,226063.679479548,196589.856424107,Natural_Regeneration,4-5 kHz,Low
1220,126671.091517157,208631.317648103,187425.215546879,Natural_Regeneration,4-5 kHz,Low
1230,79511.7339818932,180141.85786558,157813.446935149,Natural_Regeneration,4-5 kHz,Low
1240,72179.760871603,164725.620904903,144187.125331105,Natural_Regeneration,4-5 kHz,Low
1250,55121.3135883344,164637.158284976,143155.931120154,Natural_Regeneration,4-5 kHz,Low
1260,83905.9235964859,153024.287865243,148398.962914565,Natural_Regeneration,4-5 kHz,Low
1270,72086.1141337861,134840.076895701,131532.186676179,Natural_Regeneration,4-5 kHz,Low
1280,86234.1371951976,132906.72650089,120479.768480079,Natural_Regeneration,4-5 kHz,Low
1290,54929.3929912604,131289.492695332,116852.638468214,Natural_Regeneration,4-5 kHz,Low
1300,45323.9591266279,121066.520962847,105440.112942423,Natural_Regeneration,4-5 kHz,Low
1310,43864.0951390952,106717.788680259,107916.691010919,Natural_Regeneration,4-5 kHz,Low
1320,44366.4103857315,134727.488021441,114841.101172091,Natural_Regeneration,4-5 kHz,Low
1330,62449.6072482287,96748.8838960816,119558.652277809,Natural_Regeneration,4-5 kHz,Low
1340,43329.9969976835,101322.751889112,117932.674968109,Natural_Regeneration,4-5 kHz,Low
1350,66667.5081217258,105213.556225398,148435.326559444,Natural_Regeneration,4-5 kHz,Low
1360,57241.3553538943,115410.820499938,149961.137430125,Natural_Regeneration,4-5 kHz,Low
1370,32343.2244650487,71503.0701940122,105323.937493002,Natural_Regeneration,4-5 kHz,Low
1380,45106.0421938664,66070.8166125069,94695.8666593258,Natural_Regeneration,4-5 kHz,Low
1390,37093.1183272884,51861.7734861448,102017.343158434,Natural_Regeneration,4-5 kHz,Low
1400,59027.9359152536,82349.7069046691,121763.237619129,Natural_Regeneration,4-5 kHz,Low
1410,80108.7877300574,101668.414467708,143164.459966577,Natural_Regeneration,4-5 kHz,Low
1420,64341.9470462213,77143.808980772,117007.018266785,Natural_Regeneration,4-5 kHz,Low
1430,48727.9686667936,76893.2100180811,105235.31010222,Natural_Regeneration,4-5 kHz,Low
1440,107948.840894769,108672.175017605,116594.194765476,Natural_Regeneration,4-5 kHz,Low
0,245780.323462692,291327.403253738,244963.222082537,Plantation,5-6 kHz,Low
10,255510.483142529,300072.619474899,251580.404934284,Plantation,5-6 kHz,Low
20,249850.100288569,294291.588224285,246351.756029866,Plantation,5-6 kHz,Low
30,260399.405241431,306097.465192676,257380.997284269,Plantation,5-6 kHz,Low
40,222386.481019442,266199.777880331,219805.851426969,Plantation,5-6 kHz,Low
50,211848.75842287,249777.477103294,208249.131449861,Plantation,5-6 kHz,Low
60,221729.520953927,254494.51586726,208551.542999358,Plantation,5-6 kHz,Low
70,232415.238862822,272712.368515469,228610.622987685,Plantation,5-6 kHz,Low
80,237352.409643004,277428.9391754,234490.39993726,Plantation,5-6 kHz,Low
90,224558.110250482,267640.343602655,216418.8473918,Plantation,5-6 kHz,Low
100,211365.691176519,252971.479916201,200309.667332618,Plantation,5-6 kHz,Low
110,209372.349700106,252980.464385192,198622.355947309,Plantation,5-6 kHz,Low
120,206299.025299483,248672.481065984,193760.505324447,Plantation,5-6 kHz,Low
130,240358.725118321,267422.58405869,229950.88036919,Plantation,5-6 kHz,Low
140,222492.650003532,261442.647082996,219600.521908782,Plantation,5-6 kHz,Low
150,205575.1666607,259338.079238376,207090.202229334,Natural_Regeneration,5-6 kHz,Low
160,229226.545198112,283172.961979111,220654.896991144,Plantation,5-6 kHz,Low
170,225255.962510746,279282.404539606,223216.210965567,Plantation,5-6 kHz,Low
180,264198.811622756,311207.405275155,252815.540557388,Plantation,5-6 kHz,Low
190,257243.646868211,298118.565009359,247929.819509703,Plantation,5-6 kHz,Low
200,245859.217334709,275291.587762915,238163.385725635,Plantation,5-6 kHz,Low
210,235751.608995946,272294.155822815,238220.301135909,Natural_Regeneration,5-6 kHz,Low
220,254361.208733827,278770.052953099,261483.65599429,Natural_Regeneration,5-6 kHz,Low
230,244110.433370645,249210.152788967,231302.108490764,Plantation,5-6 kHz,Low
240,235858.474741868,238500.794252265,228999.93358113,Plantation,5-6 kHz,Low
250,267866.41946699,265045.318899918,251494.162410099,Plantation,5-6 kHz,Low
260,263650.165830327,285115.661839693,244003.740657553,Plantation,5-6 kHz,Low
270,222152.44528659,255897.120678317,209030.211633882,Plantation,5-6 kHz,Low
280,207953.562365195,247494.574682211,212690.266162861,Natural_Regeneration,5-6 kHz,Low
290,261138.629843339,286062.606665733,264133.290994715,Natural_Regeneration,5-6 kHz,Low
300,201308.364055947,253805.995791107,250227.614802533,Natural_Regeneration,5-6 kHz,Low
310,73691.106588458,83043.7884087867,160655.509527459,Natural_Regeneration,5-6 kHz,Low
320,196324.761709672,451464.431757335,82812.6509513274,Plantation,5-6 kHz,Low
330,281833.823593535,383106.34831301,94216.4584796396,Plantation,5-6 kHz,Low
340,172874.63462923,294575.319144571,106284.022552367,Plantation,5-6 kHz,Low
350,105030.220257288,228622.136844704,131334.889375104,Natural_Regeneration,5-6 kHz,Low
360,137778.838526128,201720.804210962,78442.7049326667,Plantation,5-6 kHz,Low
370,136338.337742227,215168.136070944,110021.700256568,Plantation,5-6 kHz,Low
380,72711.8858016988,199488.795035951,164911.476655668,Natural_Regeneration,5-6 kHz,Low
390,94651.0684812163,215395.679658756,135724.069157199,Natural_Regeneration,5-6 kHz,Low
400,203439.750690034,227598.811034614,138569.106161458,Plantation,5-6 kHz,Low
410,130232.940942821,218822.647094901,161196.193104557,Natural_Regeneration,5-6 kHz,Low
420,92057.7972285584,174310.72771509,136520.060738043,Natural_Regeneration,5-6 kHz,Low
430,94021.2142035978,137746.038918982,147764.954117975,Natural_Regeneration,5-6 kHz,Low
440,122597.486547563,196906.216216698,185498.945744681,Natural_Regeneration,5-6 kHz,Low
450,132161.347407334,238392.217753679,116463.429037933,Plantation,5-6 kHz,Low
460,195086.502302187,239226.386425242,132109.91521828,Plantation,5-6 kHz,Low
470,139689.706369257,235038.176704275,146856.128854043,Natural_Regeneration,5-6 kHz,Low
480,178624.374932396,318047.177951063,118620.259026115,Plantation,5-6 kHz,Low
490,263622.433666352,312921.159319768,145766.109464696,Plantation,5-6 kHz,Low
500,192664.528679474,314339.288310745,143874.198347799,Plantation,5-6 kHz,Low
510,143686.394353471,314316.9234288,115868.205475026,Plantation,5-6 kHz,Low
520,179433.473619491,267219.491452987,94131.1098606655,Plantation,5-6 kHz,Low
530,227375.496070062,331370.116052916,101848.893139516,Plantation,5-6 kHz,Low
540,213253.764636568,269424.90753405,116693.520507953,Plantation,5-6 kHz,Low
550,159777.09588823,172804.313251107,168841.617696274,Natural_Regeneration,5-6 kHz,Low
560,129927.144749342,196961.405194882,173809.065502916,Natural_Regeneration,5-6 kHz,Low
570,157694.197935197,265053.338670816,123474.972091987,Plantation,5-6 kHz,Low
580,160963.192350053,291082.888302186,117493.248503621,Plantation,5-6 kHz,Low
590,166690.014659644,278428.633224391,114074.849583573,Plantation,5-6 kHz,Low
600,201773.398567873,236371.716634949,100584.398451776,Plantation,5-6 kHz,Low
610,187778.841572896,238792.110978862,101740.115847543,Plantation,5-6 kHz,Low
620,140319.445345347,196764.310857496,114190.871060567,Plantation,5-6 kHz,Low
630,132410.719654891,139162.412111385,127061.714659468,Plantation,5-6 kHz,Low
640,103157.952799869,198097.963080509,109618.036788835,Natural_Regeneration,5-6 kHz,Low
650,120856.219415802,110496.312263456,117644.053934587,Reference_Forest,5-6 kHz,Low
660,171800.042093725,215475.2135565,118613.544573871,Plantation,5-6 kHz,Low
670,153236.252972674,185295.634607384,145454.708888453,Plantation,5-6 kHz,Low
680,91652.6737416051,93611.9930692223,104052.011025908,Natural_Regeneration,5-6 kHz,Low
690,91384.3784321116,115886.568908742,96867.468541264,Natural_Regeneration,5-6 kHz,Low
700,118851.847932981,113646.627436848,110095.340560159,Plantation,5-6 kHz,Low
710,36840.3801627375,102646.587064029,95016.1953919984,Natural_Regeneration,5-6 kHz,Low
720,118262.355276843,107482.013342033,109368.895299062,Reference_Forest,5-6 kHz,Low
730,77447.0082290401,88777.1995175405,93068.0834671154,Natural_Regeneration,5-6 kHz,Low
740,63786.0396136108,71982.378497188,103816.97084581,Natural_Regeneration,5-6 kHz,Low
750,44775.6690288035,63817.8800544853,108966.889170104,Natural_Regeneration,5-6 kHz,Low
760,58119.829922363,84296.0375873794,112848.111800898,Natural_Regeneration,5-6 kHz,Low
770,60694.7298427621,46208.8522779151,100704.457945772,Reference_Forest,5-6 kHz,Low
780,36621.6430619537,49666.8959796015,98703.6377209311,Natural_Regeneration,5-6 kHz,Low
790,69474.0373306757,105918.264465045,155134.050879502,Natural_Regeneration,5-6 kHz,Low
800,43537.9075355714,45768.5453730445,128604.995386853,Natural_Regeneration,5-6 kHz,Low
810,50051.2994465912,40346.8529884562,107400.650020216,Reference_Forest,5-6 kHz,Low
820,73996.4501284558,66093.5690595279,95910.0439249966,Reference_Forest,5-6 kHz,Low
830,67193.832817347,51667.9081277197,122962.971681292,Reference_Forest,5-6 kHz,Low
840,90665.2887844128,68334.5978268651,103864.793371589,Reference_Forest,5-6 kHz,Low
850,69121.7910390461,65752.8329344295,133901.001967805,Reference_Forest,5-6 kHz,Low
860,39682.5187389299,64289.2102289092,146709.836010776,Natural_Regeneration,5-6 kHz,Low
870,46391.534762218,62367.3545262569,181281.989851997,Natural_Regeneration,5-6 kHz,Low
880,60125.0010784865,76206.7131839093,176971.798446688,Natural_Regeneration,5-6 kHz,Low
890,73268.7053944456,96687.8777797503,146395.053791472,Natural_Regeneration,5-6 kHz,Low
900,93240.2265821852,127123.35294939,162555.781945295,Natural_Regeneration,5-6 kHz,Low
910,71037.7892758587,89369.8853259038,173177.693770625,Natural_Regeneration,5-6 kHz,Low
920,34540.3895294866,30771.5956333731,159129.311857594,Reference_Forest,5-6 kHz,Low
930,51540.3676953024,63385.7019759123,155526.915664816,Natural_Regeneration,5-6 kHz,Low
940,50776.6212248558,68465.9833308782,120578.345992637,Natural_Regeneration,5-6 kHz,Low
950,56691.5551507217,78151.3741877766,123721.31700817,Natural_Regeneration,5-6 kHz,Low
960,49028.9003739377,55505.4450058049,130258.902611382,Natural_Regeneration,5-6 kHz,Low
970,74631.0495193965,63259.8842017908,154222.474495728,Reference_Forest,5-6 kHz,Low
980,36848.7904903584,64506.965815957,122849.19768354,Natural_Regeneration,5-6 kHz,Low
990,38236.8116294715,72788.400125447,114796.917134551,Natural_Regeneration,5-6 kHz,Low
1000,57607.387772378,48967.5497103438,99402.4154122281,Reference_Forest,5-6 kHz,Low
1010,46610.7890801235,47941.4273366836,111569.775712707,Natural_Regeneration,5-6 kHz,Low
1020,79461.2437069537,24366.3592362303,94731.1078116734,Reference_Forest,5-6 kHz,Low
1030,75570.3288302089,42024.9614945719,119480.981925148,Reference_Forest,5-6 kHz,Low
1040,75035.7156615373,56340.8089070386,117545.422189249,Reference_Forest,5-6 kHz,Low
1050,44649.9516213693,62338.3840939572,95092.6930174134,Natural_Regeneration,5-6 kHz,Low
1060,39691.633086743,63829.0494186121,52734.1745018896,Natural_Regeneration,5-6 kHz,Low
1070,75973.9888275197,128928.974556096,74962.1549623306,Plantation,5-6 kHz,Low
1080,185433.798675029,209611.273423631,73061.6704849874,Plantation,5-6 kHz,Low
1090,20152.3337662672,272841.25538445,45275.7110306297,Natural_Regeneration,5-6 kHz,Low
1100,114223.252849819,64478.102592185,147419.276847118,Reference_Forest,5-6 kHz,Low
1110,216444.616161606,199206.481936636,255338.662153325,Reference_Forest,5-6 kHz,Low
1120,239437.95110423,251665.042989978,318166.161022891,Natural_Regeneration,5-6 kHz,Low
1130,282596.138319991,338611.579116468,349537.038670633,Natural_Regeneration,5-6 kHz,Low
1140,339486.444809613,423027.712376008,407981.912461031,Natural_Regeneration,5-6 kHz,Low
1150,335680.166214395,415462.539308191,389661.961416428,Natural_Regeneration,5-6 kHz,Low
1160,339587.694378816,431417.996740528,390795.91749252,Natural_Regeneration,5-6 kHz,Low
1170,328116.579896252,413338.101747504,392860.047075786,Natural_Regeneration,5-6 kHz,Low
1180,329081.091204988,405375.84870188,374612.988014765,Natural_Regeneration,5-6 kHz,Low
1190,298855.327355316,379194.376039201,349954.653739227,Natural_Regeneration,5-6 kHz,Low
1200,310744.766364746,372334.786010256,340706.023852091,Natural_Regeneration,5-6 kHz,Low
1210,305199.714687373,385098.977781962,360988.026003994,Natural_Regeneration,5-6 kHz,Low
1220,288169.370146667,340570.99937723,311731.475050907,Natural_Regeneration,5-6 kHz,Low
1230,289941.172976691,337572.908881897,310642.266014016,Natural_Regeneration,5-6 kHz,Low
1240,249541.039937007,296653.92196979,269437.079841756,Natural_Regeneration,5-6 kHz,Low
1250,247053.668353253,325106.014839876,288025.544227776,Natural_Regeneration,5-6 kHz,Low
1260,255354.108765553,333553.022849848,299628.999009996,Natural_Regeneration,5-6 kHz,Low
1270,243868.921221944,310169.2369214,273917.26025288,Natural_Regeneration,5-6 kHz,Low
1280,229015.737086844,305051.008988912,268328.187951406,Natural_Regeneration,5-6 kHz,Low
1290,236244.874110969,329775.913150805,285445.885167007,Natural_Regeneration,5-6 kHz,Low
1300,231301.593598221,317022.486770335,272244.98702312,Natural_Regeneration,5-6 kHz,Low
1310,241157.736449074,319491.71651681,282233.426827251,Natural_Regeneration,5-6 kHz,Low
1320,239209.992696709,310183.394518184,274618.92905195,Natural_Regeneration,5-6 kHz,Low
1330,261955.898098236,318778.11173482,294783.774732563,Natural_Regeneration,5-6 kHz,Low
1340,214094.437449108,275134.024107127,249770.832596612,Natural_Regeneration,5-6 kHz,Low
1350,225277.1887295,279859.69734845,265552.335407919,Natural_Regeneration,5-6 kHz,Low
1360,268429.138703041,318429.999257165,290070.36533859,Natural_Regeneration,5-6 kHz,Low
1370,262331.059429049,322743.158556074,289158.554511271,Natural_Regeneration,5-6 kHz,Low
1380,259362.927014245,297139.628985436,261090.018112107,Natural_Regeneration,5-6 kHz,Low
1390,246250.522891288,291731.928278903,260953.957539713,Natural_Regeneration,5-6 kHz,Low
1400,231745.76042056,290327.254661479,255620.16134245,Natural_Regeneration,5-6 kHz,Low
1410,195561.568018903,267240.974389796,229557.246004644,Natural_Regeneration,5-6 kHz,Low
1420,236602.081921104,292895.578486386,256847.439622624,Natural_Regeneration,5-6 kHz,Low
1430,237707.215694417,285494.215398919,246426.522941483,Natural_Regeneration,5-6 kHz,Low
1440,253640.735250485,293316.382257831,248503.171025694,Plantation,5-6 kHz,Low
0,66845.4640846879,47967.3584012678,25744.0796440647,Plantation,6-7 kHz,Low
10,59418.6573501888,44059.7979801207,34082.4125663087,Plantation,6-7 kHz,Low
20,60055.069143534,50303.193867271,34691.3294322616,Plantation,6-7 kHz,Low
30,61300.7227538764,52951.0601887784,39052.1198824931,Plantation,6-7 kHz,Low
40,56753.7796478702,38080.835880671,35642.8920208321,Plantation,6-7 kHz,Low
50,31594.1350638668,36484.5425175191,23742.0301666836,Plantation,6-7 kHz,Low
60,57568.3507754362,54598.5265367412,33271.1312569873,Plantation,6-7 kHz,Low
70,47627.287597023,43426.3520748788,24522.7033850277,Plantation,6-7 kHz,Low
80,49955.2281696361,42048.7565614762,36931.5311067512,Plantation,6-7 kHz,Low
90,42766.9553589358,40222.9235090054,32103.2937189409,Plantation,6-7 kHz,Low
100,49745.0132441664,45725.8145572929,33896.3252747065,Plantation,6-7 kHz,Low
110,70121.0221590454,48944.095170487,45657.0147171728,Plantation,6-7 kHz,Low
120,76094.7840968274,56167.9501270356,45469.7002269321,Plantation,6-7 kHz,Low
130,54676.8238693038,37113.5403685765,35608.6651244345,Plantation,6-7 kHz,Low
140,55004.9129672839,43765.8144364644,34199.4694084198,Plantation,6-7 kHz,Low
150,80165.9543669256,52990.1215906881,39455.9493557521,Plantation,6-7 kHz,Low
160,68508.7537757558,64586.7829811816,44935.4656166527,Plantation,6-7 kHz,Low
170,57940.0100452863,65337.8407364567,51556.5151948791,Plantation,6-7 kHz,Low
180,56954.0938474944,57984.6951388644,39743.538164658,Plantation,6-7 kHz,Low
190,54348.5589632045,56822.5299741746,40732.5572554805,Plantation,6-7 kHz,Low
200,55413.9707820921,51508.6380525871,37447.2475709442,Plantation,6-7 kHz,Low
210,63275.2731179975,59019.154108845,43692.6720366618,Plantation,6-7 kHz,Low
220,58327.738590491,50587.6894910818,39311.4555073809,Plantation,6-7 kHz,Low
230,37547.3726044068,35546.0337928284,29240.8080330726,Plantation,6-7 kHz,Low
240,44546.3432232648,46748.9067528629,41489.6593575719,Plantation,6-7 kHz,Low
