nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category
1100,96997.7032071783,75970.290463979,120752.197514054,Pasture,4-5 kHz
1110,43318.9874714028,60253.2079079478,68029.1067083145,Natural_Regeneration,4-5 kHz
1120,66856.4213470525,53752.1296876347,77391.5545435445,Pasture,4-5 kHz
1130,34434.361423832,41879.2293218215,50038.2014645752,Natural_Regeneration,4-5 kHz
1140,26112.6679486589,69823.0117472876,30536.7633087878,Natural_Regeneration,4-5 kHz
1150,32321.7238934547,73914.0983029078,35179.4044779703,Natural_Regeneration,4-5 kHz
1160,25483.6543782035,88336.66579193,43174.8977692229,Natural_Regeneration,4-5 kHz
1170,26523.1088454828,82503.6859228153,37147.0472648323,Natural_Regeneration,4-5 kHz
1180,30056.2350344742,95904.7090971299,40740.53251942,Natural_Regeneration,4-5 kHz
1190,26466.6384250839,80958.1207911328,27412.7897356666,Natural_Regeneration,4-5 kHz
1200,30788.3402966622,88102.0987458516,32683.9235118143,Natural_Regeneration,4-5 kHz
1210,35176.6318723974,104445.680078875,23890.606975415,Plantation,4-5 kHz
1220,31329.337547501,102642.598779458,32140.731142092,Natural_Regeneration,4-5 kHz
1230,28091.9412452434,83881.652055158,40262.9046264844,Natural_Regeneration,4-5 kHz
1240,29691.1835868521,76562.5634196391,44811.6341025519,Natural_Regeneration,4-5 kHz
1250,49822.103101498,92075.6983093102,50808.0494175833,Natural_Regeneration,4-5 kHz
1260,42854.69931624,80476.1676552046,56521.9678246532,Natural_Regeneration,4-5 kHz
1270,29931.0146466933,62214.2199129642,46645.0665494372,Natural_Regeneration,4-5 kHz
1280,28048.4050594501,64524.4849225477,48570.4266655852,Natural_Regeneration,4-5 kHz
1290,28186.5490973618,78489.6007965744,42744.0919765012,Natural_Regeneration,4-5 kHz
1300,21810.6854618089,56231.9497600975,42936.8075187492,Natural_Regeneration,4-5 kHz
1310,33332.1208767634,43372.2106699656,51274.6254967382,Natural_Regeneration,4-5 kHz
1320,40577.9598521114,60491.310023472,48246.3261348535,Natural_Regeneration,4-5 kHz
1330,50235.4490590721,46897.4239394076,60536.1638375844,Pasture,4-5 kHz
1340,49201.1215659635,38080.3429734264,65552.4217471993,Pasture,4-5 kHz
1350,44389.8939986259,51379.1111201871,57313.6139056708,Natural_Regeneration,4-5 kHz
1360,41890.9380140048,59782.91533371,53938.8126630136,Natural_Regeneration,4-5 kHz
1370,43701.8412573776,24689.859892716,65641.2003116629,Pasture,4-5 kHz
1380,49976.1644037405,32797.2690968484,59796.8110739159,Pasture,4-5 kHz
1390,60075.5586289259,28164.7654146316,70499.5361773185,Pasture,4-5 kHz
1400,50693.602701262,37337.750767029,62265.4757943339,Pasture,4-5 kHz
1410,54133.3742068444,35251.5872197257,67350.5124320915,Pasture,4-5 kHz
1420,43271.3325220727,33109.9894443074,57989.1528251183,Pasture,4-5 kHz
1430,58363.6277412641,32081.3494641089,54566.651949458,Pasture,4-5 kHz
1440,55794.7687740101,39109.1241601227,45084.5880193649,Pasture,4-5 kHz
0,72814.9332026079,238682.530697378,42703.906091225,Plantation,5-6 kHz
10,67941.0187202091,252946.97557344,49670.5380637384,Plantation,5-6 kHz
20,68170.9038441931,251024.425887952,48680.1721253457,Plantation,5-6 kHz
30,66227.9115930572,260955.37725308,55130.8797834763,Plantation,5-6 kHz
40,65541.8987123118,215533.788431044,45891.1323377563,Plantation,5-6 kHz
50,65290.0815712615,199249.704064655,37552.7951412704,Plantation,5-6 kHz
60,69372.3312734385,210487.486292922,40195.72384361,Plantation,5-6 kHz
70,59291.965049276,218115.122488956,36040.6799913956,Plantation,5-6 kHz
80,61068.8123534893,223343.003776035,43930.0616388519,Plantation,5-6 kHz
90,62038.991252741,219605.334086404,50441.3140844342,Plantation,5-6 kHz
100,58416.6026125022,201043.185562159,50805.6020685913,Plantation,5-6 kHz
110,56698.4526713251,190702.206052662,49672.3527337972,Plantation,5-6 kHz
120,63045.0994412515,203461.724236735,47282.9161260636,Plantation,5-6 kHz
130,54510.3097538142,216823.084387502,35510.6502591933,Plantation,5-6 kHz
140,63288.7883233449,226745.318260397,43524.2638805479,Plantation,5-6 kHz
150,67787.8271720009,219759.273904939,46688.7452609208,Plantation,5-6 kHz
160,64007.7688589221,216279.41812271,41428.3983466614,Plantation,5-6 kHz
170,57189.6031754151,210113.831839571,36180.1828480751,Plantation,5-6 kHz
180,53890.4196558084,236930.19443155,36068.522152813,Plantation,5-6 kHz
190,44298.0109508865,224966.686850953,32633.689155359,Plantation,5-6 kHz
200,43545.6881149137,211128.708941767,30646.935595373,Plantation,5-6 kHz
210,48191.2346929792,215504.973495661,28586.3787120095,Plantation,5-6 kHz
220,39584.5208814262,219031.699500958,21739.5308228134,Plantation,5-6 kHz
230,29775.4304331496,199145.247245527,24331.1120176948,Plantation,5-6 kHz
240,28747.5812114729,203182.975366321,17392.7863589188,Plantation,5-6 kHz
250,35331.3462402667,228228.818444606,17673.0128141069,Plantation,5-6 kHz
260,44754.0597428119,241380.446346583,27742.8250079125,Plantation,5-6 kHz
270,38628.476515985,227222.77882307,29313.765682183,Plantation,5-6 kHz
280,33684.4012524188,210242.78741073,26580.3319820249,Plantation,5-6 kHz
290,17538.3066129678,241498.623527929,24839.0336293008,Natural_Regeneration,5-6 kHz
300,32017.5776242679,200278.394901257,26711.4387197701,Plantation,5-6 kHz
310,38826.7278643102,51741.0044140916,153877.358865196,Natural_Regeneration,5-6 kHz
320,168311.02817251,302394.373622447,310359.838517682,Natural_Regeneration,5-6 kHz
330,132042.257767081,259162.781791011,255244.799676085,Natural_Regeneration,5-6 kHz
340,114452.729286999,225783.691359876,237672.533042321,Natural_Regeneration,5-6 kHz
350,95439.3316310562,191043.264126423,212568.649504259,Natural_Regeneration,5-6 kHz
360,70649.459085165,170909.814516835,183934.204789668,Natural_Regeneration,5-6 kHz
370,90183.4219082803,176602.359662168,197452.074896852,Natural_Regeneration,5-6 kHz
380,123819.254344253,185412.039249053,224342.681055076,Natural_Regeneration,5-6 kHz
390,125956.452441541,179337.459781575,237475.373754013,Natural_Regeneration,5-6 kHz
400,106519.117437427,166149.659280662,207604.316597764,Natural_Regeneration,5-6 kHz
410,85630.0562895193,133100.070572322,167304.866578176,Natural_Regeneration,5-6 kHz
420,64303.9208222033,102259.47966912,175497.322038112,Natural_Regeneration,5-6 kHz
430,48860.5995699834,97759.5039919346,145779.75766424,Natural_Regeneration,5-6 kHz
440,52483.969367859,123071.162013084,188480.018800123,Natural_Regeneration,5-6 kHz
450,104784.229452552,140685.421064964,211559.376583333,Natural_Regeneration,5-6 kHz
460,54500.6901850225,112582.941443301,178954.239381736,Natural_Regeneration,5-6 kHz
470,65225.940536307,148522.498238283,194501.290848748,Natural_Regeneration,5-6 kHz
480,66365.6514784982,191820.785867313,196178.773826477,Natural_Regeneration,5-6 kHz
490,56317.2128312358,192327.680459322,188180.952027568,Natural_Regeneration,5-6 kHz
500,79520.7211840102,204101.337136926,202437.964922271,Natural_Regeneration,5-6 kHz
510,63735.5182482359,181994.621040599,172121.75525411,Natural_Regeneration,5-6 kHz
520,41693.0347608547,170948.283587015,140777.154789961,Natural_Regeneration,5-6 kHz
530,60205.7560628217,172932.543412624,156681.810234172,Natural_Regeneration,5-6 kHz
540,51177.8993503928,182158.574937724,149572.337989358,Natural_Regeneration,5-6 kHz
550,48295.0458020925,134717.44581118,126485.528884012,Natural_Regeneration,5-6 kHz
560,58833.0383643553,122593.509596403,129770.165827734,Natural_Regeneration,5-6 kHz
570,53916.4747158185,174293.924817467,154601.810806199,Natural_Regeneration,5-6 kHz
580,56229.8858827301,174163.194569735,152773.486866866,Natural_Regeneration,5-6 kHz
590,64903.5553838846,163723.440623698,169269.980884319,Natural_Regeneration,5-6 kHz
600,61655.2266288477,138331.655193273,151330.57560196,Natural_Regeneration,5-6 kHz
610,45323.9554941801,137660.410585582,133924.897480083,Natural_Regeneration,5-6 kHz
620,69169.6097257912,137357.731775214,141212.185293191,Natural_Regeneration,5-6 kHz
630,72910.3856826698,112420.451325925,159103.286994381,Natural_Regeneration,5-6 kHz
640,81437.6958524414,116660.30511895,136844.710265361,Natural_Regeneration,5-6 kHz
650,61924.9786674408,84790.4550049776,112367.229311119,Natural_Regeneration,5-6 kHz
660,72494.1059784421,107489.122042004,117969.348533891,Natural_Regeneration,5-6 kHz
670,71502.78599063,84150.5009792008,130876.586988453,Natural_Regeneration,5-6 kHz
680,61532.9213196182,58762.6509027187,124177.427558311,Pasture,5-6 kHz
690,63730.1805623757,54526.3641584727,94756.3325124006,Pasture,5-6 kHz
700,49342.1532128301,47374.1204653415,123717.219594982,Pasture,5-6 kHz
710,64437.1143816556,43165.3621851473,101757.607515165,Pasture,5-6 kHz
720,35110.1343472761,52662.504638302,83117.1394392074,Natural_Regeneration,5-6 kHz
730,39744.3013501971,58092.6704214384,60286.5829557799,Natural_Regeneration,5-6 kHz
740,32836.3267191371,50291.7790198345,57291.3956973213,Natural_Regeneration,5-6 kHz
750,27046.7375585939,40959.7524426682,82212.7422666921,Natural_Regeneration,5-6 kHz
760,59869.0321707529,43283.7831183614,108954.576188302,Pasture,5-6 kHz
770,45619.9678083075,49356.4901360054,89142.5114760228,Natural_Regeneration,5-6 kHz
780,42586.9155098023,40258.1968469589,82159.900545561,Pasture,5-6 kHz
790,50661.9771235205,28813.4867434332,87815.2064238031,Pasture,5-6 kHz
800,48835.9189382617,23207.9737364845,99532.6423787752,Pasture,5-6 kHz
810,45155.85058389,28153.4786952876,88631.627377577,Pasture,5-6 kHz
820,46732.0873593852,30904.5848913184,100156.339084693,Pasture,5-6 kHz
830,32486.70076486,32373.3699861126,91403.3689403186,Pasture,5-6 kHz
840,37568.6444914184,29960.3905789043,84384.5890240027,Pasture,5-6 kHz
850,56181.107507121,21536.0277377566,113120.690912334,Pasture,5-6 kHz
860,64437.4707496653,41236.6936726498,83696.290424828,Pasture,5-6 kHz
870,45013.9842224768,57599.8294301034,81268.9003913275,Natural_Regeneration,5-6 kHz
880,70247.4624537696,32413.7643750423,116880.194824491,Pasture,5-6 kHz
890,68623.8843046485,44994.9277506543,136079.535799264,Pasture,5-6 kHz
900,84128.7036349409,76078.5342245504,138903.098933533,Pasture,5-6 kHz
910,52408.5216556004,41955.9660810474,115366.460893173,Pasture,5-6 kHz
920,85183.1468855854,31130.4486575252,133960.452735006,Pasture,5-6 kHz
930,81199.1770781957,36511.0525236723,96836.6634174414,Pasture,5-6 kHz
940,66899.3405802345,25720.0434202359,95524.4194054359,Pasture,5-6 kHz
950,57921.415020886,24528.0424087833,97488.6654692019,Pasture,5-6 kHz
960,81532.5772733005,22610.5246527205,112325.825813144,Pasture,5-6 kHz
970,51662.5536174677,55225.8700867492,67884.9100693412,Natural_Regeneration,5-6 kHz
980,50480.2889807319,24082.3408674372,87762.2743942585,Pasture,5-6 kHz
990,56125.2745970787,32041.7484723398,83234.8477370051,Pasture,5-6 kHz
1000,55591.6240232748,48227.059081278,80968.7276185321,Pasture,5-6 kHz
1010,82198.7661804199,41175.9057945786,107687.028803526,Pasture,5-6 kHz
1020,65304.1596805128,33678.8096267055,70123.3637124146,Pasture,5-6 kHz
1030,36735.0890195475,46530.0494137231,47922.7197743414,Natural_Regeneration,5-6 kHz
1040,30520.5730309359,54909.4544725084,42993.0665011855,Natural_Regeneration,5-6 kHz
1050,28944.1934866715,70368.428092668,13518.1642152821,Plantation,5-6 kHz
1060,20610.8426132934,41395.4694899472,30992.8658337002,Natural_Regeneration,5-6 kHz
1070,51071.8667421978,60382.7797238311,67359.4141344817,Natural_Regeneration,5-6 kHz
1080,85668.6805247261,114866.919598168,109290.229521057,Natural_Regeneration,5-6 kHz
1090,147863.641979071,157077.072895108,139003.426886771,Plantation,5-6 kHz
1100,53314.4331636962,97267.9831951532,28418.4954827933,Plantation,5-6 kHz
1110,17979.8197744597,191990.992149383,27693.1966281389,Natural_Regeneration,5-6 kHz
1120,18830.9467846091,222387.669170216,14771.665759011,Plantation,5-6 kHz
1130,18172.1617442556,258717.493948491,28493.5114089982,Natural_Regeneration,5-6 kHz
1140,42063.6789045555,307199.968908705,45760.432612967,Natural_Regeneration,5-6 kHz
1150,49622.1726134414,303457.247384252,42111.7084462024,Plantation,5-6 kHz
1160,46993.9857655252,300986.279333749,49890.9101977366,Natural_Regeneration,5-6 kHz
1170,37724.0686802624,268717.539397263,33764.7628692124,Plantation,5-6 kHz
1180,41795.6458302601,265214.95470459,34852.5654163225,Plantation,5-6 kHz
1190,35892.8166642695,248673.892139834,31820.4983536629,Plantation,5-6 kHz
1200,26227.6058333258,239698.074896234,28834.9928876707,Natural_Regeneration,5-6 kHz
1210,38442.3615224166,256121.239030724,21108.5543250674,Plantation,5-6 kHz
1220,25574.5580686641,230220.534782961,25554.2355494349,Plantation,5-6 kHz
1230,23717.8023562902,229776.719466868,26149.1790198833,Natural_Regeneration,5-6 kHz
1240,28232.695782696,211125.682769681,23021.3289040472,Plantation,5-6 kHz
1250,39778.2955552707,220804.373318463,23944.6384162899,Plantation,5-6 kHz
1260,39969.2489394512,240901.030080351,20624.4180982245,Plantation,5-6 kHz
1270,38380.7763981603,222772.500544489,23720.8978321333,Plantation,5-6 kHz
1280,39610.568843946,227150.412422335,27432.4752659563,Plantation,5-6 kHz
1290,53905.2783233806,246465.907608292,39359.9634639244,Plantation,5-6 kHz
1300,54994.5741116929,241083.480506242,39643.4558864379,Plantation,5-6 kHz
1310,49981.3192233748,241781.142876092,31323.9509496246,Plantation,5-6 kHz
1320,47960.9754354825,232756.637683031,35855.3377597672,Plantation,5-6 kHz
1330,41674.8271155856,242478.586318772,27378.9118442434,Plantation,5-6 kHz
1340,46792.5746316899,211239.709413813,29238.239243831,Plantation,5-6 kHz
1350,49197.4903925004,219849.434059405,26305.6099231204,Plantation,5-6 kHz
1360,53232.7385740397,244956.582396522,31894.5814111895,Plantation,5-6 kHz
1370,49868.9976070367,253844.797285104,26546.0550537035,Plantation,5-6 kHz
1380,45295.3556409328,240208.503730122,32776.8215352368,Plantation,5-6 kHz
1390,45397.8564057809,243966.076422816,41752.329262689,Plantation,5-6 kHz
1400,54228.9975907744,231064.765060945,37337.7312286508,Plantation,5-6 kHz
1410,65506.1905568325,218073.669731575,40361.3990978378,Plantation,5-6 kHz
1420,68092.3317347089,246568.715727383,36720.1857533563,Plantation,5-6 kHz
1430,80196.2547130589,249303.450651842,43404.7777772037,Plantation,5-6 kHz
1440,78315.1378533979,247898.23284562,44791.0507165419,Plantation,5-6 kHz
0,22891.0525610597,13914.365944676,18886.8277788577,Pasture,6-7 kHz
10,31123.1729536954,23939.897792696,20368.2391981392,Plantation,6-7 kHz
20,34711.0045636534,22514.0239573734,19166.9145823573,Plantation,6-7 kHz
30,28729.1664038523,37532.5166008082,14830.7022762282,Plantation,6-7 kHz
40,31821.9552275288,27848.8844966461,14318.9529897457,Plantation,6-7 kHz
50,25595.3856066041,19430.1099760176,14443.1441314031,Plantation,6-7 kHz
60,25781.9647521092,24405.8638730767,14044.7559185878,Plantation,6-7 kHz
70,28531.0963095762,26133.2949638821,15652.7952537624,Plantation,6-7 kHz
80,31914.3486039764,20446.0884939027,18527.7240814399,Plantation,6-7 kHz
90,39576.601642808,23381.1296089316,23452.8147613438,Pasture,6-7 kHz
100,35786.9233716817,30153.4998275598,30953.3019764993,Pasture,6-7 kHz
110,41574.8259236337,40556.01647253,37620.6234787052,Plantation,6-7 kHz
120,38199.6699819895,32005.726108529,23769.8907536003,Plantation,6-7 kHz
130,31387.3935824881,26141.2358191828,23178.9692313859,Plantation,6-7 kHz
140,34484.239158587,33387.7231830133,30022.4430390625,Plantation,6-7 kHz
150,29417.4492639376,23957.9924350505,18769.0832419067,Plantation,6-7 kHz
160,23828.6709815262,25911.8922670189,17939.0250281944,Plantation,6-7 kHz
170,23554.135017953,20026.9117525002,21613.5410197264,Pasture,6-7 kHz
180,26280.4920738628,19658.4726590693,22808.5687296951,Pasture,6-7 kHz
190,21243.5880360305,33230.5039134449,14984.6889871461,Plantation,6-7 kHz
200,16736.8010209717,22506.8908741133,16818.850920518,Natural_Regeneration,6-7 kHz
210,18425.1901133968,24386.1226853937,18900.9887438493,Natural_Regeneration,6-7 kHz
220,13053.3790585207,15366.2462652165,19981.6204569766,Natural_Regeneration,6-7 kHz
230,27871.6843909377,32923.9734992488,33046.3664092613,Natural_Regeneration,6-7 kHz
240,19493.735435368,28689.4943811279,33651.9111663534,Natural_Regeneration,6-7 kHz
250,18587.0545621551,37756.4843831058,30662.8171037492,Natural_Regeneration,6-7 kHz
260,35058.5649813282,41437.0824353666,42843.8097688105,Natural_Regeneration,6-7 kHz
270,25782.8585238179,33627.0647722818,38366.5409306692,Natural_Regeneration,6-7 kHz
280,23809.6980706826,32717.309342122,46473.619515923,Natural_Regeneration,6-7 kHz
290,19939.140556188,35915.0474620454,30867.8220232234,Natural_Regeneration,6-7 kHz
300,51779.5684326925,41608.5967145225,38541.0729622269,Plantation,6-7 kHz
310,57494.559343259,197678.432783978,131784.703587092,Natural_Regeneration,6-7 kHz
320,155919.436976318,424199.087696985,284765.07550155,Natural_Regeneration,6-7 kHz
330,130524.182789474,338973.026841331,228403.134169811,Natural_Regeneration,6-7 kHz
340,102562.495179731,269483.329264304,164807.828609588,Natural_Regeneration,6-7 kHz
350,67278.6324682358,223969.498205765,145481.153663067,Natural_Regeneration,6-7 kHz
360,60243.9926760835,181177.858575063,124686.098903931,Natural_Regeneration,6-7 kHz
370,63117.304081203,188902.802549467,121681.736966136,Natural_Regeneration,6-7 kHz
380,66930.1787694025,200535.422484997,135195.45047047,Natural_Regeneration,6-7 kHz
390,97309.3934612117,194335.330571153,145038.529239906,Natural_Regeneration,6-7 kHz
400,68346.764705525,188048.141235202,124294.074013858,Natural_Regeneration,6-7 kHz
410,58632.7601795704,170778.127328333,101135.12988948,Natural_Regeneration,6-7 kHz
420,47336.7640364114,163242.309551311,102140.376564895,Natural_Regeneration,6-7 kHz
430,44983.5288081778,142898.843455489,85093.9345602682,Natural_Regeneration,6-7 kHz
440,51803.4530896603,196504.571458133,111615.462071802,Natural_Regeneration,6-7 kHz
450,70002.1746401937,180641.276272943,127679.702445916,Natural_Regeneration,6-7 kHz
460,46339.7729443076,124598.783356048,93791.1217621444,Natural_Regeneration,6-7 kHz
470,50018.9946559034,140134.518819563,109914.410926363,Natural_Regeneration,6-7 kHz
480,52562.4146931294,178351.20574136,129123.399600096,Natural_Regeneration,6-7 kHz
490,46362.0891385817,182819.929518969,126680.666840511,Natural_Regeneration,6-7 kHz
500,59628.4876057476,189974.556323945,124933.122852557,Natural_Regeneration,6-7 kHz
510,35134.3509442089,178644.29650136,100477.267108297,Natural_Regeneration,6-7 kHz
520,32682.6106784566,173898.369264295,91157.3062672501,Natural_Regeneration,6-7 kHz
530,55698.4769610928,177923.258246924,114065.205257562,Natural_Regeneration,6-7 kHz
540,60901.1123938701,191492.808940687,126624.797135344,Natural_Regeneration,6-7 kHz
550,41228.9386469511,152908.003543151,122706.657933207,Natural_Regeneration,6-7 kHz
560,46573.3371645188,148712.724249933,120680.858414657,Natural_Regeneration,6-7 kHz
570,64341.1025303152,195992.751224405,150056.36168275,Natural_Regeneration,6-7 kHz
580,92386.9663973985,207514.445218489,162300.249453001,Natural_Regeneration,6-7 kHz
590,71016.850172068,166779.562842693,147087.848027879,Natural_Regeneration,6-7 kHz
600,60455.3520478731,150875.570035392,133058.712034118,Natural_Regeneration,6-7 kHz
610,69925.0938893835,159086.986806636,136103.747368713,Natural_Regeneration,6-7 kHz
620,88042.9820293611,177512.013507843,150572.760731562,Natural_Regeneration,6-7 kHz
630,83401.6863709323,142719.564266028,145118.385450119,Natural_Regeneration,6-7 kHz
640,59126.3652800629,130193.493780092,136467.912391447,Natural_Regeneration,6-7 kHz
650,52027.950425304,93518.2147356694,111301.926328714,Natural_Regeneration,6-7 kHz
660,42649.1476417409,110005.572111801,110789.197232322,Natural_Regeneration,6-7 kHz
670,74647.1371355656,94115.1885678309,122784.071112512,Natural_Regeneration,6-7 kHz
680,80129.3121867412,106008.706402684,130843.723112033,Natural_Regeneration,6-7 kHz
690,66479.7856646985,95486.5954627162,98553.2877342205,Natural_Regeneration,6-7 kHz
700,61021.5233124716,81299.023900783,131904.554161582,Natural_Regeneration,6-7 kHz
710,59380.2891207131,82405.7815774943,104056.887491139,Natural_Regeneration,6-7 kHz
720,35920.0529989266,76615.5235516384,70331.8293756143,Natural_Regeneration,6-7 kHz
730,44327.962514206,95070.4277197772,74408.4315696215,Natural_Regeneration,6-7 kHz
740,30455.9394101457,60790.5634691768,66588.8036241735,Natural_Regeneration,6-7 kHz
750,37606.8958081881,78098.3947106195,88954.4619509866,Natural_Regeneration,6-7 kHz
760,67469.4199545377,72308.6085821956,104803.294656172,Natural_Regeneration,6-7 kHz
770,52355.163560179,69606.8251461158,84921.0875648979,Natural_Regeneration,6-7 kHz
780,63117.3407518801,79923.4139064127,88755.6329065784,Natural_Regeneration,6-7 kHz
790,60778.1081289515,39085.4323630126,96432.0901792562,Pasture,6-7 kHz
800,37959.531052517,51469.188882757,95811.2658901929,Natural_Regeneration,6-7 kHz
810,57705.1074087449,63038.2133921288,91943.6414588195,Natural_Regeneration,6-7 kHz
820,55370.0581138194,67717.1574164408,99499.949492455,Natural_Regeneration,6-7 kHz
830,32064.4922715297,32468.7418248976,90783.9563593335,Natural_Regeneration,6-7 kHz
840,50072.8242250518,39340.7350591302,81437.4274973561,Pasture,6-7 kHz
850,57499.1623444181,32260.4102203095,100699.226321831,Pasture,6-7 kHz
860,55032.7061536331,26590.3367716968,82115.1222389902,Pasture,6-7 kHz
870,57565.8749523447,32028.0447847796,94142.2035021912,Pasture,6-7 kHz
880,72652.2483459699,46730.9362783374,113425.739542973,Pasture,6-7 kHz
890,70443.0084934508,69483.4480593949,123395.56025409,Pasture,6-7 kHz
900,64229.8062472016,72552.1075577846,120716.076212474,Natural_Regeneration,6-7 kHz
910,52275.1794648041,48917.4881151932,116451.801126838,Pasture,6-7 kHz
920,58128.9067222287,72389.5861243144,126032.593926263,Natural_Regeneration,6-7 kHz
930,54423.1367291943,47206.6794668742,92268.9360120134,Pasture,6-7 kHz
940,59203.7805277291,74504.3239449789,103807.674012675,Natural_Regeneration,6-7 kHz
950,47700.5199189017,68829.7257648539,98187.2063767536,Natural_Regeneration,6-7 kHz
960,54489.1991810386,71780.8633292848,85209.8684184256,Natural_Regeneration,6-7 kHz
970,53838.6189070397,46028.4675340375,76273.2780365199,Pasture,6-7 kHz
980,61652.529599506,49239.6728853878,82818.8544074123,Pasture,6-7 kHz
990,60535.769272946,48692.5540875274,76134.2313099826,Pasture,6-7 kHz
1000,57592.658643789,26559.2233799388,63249.4547744759,Pasture,6-7 kHz
1010,50463.8254454383,47125.8283918685,83451.6420708695,Pasture,6-7 kHz
1020,39043.3805069316,43955.8308624277,61278.0917781802,Natural_Regeneration,6-7 kHz
1030,38175.946638654,59599.0315309894,56282.2295705397,Natural_Regeneration,6-7 kHz
1040,34111.0964468133,77082.8402698632,56197.0760562987,Natural_Regeneration,6-7 kHz
1050,24283.6912200725,66406.1924572867,28836.3205086752,Natural_Regeneration,6-7 kHz
1060,21207.3418553705,60022.4112179785,37033.6508048605,Natural_Regeneration,6-7 kHz
1070,54028.6784398949,66597.3328487783,48400.8438650231,Plantation,6-7 kHz
1080,86592.6595243928,81732.9124457799,55902.6527208238,Plantation,6-7 kHz
1090,68981.6879496633,96275.6221063317,74927.8522838811,Natural_Regeneration,6-7 kHz
1100,23324.5008591763,36371.8871845495,27606.8877890327,Natural_Regeneration,6-7 kHz
1110,28857.3604583618,70219.616650157,28839.8419969317,Plantation,6-7 kHz
1120,40832.1460970955,99210.664502397,40275.80331585,Plantation,6-7 kHz
1130,42565.2647044583,113172.8518393,45521.6140941293,Natural_Regeneration,6-7 kHz
1140,45293.6744772735,105933.27997397,42126.7183593062,Plantation,6-7 kHz
1150,35888.9114516089,69648.0184735819,37817.9298737786,Natural_Regeneration,6-7 kHz
1160,26238.6182314624,47268.6216675505,28528.6281663827,Natural_Regeneration,6-7 kHz
1170,26294.7227750239,58962.3508630666,28473.4384613842,Natural_Regeneration,6-7 kHz
1180,27734.0170051711,53375.0973286946,26869.1779506721,Plantation,6-7 kHz
1190,25933.4924586051,37142.0180912346,19267.7017836484,Plantation,6-7 kHz
1200,38554.0912064322,26304.957984001,21948.4037765133,Plantation,6-7 kHz
1210,40485.7649338376,21535.3175470092,19529.7144060549,Plantation,6-7 kHz
1220,31073.7281826259,30121.6892822396,15905.3242940386,Plantation,6-7 kHz
1230,27146.7683665183,20065.3507477823,17855.5573122552,Plantation,6-7 kHz
1240,36708.1456914116,20633.9906455231,23736.1871821331,Pasture,6-7 kHz
1250,32610.6824564643,28205.0679855577,15015.8017757531,Plantation,6-7 kHz
1260,34410.5646640304,23196.7295559173,12918.5579598812,Plantation,6-7 kHz
1270,24922.4403075304,36237.5120228736,15053.2835004652,Plantation,6-7 kHz
1280,23310.620131094,30550.3273360902,19844.866952585,Plantation,6-7 kHz
1290,22386.2607523596,26320.5402805911,24022.9299931886,Natural_Regeneration,6-7 kHz
1300,15740.4478619175,29651.5561680809,27639.6569738098,Natural_Regeneration,6-7 kHz
1310,25467.9720445316,27811.4866836846,29066.7552955258,Natural_Regeneration,6-7 kHz
1320,22421.1584293434,24993.2127170655,32122.0678368375,Natural_Regeneration,6-7 kHz
1330,18198.2141948103,31425.8200371143,38606.480052232,Natural_Regeneration,6-7 kHz
1340,18557.1151652805,23342.8935515207,21506.0964891117,Natural_Regeneration,6-7 kHz
1350,10669.7769914593,28059.0059089244,19837.1672867267,Natural_Regeneration,6-7 kHz
1360,19315.6015083551,20940.4604461785,24387.5040163346,Natural_Regeneration,6-7 kHz
1370,18681.8254212999,17535.4025853956,24181.9354153896,Pasture,6-7 kHz
1380,23680.2302886459,16559.5003785049,25308.7280730233,Pasture,6-7 kHz
1390,17098.6240742411,22594.5830475996,15480.8697008796,Plantation,6-7 kHz
1400,19066.1852653633,28915.7656232173,18907.1200671524,Plantation,6-7 kHz
1410,25507.1957994618,18884.6936921703,11697.5489732531,Plantation,6-7 kHz
1420,31075.2056980732,23743.6343869363,14591.6919890177,Plantation,6-7 kHz
1430,28208.4851531672,15339.9370699596,12327.6671744186,Plantation,6-7 kHz
1440,21710.9047749109,14120.6112852459,16432.619430378,Pasture,6-7 kHz
0,194123.639672966,221948.787571569,219264.974917442,Natural_Regeneration,7-8 kHz
10,199394.020339338,227762.45197821,218830.04158624,Natural_Regeneration,7-8 kHz
20,234946.083750473,285710.525692417,255365.074699211,Natural_Regeneration,7-8 kHz
30,218969.660338964,251991.314685744,235945.868055441,Natural_Regeneration,7-8 kHz
40,224653.195395628,270415.039127199,232318.377679854,Natural_Regeneration,7-8 kHz
50,206043.208317384,258342.326294119,213869.137699494,Natural_Regeneration,7-8 kHz
60,190541.97059074,242668.272779254,209524.69227728,Natural_Regeneration,7-8 kHz
70,190703.0939822,227374.446497763,213291.98334972,Natural_Regeneration,7-8 kHz
80,182258.760823486,217721.78714422,219038.485341362,Natural_Regeneration,7-8 kHz
90,202002.885469804,239438.255388498,232675.153303575,Natural_Regeneration,7-8 kHz
100,204697.525108491,253828.974664742,244571.459355763,Natural_Regeneration,7-8 kHz
110,226098.302218936,281667.490863708,257696.478435801,Natural_Regeneration,7-8 kHz
120,222729.575399039,277778.749123972,239099.415902493,Natural_Regeneration,7-8 kHz
130,206638.040769735,281424.472421333,238823.177194823,Natural_Regeneration,7-8 kHz
140,218339.655448797,286734.909618808,252904.936300398,Natural_Regeneration,7-8 kHz
150,206791.412737205,261761.321190492,227177.840955653,Natural_Regeneration,7-8 kHz
