nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category,dist_road_cat
150,19889.3529082695,220179.386080117,69862.5398795705,Natural_Regeneration,5-6 kHz,High
160,17050.3380567254,188033.657147102,58364.8198970901,Natural_Regeneration,5-6 kHz,High
170,18777.0254857407,191958.960928852,61751.4427846536,Natural_Regeneration,5-6 kHz,High
180,15646.6389346781,217254.480164872,53429.1894997076,Natural_Regeneration,5-6 kHz,High
190,15913.1519408057,160815.65292591,49892.946726803,Natural_Regeneration,5-6 kHz,High
200,12370.0514549152,133854.36936235,51326.0041025173,Natural_Regeneration,5-6 kHz,High
210,15248.0184880727,177955.157514411,46233.2690547387,Natural_Regeneration,5-6 kHz,High
220,17004.0656996606,205175.340882993,41826.757038862,Natural_Regeneration,5-6 kHz,High
230,23559.8750564667,207818.857018609,45489.7072286476,Natural_Regeneration,5-6 kHz,High
240,21157.4519111147,183453.898052173,45497.8596063314,Natural_Regeneration,5-6 kHz,High
250,17760.8480817576,193373.626150263,32728.3023445227,Natural_Regeneration,5-6 kHz,High
260,21034.5412077086,185606.235006291,32507.433062283,Natural_Regeneration,5-6 kHz,High
270,34195.1924105004,208719.644345069,51187.1577737424,Natural_Regeneration,5-6 kHz,High
280,28693.686768032,168012.882761137,32083.5187783959,Natural_Regeneration,5-6 kHz,High
290,20042.2523804996,207458.896947516,44948.7834509683,Natural_Regeneration,5-6 kHz,High
300,32086.8033409835,152910.772072223,49238.1945182006,Natural_Regeneration,5-6 kHz,High
310,121628.126949163,82051.3477977845,62157.9335375974,Plantation,5-6 kHz,High
320,95031.8918399005,161398.135294911,145804.619131086,Natural_Regeneration,5-6 kHz,High
330,44733.3237848548,199235.944758556,140212.116567148,Natural_Regeneration,5-6 kHz,High
340,70299.8960530991,172521.697405283,179852.200806925,Natural_Regeneration,5-6 kHz,High
350,102646.569747443,182502.958309586,186054.710079085,Natural_Regeneration,5-6 kHz,High
360,103579.930990331,173177.569173635,149021.802485273,Natural_Regeneration,5-6 kHz,High
370,87405.6482845726,103154.262975874,140438.071083214,Natural_Regeneration,5-6 kHz,High
380,122695.410087882,183128.627417533,136885.4330141,Natural_Regeneration,5-6 kHz,High
390,192930.461056374,239661.303326152,220127.694715133,Natural_Regeneration,5-6 kHz,High
400,94819.4845749468,134332.22149888,124354.932845495,Natural_Regeneration,5-6 kHz,High
410,82631.6430075578,114517.64742174,145840.131501312,Natural_Regeneration,5-6 kHz,High
420,121029.30093039,153702.715058152,159370.614283006,Natural_Regeneration,5-6 kHz,High
430,129675.697144336,209425.223304529,133728.202891524,Natural_Regeneration,5-6 kHz,High
440,136233.060241688,246979.691768751,184694.793810423,Natural_Regeneration,5-6 kHz,High
450,80820.7545484052,170322.387968648,155775.337552057,Natural_Regeneration,5-6 kHz,High
460,137802.403539293,232625.269677156,154790.218605143,Natural_Regeneration,5-6 kHz,High
470,142852.027293924,204526.422428679,163605.275090954,Natural_Regeneration,5-6 kHz,High
480,115677.148661632,207085.914915494,140036.511925423,Natural_Regeneration,5-6 kHz,High
490,94347.4718406054,253768.386939816,151883.924900074,Natural_Regeneration,5-6 kHz,High
500,119157.083520223,239515.490719807,174991.805498041,Natural_Regeneration,5-6 kHz,High
510,124621.492768025,214894.567846069,130438.53284147,Natural_Regeneration,5-6 kHz,High
520,94753.3282699628,168588.433458297,120201.105117301,Natural_Regeneration,5-6 kHz,High
530,123508.31294544,281084.423834611,134874.474486896,Natural_Regeneration,5-6 kHz,High
540,190029.495978524,269609.965381186,183800.812369876,Plantation,5-6 kHz,High
550,164265.6318419,239312.826091294,164234.230903458,Plantation,5-6 kHz,High
560,162946.942622679,229325.868052468,170790.013714457,Natural_Regeneration,5-6 kHz,High
570,233425.475286259,314990.257764346,215515.843586986,Plantation,5-6 kHz,High
580,139409.934955668,248677.752265502,170176.267479589,Natural_Regeneration,5-6 kHz,High
590,93651.1033056234,156714.646490429,162219.805316502,Natural_Regeneration,5-6 kHz,High
600,113536.885420326,212026.86170261,182670.4983879,Natural_Regeneration,5-6 kHz,High
610,118054.986186378,201346.504431798,190620.43867991,Natural_Regeneration,5-6 kHz,High
620,92830.0998632773,151172.896873873,114010.759020234,Natural_Regeneration,5-6 kHz,High
630,134118.748553728,173878.62705812,187519.73788558,Natural_Regeneration,5-6 kHz,High
640,78840.2496830032,194500.706344971,138965.951123063,Natural_Regeneration,5-6 kHz,High
650,101304.681344784,145194.254872391,123285.627210225,Natural_Regeneration,5-6 kHz,High
660,99598.092898382,113556.897657187,158298.948956286,Natural_Regeneration,5-6 kHz,High
670,91397.0642541545,134128.306023129,115047.681265682,Natural_Regeneration,5-6 kHz,High
680,164508.483360862,155688.405908999,181089.62190041,Pasture,5-6 kHz,High
690,137184.997294132,61873.5325263197,129641.717304915,Pasture,5-6 kHz,High
700,45643.854554395,68599.5683801104,114393.914810821,Natural_Regeneration,5-6 kHz,High
710,95324.4041287691,83187.876171564,99363.890695304,Pasture,5-6 kHz,High
720,88236.1561584493,74502.8542291068,125418.077606487,Pasture,5-6 kHz,High
730,77356.4648200178,49467.8231063644,89396.1741266817,Pasture,5-6 kHz,High
740,53842.2919867378,116711.294940073,84906.8335926455,Natural_Regeneration,5-6 kHz,High
750,73545.6821548419,71479.9362128391,89947.6046631544,Pasture,5-6 kHz,High
760,68768.092986498,47566.946713018,99720.4543552115,Pasture,5-6 kHz,High
770,97679.250324438,50145.5074376935,140912.748869085,Pasture,5-6 kHz,High
780,81218.4247541443,60198.2366800711,87305.5757711272,Pasture,5-6 kHz,High
790,73945.1947814507,43753.3691651632,67091.869585247,Pasture,5-6 kHz,High
800,79084.7197234875,72126.8575032625,93662.4557633131,Pasture,5-6 kHz,High
810,89299.207761658,48878.1086647093,84077.6951272824,Pasture,5-6 kHz,High
820,114652.945157589,76561.5802389531,94429.358782462,Pasture,5-6 kHz,High
830,123973.653011112,68943.5163234444,125940.386454034,Pasture,5-6 kHz,High
840,89395.9922749089,41652.9408062649,103535.430387249,Pasture,5-6 kHz,High
850,96774.5692331487,54251.1891665635,107306.284047139,Pasture,5-6 kHz,High
860,106000.462413961,112028.683799501,100890.336173217,Plantation,5-6 kHz,High
870,56494.8915612963,108242.707285052,60289.9327999482,Natural_Regeneration,5-6 kHz,High
880,64837.4798667798,83503.9926480459,98841.2922713438,Natural_Regeneration,5-6 kHz,High
890,108735.817510207,60587.6843854031,156947.872547211,Pasture,5-6 kHz,High
900,103061.967680532,61210.9394042341,169413.68184321,Pasture,5-6 kHz,High
910,153718.818370466,39814.7629191281,194911.794065454,Pasture,5-6 kHz,High
920,137610.961441295,46707.3198613179,178649.083939154,Pasture,5-6 kHz,High
930,81814.3638977191,48487.549898059,146479.435177981,Pasture,5-6 kHz,High
940,67267.1359499814,51136.3926039054,114387.852809373,Pasture,5-6 kHz,High
950,66890.2219048441,72610.886135484,96310.8274892574,Natural_Regeneration,5-6 kHz,High
960,66805.8901423267,32661.1499887342,114226.95749978,Pasture,5-6 kHz,High
970,108037.468615895,165734.041522841,90245.43545548,Plantation,5-6 kHz,High
980,58973.9991562711,93263.2859844341,71358.7662237876,Natural_Regeneration,5-6 kHz,High
990,96368.4337895202,127076.710712435,70760.295283557,Plantation,5-6 kHz,High
1000,43987.9749570935,76925.9840723598,88936.451503866,Natural_Regeneration,5-6 kHz,High
1010,72271.2368405566,88239.211606215,153137.125700681,Natural_Regeneration,5-6 kHz,High
1020,54648.2560697097,63480.0857522031,115122.165553092,Natural_Regeneration,5-6 kHz,High
1030,31405.0347373759,104005.115780868,72683.0763467982,Natural_Regeneration,5-6 kHz,High
1040,32898.5309177093,74151.0333728435,54549.6926193476,Natural_Regeneration,5-6 kHz,High
1050,45798.1466835192,113293.50503483,65508.9107643875,Natural_Regeneration,5-6 kHz,High
1060,57881.7701799339,82630.9629499881,67217.1338531694,Natural_Regeneration,5-6 kHz,High
1070,180407.15093243,86007.8661530742,52743.9827864442,Plantation,5-6 kHz,High
1080,274695.34257403,58952.7155483107,120656.771055258,Pasture,5-6 kHz,High
1090,104512.912620164,128665.81060195,111530.729702756,Natural_Regeneration,5-6 kHz,High
1100,32763.205680314,97828.7020125699,94158.9502666796,Natural_Regeneration,5-6 kHz,High
1110,33396.2837577001,83795.8536890968,68785.333438314,Natural_Regeneration,5-6 kHz,High
1120,41827.0600232426,121379.570113522,60020.1127101145,Natural_Regeneration,5-6 kHz,High
1130,33385.1037891197,149292.310825497,52155.4116980437,Natural_Regeneration,5-6 kHz,High
1140,32950.6896033223,153713.05689915,70572.6341698228,Natural_Regeneration,5-6 kHz,High
1150,34282.3876432021,179222.416514223,52912.6678765426,Natural_Regeneration,5-6 kHz,High
1160,28342.522759114,191527.864443484,71515.8434484096,Natural_Regeneration,5-6 kHz,High
1170,19082.3649074306,122919.773396706,73915.2795963206,Natural_Regeneration,5-6 kHz,High
1180,24707.4736255476,150141.252232346,75963.6389117914,Natural_Regeneration,5-6 kHz,High
1190,19815.0012916681,163017.315498209,75326.0774885848,Natural_Regeneration,5-6 kHz,High
1200,28310.6914602251,142771.032040484,83521.647983484,Natural_Regeneration,5-6 kHz,High
1210,21326.0775894279,173586.002754565,71219.1387289751,Natural_Regeneration,5-6 kHz,High
1220,25706.5443785865,140094.557085679,65851.6598345604,Natural_Regeneration,5-6 kHz,High
1230,27375.2101833472,126062.040537979,65259.878878413,Natural_Regeneration,5-6 kHz,High
1240,25366.146997421,155754.87100914,56957.5707169356,Natural_Regeneration,5-6 kHz,High
1250,22315.2638415749,180489.439057746,51504.7264990103,Natural_Regeneration,5-6 kHz,High
1260,23834.1995520692,234219.721362471,48989.9951658517,Natural_Regeneration,5-6 kHz,High
1270,23526.938465817,207874.600518427,45355.8233687966,Natural_Regeneration,5-6 kHz,High
1280,24222.6667762369,195373.859709525,53433.1502527923,Natural_Regeneration,5-6 kHz,High
1290,22704.4461939489,161118.952146487,42767.1371087579,Natural_Regeneration,5-6 kHz,High
1300,22153.0937752144,168429.148006966,55320.4310791265,Natural_Regeneration,5-6 kHz,High
1310,24229.527575947,177631.536958641,46950.2134996721,Natural_Regeneration,5-6 kHz,High
1320,23865.9563764547,171194.720142203,46798.0489735795,Natural_Regeneration,5-6 kHz,High
1330,14335.024611539,210769.022124566,40662.5591424351,Natural_Regeneration,5-6 kHz,High
1340,25597.4434341955,187584.071018143,57845.0331752064,Natural_Regeneration,5-6 kHz,High
1350,12395.4373849199,157641.411680626,48473.6605316852,Natural_Regeneration,5-6 kHz,High
1360,20303.5878108759,216296.772935315,59429.3420249293,Natural_Regeneration,5-6 kHz,High
1370,23739.6833642829,205687.903548765,46967.6547403962,Natural_Regeneration,5-6 kHz,High
1380,26877.730730913,191116.116448474,44642.5778714485,Natural_Regeneration,5-6 kHz,High
1390,25983.6496094196,220175.095162027,68460.3735031347,Natural_Regeneration,5-6 kHz,High
1400,25276.4075119451,200837.659871869,57245.0805303658,Natural_Regeneration,5-6 kHz,High
1410,35094.2860200242,208241.034854226,68040.013037726,Natural_Regeneration,5-6 kHz,High
1420,42585.8672565093,224531.244379418,60517.3375110991,Natural_Regeneration,5-6 kHz,High
1430,34295.7810241038,217604.759963733,59648.7014521421,Natural_Regeneration,5-6 kHz,High
1440,38769.4135678877,203115.048843074,69349.7777237488,Natural_Regeneration,5-6 kHz,High
0,34009.2218242678,48237.2819816264,81382.221797653,Natural_Regeneration,6-7 kHz,High
10,31649.9424656674,59293.177889372,78753.8297110937,Natural_Regeneration,6-7 kHz,High
20,19770.7399701017,56093.0211184092,58220.0349962887,Natural_Regeneration,6-7 kHz,High
30,23543.9142676947,47677.3901728219,58853.9581039365,Natural_Regeneration,6-7 kHz,High
40,23211.0636638088,29796.5927681732,59980.0509004498,Natural_Regeneration,6-7 kHz,High
50,14492.6356171444,39177.2570849527,38032.3054787545,Natural_Regeneration,6-7 kHz,High
60,22751.8809165577,47877.4279160621,51210.9622607224,Natural_Regeneration,6-7 kHz,High
70,25671.6086231153,35919.3308420024,51914.0395170942,Natural_Regeneration,6-7 kHz,High
80,28406.2346339877,25393.8234519999,38688.4625026691,Pasture,6-7 kHz,High
90,52711.4110831993,24560.9784740289,22976.2851738224,Plantation,6-7 kHz,High
100,34315.344756417,11910.8276740979,24208.6010198627,Pasture,6-7 kHz,High
110,37056.6594701369,26770.861883685,19373.4556225224,Plantation,6-7 kHz,High
120,31916.5721616326,49070.7506533817,22938.1566549673,Plantation,6-7 kHz,High
130,38784.0701766477,37560.7758789609,28503.949690802,Plantation,6-7 kHz,High
140,41457.7620539644,31236.3255705687,28731.7187692766,Plantation,6-7 kHz,High
150,41983.489580739,43447.2272144617,32753.2987520636,Plantation,6-7 kHz,High
160,47813.1704551376,30752.9461102272,28037.2919653475,Plantation,6-7 kHz,High
170,45141.6729168494,28303.6773354333,16767.3742672389,Plantation,6-7 kHz,High
180,34104.0295872084,52122.6949172407,34801.643037548,Natural_Regeneration,6-7 kHz,High
190,28721.4661694541,47618.1178750697,39820.3322594629,Natural_Regeneration,6-7 kHz,High
200,31355.1156472888,27946.8956873713,49687.7156533531,Pasture,6-7 kHz,High
210,22257.5174082394,28873.6854177764,26609.8832212598,Natural_Regeneration,6-7 kHz,High
220,22638.7006888979,31300.8840354146,38178.2338548243,Natural_Regeneration,6-7 kHz,High
230,26961.7912458754,33216.9641868906,38434.6849964568,Natural_Regeneration,6-7 kHz,High
240,26097.4411423058,24770.2922031283,39196.4889610084,Pasture,6-7 kHz,High
250,29198.8032229978,22680.9046834029,41224.8762913884,Pasture,6-7 kHz,High
260,19469.6324962422,23157.8702568645,43585.2081041457,Natural_Regeneration,6-7 kHz,High
270,30691.6365481624,43032.888366168,50486.7985641026,Natural_Regeneration,6-7 kHz,High
280,41593.142587381,57455.6258467893,45885.1827507542,Natural_Regeneration,6-7 kHz,High
290,17489.933195447,43628.0631940801,29134.9004964331,Natural_Regeneration,6-7 kHz,High
300,28091.0621622245,53157.0003161102,53658.3069312183,Natural_Regeneration,6-7 kHz,High
310,74155.0198472848,212217.049013479,73335.4505897064,Plantation,6-7 kHz,High
320,91370.2825260806,302351.942704821,141612.589065702,Natural_Regeneration,6-7 kHz,High
330,58805.3175310556,243067.943675237,128562.496256662,Natural_Regeneration,6-7 kHz,High
340,60204.6890426155,200727.300375892,113559.72781116,Natural_Regeneration,6-7 kHz,High
350,48552.3461755485,173463.749048069,117656.040750016,Natural_Regeneration,6-7 kHz,High
360,46266.2016199302,101277.252226456,110095.763992264,Natural_Regeneration,6-7 kHz,High
370,69890.777795309,103863.591803685,107291.925898359,Natural_Regeneration,6-7 kHz,High
380,56148.3413197695,106354.947945972,120971.958691583,Natural_Regeneration,6-7 kHz,High
390,59802.6468597193,157508.836942927,96792.1398543367,Natural_Regeneration,6-7 kHz,High
400,44326.4451515846,101137.921163121,133770.13954519,Natural_Regeneration,6-7 kHz,High
410,50759.2921909179,123679.179498202,141150.676026502,Natural_Regeneration,6-7 kHz,High
420,50408.9072332135,131067.512656601,117503.905181705,Natural_Regeneration,6-7 kHz,High
430,60632.3930010986,139249.57320645,93369.3984300234,Natural_Regeneration,6-7 kHz,High
440,105684.858306578,205995.033539788,89665.8140114738,Plantation,6-7 kHz,High
450,55509.4656963838,157163.192877593,70409.3853907306,Natural_Regeneration,6-7 kHz,High
460,92439.7002798578,156185.074449473,87382.5746050242,Plantation,6-7 kHz,High
470,46725.3037452843,144561.28671875,71182.529770089,Natural_Regeneration,6-7 kHz,High
480,43952.7688393914,106279.687195349,145008.131733173,Natural_Regeneration,6-7 kHz,High
490,55737.1445546004,180130.811338238,130268.095245972,Natural_Regeneration,6-7 kHz,High
500,66483.5106456461,177667.84724501,129348.31222865,Natural_Regeneration,6-7 kHz,High
510,62709.4101832538,161545.805281955,80874.3207994114,Natural_Regeneration,6-7 kHz,High
520,43906.1282068669,165898.363977814,103513.470202377,Natural_Regeneration,6-7 kHz,High
530,81213.894170875,187137.827792847,88792.6521292617,Natural_Regeneration,6-7 kHz,High
540,93083.5432759441,247306.241110589,106296.067556598,Natural_Regeneration,6-7 kHz,High
550,67422.5039045805,205427.8613492,99483.6674896669,Natural_Regeneration,6-7 kHz,High
560,90284.7127070895,225812.975781312,107000.164152449,Natural_Regeneration,6-7 kHz,High
570,126772.125140432,258505.003520299,120863.088852879,Plantation,6-7 kHz,High
580,118087.544097539,252614.484796335,126348.374897294,Natural_Regeneration,6-7 kHz,High
590,92436.8563967032,218500.834167498,131092.638453079,Natural_Regeneration,6-7 kHz,High
600,88213.1024957586,230664.484236285,140280.212317561,Natural_Regeneration,6-7 kHz,High
610,124209.235667146,230878.502601235,163831.124852605,Natural_Regeneration,6-7 kHz,High
620,77180.1801615578,181534.518571929,100710.369712922,Natural_Regeneration,6-7 kHz,High
630,76476.226927966,165832.010580382,113966.438265398,Natural_Regeneration,6-7 kHz,High
640,55839.6092233795,197634.385931692,108669.759332811,Natural_Regeneration,6-7 kHz,High
650,83326.3275723945,136625.972901196,85159.9310435937,Natural_Regeneration,6-7 kHz,High
660,78483.6235870941,121112.629685376,90145.3072472323,Natural_Regeneration,6-7 kHz,High
670,63769.5967502001,123900.790361093,76602.5655121554,Natural_Regeneration,6-7 kHz,High
680,116531.670508925,182441.877843832,158438.149176965,Natural_Regeneration,6-7 kHz,High
690,87745.2199630861,87974.2275584447,81280.5995482158,Plantation,6-7 kHz,High
700,74643.4535845678,89605.8944432833,114808.862432547,Natural_Regeneration,6-7 kHz,High
710,73248.6550338298,46015.2572161717,59955.304753923,Pasture,6-7 kHz,High
720,56973.8854384374,68575.6676980035,81122.643551673,Natural_Regeneration,6-7 kHz,High
730,51775.6483241646,90164.3923926321,86718.6521408735,Natural_Regeneration,6-7 kHz,High
740,42083.0972702698,54337.7260027206,96254.1389605315,Natural_Regeneration,6-7 kHz,High
750,54692.1648041145,53470.9082530796,78293.9902468485,Pasture,6-7 kHz,High
760,57816.5615167561,56258.8745805266,71931.6097942379,Pasture,6-7 kHz,High
770,72061.5758822625,47471.7045701376,89986.9566664323,Pasture,6-7 kHz,High
780,64045.1187756563,57042.6501129038,60278.0053952986,Pasture,6-7 kHz,High
790,56462.959903798,32058.4420243728,55708.5881015246,Pasture,6-7 kHz,High
800,59270.2295458183,70927.3638354544,64479.0494473747,Natural_Regeneration,6-7 kHz,High
810,69674.564189823,45602.0931201041,61859.2162768256,Pasture,6-7 kHz,High
820,72712.1347397472,51256.4189506399,61230.4792969299,Pasture,6-7 kHz,High
830,71174.6638289815,29600.6674252267,55691.9510646941,Pasture,6-7 kHz,High
840,85815.5564720282,53526.385846618,91959.9259444148,Pasture,6-7 kHz,High
850,42012.7846343705,55996.1997047475,63590.7050687371,Natural_Regeneration,6-7 kHz,High
860,76710.5694457572,94191.3479214725,72831.2657823668,Plantation,6-7 kHz,High
870,44666.4813055942,107900.256147448,67738.7182326298,Natural_Regeneration,6-7 kHz,High
880,40472.7674310345,34176.6907177702,78269.3515725692,Pasture,6-7 kHz,High
890,74817.2408483232,35663.22286193,105587.02527768,Pasture,6-7 kHz,High
900,74577.9569121367,30042.5667550313,125706.855729251,Pasture,6-7 kHz,High
910,113884.797351912,56788.7164237758,156575.054417076,Pasture,6-7 kHz,High
920,84461.8331525187,95803.521550368,127443.326546122,Natural_Regeneration,6-7 kHz,High
930,59555.955152249,86835.7868212252,124370.991830988,Natural_Regeneration,6-7 kHz,High
940,57060.6889004243,88315.2499753988,105848.927285753,Natural_Regeneration,6-7 kHz,High
950,45991.0336053342,63446.9558105552,78230.3411843225,Natural_Regeneration,6-7 kHz,High
960,61028.9733424302,75080.6047448489,96763.4200140174,Natural_Regeneration,6-7 kHz,High
970,68216.0014450642,76011.3227512326,73508.6832394775,Natural_Regeneration,6-7 kHz,High
980,43958.0529420719,25091.8701640669,64970.2795012661,Pasture,6-7 kHz,High
990,51078.1418086026,38494.7537802127,104460.331168895,Pasture,6-7 kHz,High
1000,89486.5985417127,48262.6400726239,140555.607019086,Pasture,6-7 kHz,High
1010,66943.3714343988,53553.7473907575,113265.614259215,Pasture,6-7 kHz,High
1020,78397.2903893838,67593.0883624748,94521.0948054405,Pasture,6-7 kHz,High
1030,74390.6271590272,74500.1663366976,82202.9952317577,Natural_Regeneration,6-7 kHz,High
1040,99456.4618230475,58040.0490034984,112749.225711187,Pasture,6-7 kHz,High
1050,154784.665370271,103912.893845091,173574.193895271,Pasture,6-7 kHz,High
1060,145813.3171492,96375.2944413324,144553.254951278,Pasture,6-7 kHz,High
1070,280329.466253449,99631.9583146962,155111.869906642,Pasture,6-7 kHz,High
1080,339535.202147956,119214.357876648,174425.108811139,Pasture,6-7 kHz,High
1090,173552.031257695,135527.665288665,143485.40738071,Pasture,6-7 kHz,High
1100,106133.436673939,109600.464288192,132760.030708135,Natural_Regeneration,6-7 kHz,High
1110,85985.2549977942,115900.956275494,99494.2520598521,Natural_Regeneration,6-7 kHz,High
1120,83707.5605974564,150590.275404731,102943.846191465,Natural_Regeneration,6-7 kHz,High
1130,76294.2186195694,130112.894011653,85986.9907333194,Natural_Regeneration,6-7 kHz,High
1140,51425.6854337134,99670.9927827826,56378.6485048022,Natural_Regeneration,6-7 kHz,High
1150,56844.902687121,90161.428202261,60885.3969583156,Natural_Regeneration,6-7 kHz,High
1160,48633.6767365698,84334.9478564511,57793.8585886778,Natural_Regeneration,6-7 kHz,High
1170,40011.9163426095,110793.16080743,61546.4217805335,Natural_Regeneration,6-7 kHz,High
1180,42404.400121867,87369.9885775112,76954.8215200232,Natural_Regeneration,6-7 kHz,High
1190,48108.7317336997,95350.9477069503,83140.2027375167,Natural_Regeneration,6-7 kHz,High
1200,37035.0856305041,92701.7670037444,66858.1087112941,Natural_Regeneration,6-7 kHz,High
1210,36055.520492378,108974.321290259,61883.4117326061,Natural_Regeneration,6-7 kHz,High
1220,33367.4336575203,117537.086677029,54418.2936506196,Natural_Regeneration,6-7 kHz,High
1230,44217.7144089295,100771.071073784,54560.7240759474,Natural_Regeneration,6-7 kHz,High
1240,36021.6765760838,78654.6780344694,50486.646649447,Natural_Regeneration,6-7 kHz,High
1250,27942.9318593777,84885.7729928979,68469.1380234914,Natural_Regeneration,6-7 kHz,High
1260,21122.0245297242,72956.9493806452,72586.1185708554,Natural_Regeneration,6-7 kHz,High
1270,33988.487471473,103235.013635451,89291.8831467592,Natural_Regeneration,6-7 kHz,High
1280,29743.1689068924,63673.5322721951,74473.2499099115,Natural_Regeneration,6-7 kHz,High
1290,21513.9944638129,26759.9943356269,61242.3137527454,Natural_Regeneration,6-7 kHz,High
1300,26753.7163326632,47285.1080799189,75551.1597297308,Natural_Regeneration,6-7 kHz,High
1310,26775.5670496994,34224.3801165683,75774.210299107,Natural_Regeneration,6-7 kHz,High
1320,23212.0224566614,29806.0560056028,86644.0567531375,Natural_Regeneration,6-7 kHz,High
1330,23695.508672357,54086.6293621641,95774.2814388746,Natural_Regeneration,6-7 kHz,High
1340,25996.8023164734,48445.360109995,92940.6339275493,Natural_Regeneration,6-7 kHz,High
1350,21789.2253311491,49637.9507836675,89693.7441024844,Natural_Regeneration,6-7 kHz,High
1360,26158.374650941,47078.5034457678,84290.7778235254,Natural_Regeneration,6-7 kHz,High
1370,26431.7170596241,40074.2717772778,70862.8473457628,Natural_Regeneration,6-7 kHz,High
1380,19738.4736730399,36844.3106284851,68289.8325211938,Natural_Regeneration,6-7 kHz,High
1390,19257.4428246066,50201.0699112623,72539.0165786927,Natural_Regeneration,6-7 kHz,High
1400,27155.6599593345,33569.2793902338,84856.432479645,Natural_Regeneration,6-7 kHz,High
1410,31789.0728399247,40129.2502127347,72873.8322874486,Natural_Regeneration,6-7 kHz,High
1420,27917.2287421665,48137.5415673533,58660.030331811,Natural_Regeneration,6-7 kHz,High
1430,19967.9433140046,46892.7187693828,63028.3269663833,Natural_Regeneration,6-7 kHz,High
1440,20792.4697155032,38193.0693097358,59450.4729596396,Natural_Regeneration,6-7 kHz,High
0,165183.770489303,165268.318770244,169263.603264127,Natural_Regeneration,7-8 kHz,High
10,137066.436026744,122016.453118134,142367.209935349,Pasture,7-8 kHz,High
20,199401.435587143,236951.525324192,228193.236581249,Natural_Regeneration,7-8 kHz,High
30,176528.068669914,194869.137786118,212956.217760258,Natural_Regeneration,7-8 kHz,High
40,208921.654254531,203265.607474244,201230.674255329,Plantation,7-8 kHz,High
50,183921.138304119,178169.309869755,181615.041754866,Pasture,7-8 kHz,High
60,189179.427639489,181251.685023493,185036.215567961,Pasture,7-8 kHz,High
70,157845.206513101,82291.2191041705,155616.526686203,Pasture,7-8 kHz,High
80,150644.06931452,115868.065878061,164068.320560629,Pasture,7-8 kHz,High
90,138758.037585637,101143.192551257,143420.24106006,Pasture,7-8 kHz,High
100,121660.449518939,132363.732791516,142817.990366966,Natural_Regeneration,7-8 kHz,High
110,162220.141402716,176731.603763664,178043.675833661,Natural_Regeneration,7-8 kHz,High
120,153374.514482623,156702.167420842,154212.23137583,Natural_Regeneration,7-8 kHz,High
130,132062.504034659,160252.561903363,140665.682820611,Natural_Regeneration,7-8 kHz,High
140,160534.974390933,188920.004752172,193142.935611009,Natural_Regeneration,7-8 kHz,High
150,186680.64832162,172979.201588392,186935.551673659,Pasture,7-8 kHz,High
160,181375.548875372,193371.415192728,180821.72999273,Plantation,7-8 kHz,High
170,187574.952132221,199184.643008242,202788.258739244,Natural_Regeneration,7-8 kHz,High
180,205111.341139912,193067.792670517,193213.755971195,Pasture,7-8 kHz,High
190,176346.221292606,161478.604141617,183348.02659289,Pasture,7-8 kHz,High
200,167963.679945512,172683.040959933,187130.357145035,Natural_Regeneration,7-8 kHz,High
210,129817.275071984,163316.491986357,179338.721004107,Natural_Regeneration,7-8 kHz,High
220,136311.126296393,146944.960309448,160015.395186071,Natural_Regeneration,7-8 kHz,High
230,126198.060126772,153163.121579379,158289.840687571,Natural_Regeneration,7-8 kHz,High
240,101313.037199879,132192.099490702,130820.047354075,Natural_Regeneration,7-8 kHz,High
250,96911.7061883599,145760.398576658,111906.005500197,Natural_Regeneration,7-8 kHz,High
260,92683.4166168506,163322.413818356,116457.639714415,Natural_Regeneration,7-8 kHz,High
270,123272.178823495,198815.658496496,144172.359799994,Natural_Regeneration,7-8 kHz,High
280,126644.785171294,210919.838858587,166019.51619283,Natural_Regeneration,7-8 kHz,High
290,95460.1303263384,187527.7302052,112079.964231955,Natural_Regeneration,7-8 kHz,High
300,67726.0935173377,160380.487931187,85565.9027723551,Natural_Regeneration,7-8 kHz,High
310,151800.753293124,237294.596250873,128387.698732897,Plantation,7-8 kHz,High
320,120112.846766729,281740.528469726,152773.43200517,Natural_Regeneration,7-8 kHz,High
330,57957.7313657628,148077.383268865,136445.949383072,Natural_Regeneration,7-8 kHz,High
340,87904.9598146287,155442.469813582,118305.038005915,Natural_Regeneration,7-8 kHz,High
350,76973.5511122761,166916.546638611,122930.821900435,Natural_Regeneration,7-8 kHz,High
360,85426.1849686255,147600.202861553,117275.291160368,Natural_Regeneration,7-8 kHz,High
370,72942.8234026101,142944.33222844,97103.9962707268,Natural_Regeneration,7-8 kHz,High
380,47149.3347360608,95640.2262972898,102087.126006,Natural_Regeneration,7-8 kHz,High
390,75534.8148843079,132449.593802731,86049.2343992227,Natural_Regeneration,7-8 kHz,High
400,57703.3649929583,77162.1347038706,137085.866345492,Natural_Regeneration,7-8 kHz,High
410,64443.2246534531,104974.993429837,119572.134682116,Natural_Regeneration,7-8 kHz,High
420,48690.821666046,76041.3782219636,120705.14432216,Natural_Regeneration,7-8 kHz,High
430,77294.7198807355,88446.3457739953,134146.081290122,Natural_Regeneration,7-8 kHz,High
440,98730.1039504038,127258.604074885,94997.7293506387,Plantation,7-8 kHz,High
450,116472.664291167,94091.3317921264,134887.458505107,Pasture,7-8 kHz,High
