nearest_10,distance_nat,distance_past,distance_plant,closest_type,freq_category,dist_road_cat
0,31944.5412395949,37916.4870390285,121330.623619911,Natural_Regeneration,0-1 kHz,Low
10,39786.9694014688,42481.0697538719,123414.20887383,Natural_Regeneration,0-1 kHz,Low
20,27403.3765207377,34930.9938889531,132789.250403736,Natural_Regeneration,0-1 kHz,Low
30,22513.6665587316,35953.1863913148,126309.130937761,Natural_Regeneration,0-1 kHz,Low
40,21650.4679159669,19949.1191946536,143284.143793349,Pasture,0-1 kHz,Low
50,14619.0811629802,25816.2279429843,145210.749582763,Natural_Regeneration,0-1 kHz,Low
60,15685.9593968064,35348.0380596375,140356.61023685,Natural_Regeneration,0-1 kHz,Low
70,16036.8599016424,24127.9250500729,127646.609696068,Natural_Regeneration,0-1 kHz,Low
80,19075.9778035981,28805.193200054,120716.969224057,Natural_Regeneration,0-1 kHz,Low
90,27017.6959735094,39721.1818032516,145584.746252282,Natural_Regeneration,0-1 kHz,Low
100,24493.0944990168,64595.2147103421,165154.594118512,Natural_Regeneration,0-1 kHz,Low
110,31631.2513649298,68944.5060069057,176126.274446821,Natural_Regeneration,0-1 kHz,Low
120,27047.5834010329,41360.0558740459,158378.198593448,Natural_Regeneration,0-1 kHz,Low
130,30197.3950099811,37899.5331686702,143264.753822324,Natural_Regeneration,0-1 kHz,Low
140,33865.9370922656,23043.3523747254,166333.368689231,Pasture,0-1 kHz,Low
150,40367.8353184932,45325.6910421736,134315.400983825,Natural_Regeneration,0-1 kHz,Low
160,44924.2061681621,36997.0979217713,130202.808362305,Pasture,0-1 kHz,Low
170,40750.3657594366,34013.9988967183,137585.930032308,Pasture,0-1 kHz,Low
180,46900.1630504309,42732.8629721692,139102.837049255,Pasture,0-1 kHz,Low
190,29196.1587408908,34153.5637682113,142071.840730736,Natural_Regeneration,0-1 kHz,Low
200,46121.1395195948,37345.2699334907,137413.275368502,Pasture,0-1 kHz,Low
210,55448.8024435808,39749.7520488607,117171.776030395,Pasture,0-1 kHz,Low
220,61942.9103173596,55756.9313013122,123611.931081688,Pasture,0-1 kHz,Low
230,59504.598614118,51890.0026710211,122659.95216409,Pasture,0-1 kHz,Low
240,66772.9317620793,63886.6355754277,112336.732207191,Pasture,0-1 kHz,Low
250,58601.9396127869,59664.1819506991,114579.698170602,Natural_Regeneration,0-1 kHz,Low
260,52456.0263426172,54498.9769231334,100272.940594933,Natural_Regeneration,0-1 kHz,Low
270,55156.2219937372,39460.6062390233,100514.105380955,Pasture,0-1 kHz,Low
280,48113.8716604719,48468.6367949927,99201.7896250499,Natural_Regeneration,0-1 kHz,Low
290,111768.51923946,74745.874464302,75583.2371051391,Pasture,0-1 kHz,Low
300,196128.731665117,102086.619384833,135754.736343349,Pasture,0-1 kHz,Low
310,164940.418627137,104128.949594812,103105.324117766,Plantation,0-1 kHz,Low
320,144258.927885989,95965.0243211125,63305.8999906258,Plantation,0-1 kHz,Low
330,90175.7546241073,94285.9760682351,44549.840691552,Plantation,0-1 kHz,Low
340,45056.9885721607,57625.5859373042,31526.6203584977,Plantation,0-1 kHz,Low
350,61544.1233425734,51225.5508760883,32478.4035200283,Plantation,0-1 kHz,Low
360,46817.8466780024,42582.3905958188,45729.1045190747,Pasture,0-1 kHz,Low
370,38781.5041195787,33010.0648028755,30751.4693112809,Plantation,0-1 kHz,Low
380,34140.5092414765,34675.9217739417,40004.9631018064,Natural_Regeneration,0-1 kHz,Low
390,17266.2256292056,50978.3910771903,34066.206373507,Natural_Regeneration,0-1 kHz,Low
400,21427.8126352797,62902.1040833401,41411.4548708189,Natural_Regeneration,0-1 kHz,Low
410,32822.5560782539,25299.4309670723,36508.4410119447,Pasture,0-1 kHz,Low
420,39093.1424965539,60820.9022793476,22254.2831220253,Plantation,0-1 kHz,Low
430,44151.4474454149,55606.4269513645,32015.6476222898,Plantation,0-1 kHz,Low
440,36465.0751945317,62830.4770087931,35282.5841073283,Plantation,0-1 kHz,Low
450,39202.2393158769,40645.7917688744,32609.9044258301,Plantation,0-1 kHz,Low
460,32324.5055799195,56139.5367545927,37988.194822442,Natural_Regeneration,0-1 kHz,Low
470,32198.5821674984,48617.0504631541,31809.8597075257,Plantation,0-1 kHz,Low
480,42069.0925468672,88452.9909573936,47857.3701297242,Natural_Regeneration,0-1 kHz,Low
490,28617.0450827066,107021.889273248,31872.653490294,Natural_Regeneration,0-1 kHz,Low
500,19748.6782744542,121770.741316189,21385.7105178121,Natural_Regeneration,0-1 kHz,Low
510,23837.8606027051,137829.181759161,26884.3836631586,Natural_Regeneration,0-1 kHz,Low
520,30209.9958954045,132405.23078309,38346.4573064056,Natural_Regeneration,0-1 kHz,Low
530,23721.7077879264,117250.040113062,33794.8206105908,Natural_Regeneration,0-1 kHz,Low
540,36971.9725964991,125815.617711419,28422.4200736656,Plantation,0-1 kHz,Low
550,26847.1915799274,219727.975741981,34847.9512344945,Natural_Regeneration,0-1 kHz,Low
560,20802.1052726316,221464.814127955,32339.27483571,Natural_Regeneration,0-1 kHz,Low
570,46470.6782949406,171380.322639005,48304.6892482857,Natural_Regeneration,0-1 kHz,Low
580,47661.0333222273,153705.046758893,53783.2051628609,Natural_Regeneration,0-1 kHz,Low
590,17818.7435522807,172420.634533467,33213.0583453988,Natural_Regeneration,0-1 kHz,Low
600,17406.2439322358,218729.156121711,23176.3958017245,Natural_Regeneration,0-1 kHz,Low
610,27452.0922400141,189801.653519071,36897.2607409423,Natural_Regeneration,0-1 kHz,Low
620,26216.3931402931,218337.095450551,19635.7241167999,Plantation,0-1 kHz,Low
630,26565.6719898091,204988.963182515,27726.2826322859,Natural_Regeneration,0-1 kHz,Low
640,24310.1378979943,265611.521183264,46576.7353515347,Natural_Regeneration,0-1 kHz,Low
650,37087.6205002721,283337.982462909,32191.9845854173,Plantation,0-1 kHz,Low
660,27979.9496608017,290992.555770263,41153.3505696148,Natural_Regeneration,0-1 kHz,Low
670,36943.8790754132,277793.253314105,38316.1524694191,Natural_Regeneration,0-1 kHz,Low
680,38805.2745729125,237060.550813461,57947.6777064521,Natural_Regeneration,0-1 kHz,Low
690,46134.250263494,277740.697010985,54091.3788037869,Natural_Regeneration,0-1 kHz,Low
700,40711.2139903495,242449.276574616,54227.0055232313,Natural_Regeneration,0-1 kHz,Low
710,43887.722652565,278703.018874348,70188.2547254069,Natural_Regeneration,0-1 kHz,Low
720,23524.2683912642,196134.417026368,39753.7388315508,Natural_Regeneration,0-1 kHz,Low
730,30803.4541037944,226655.84217735,46941.9711214516,Natural_Regeneration,0-1 kHz,Low
740,42383.805041928,202337.083113914,54298.3373517073,Natural_Regeneration,0-1 kHz,Low
750,41764.443173535,243273.31261628,42996.5626729541,Natural_Regeneration,0-1 kHz,Low
760,38376.307803223,233479.356313034,39459.3356337936,Natural_Regeneration,0-1 kHz,Low
770,32191.8597971455,213496.478112732,75092.9448916072,Natural_Regeneration,0-1 kHz,Low
780,22597.8452315732,183930.209854695,50635.6905689681,Natural_Regeneration,0-1 kHz,Low
790,28013.2915990887,242175.182708095,65381.6576418505,Natural_Regeneration,0-1 kHz,Low
800,31739.1352349796,223708.21477684,52807.5001078528,Natural_Regeneration,0-1 kHz,Low
810,39149.6685890163,216518.862520822,63895.8695628341,Natural_Regeneration,0-1 kHz,Low
820,20067.1074584203,251412.611022345,62211.5749367398,Natural_Regeneration,0-1 kHz,Low
830,21469.7514111196,200992.943268567,86979.8078499954,Natural_Regeneration,0-1 kHz,Low
840,25807.801580532,225244.689641226,66916.6139502674,Natural_Regeneration,0-1 kHz,Low
850,35594.5383165425,230001.089807402,46468.0764307792,Natural_Regeneration,0-1 kHz,Low
860,36738.4550545938,235986.92138167,54245.4661353646,Natural_Regeneration,0-1 kHz,Low
870,38744.3680600232,220850.568753164,40011.2360763749,Natural_Regeneration,0-1 kHz,Low
880,47854.6997483199,145916.723413797,39061.9336750014,Plantation,0-1 kHz,Low
890,47596.2987761063,230296.843184091,51083.5485336015,Natural_Regeneration,0-1 kHz,Low
900,60580.2636786432,182967.873022633,47174.5344872489,Plantation,0-1 kHz,Low
910,52150.7781558267,178142.64451608,28886.3165552626,Plantation,0-1 kHz,Low
920,72582.3925132581,195890.04453736,39591.8891804352,Plantation,0-1 kHz,Low
930,69931.1904414186,215217.268635976,42023.145004296,Plantation,0-1 kHz,Low
940,81444.3210003443,212794.971910669,65705.7451096841,Plantation,0-1 kHz,Low
950,100511.420899967,126487.736075813,47948.6520457092,Plantation,0-1 kHz,Low
960,122019.84543626,93510.2778103289,71359.1184269257,Plantation,0-1 kHz,Low
970,116765.89631443,167646.069131327,64109.0768868839,Plantation,0-1 kHz,Low
980,100333.04287146,140541.849789775,68273.8284970546,Plantation,0-1 kHz,Low
990,127615.651963236,21662.2300962039,95700.3098898944,Pasture,0-1 kHz,Low
1000,85484.9580749741,61871.8651963348,51906.7295427813,Plantation,0-1 kHz,Low
1010,111427.293899273,40025.139154028,63019.1967749356,Pasture,0-1 kHz,Low
1020,60482.0669283689,64837.6099327601,33654.4786530105,Plantation,0-1 kHz,Low
1030,48188.8303059105,83827.0658703981,32669.7954515986,Plantation,0-1 kHz,Low
1040,49568.5022713914,82102.067732577,24186.0433770606,Plantation,0-1 kHz,Low
1050,50528.4505893068,108724.671298647,91581.2768361508,Natural_Regeneration,0-1 kHz,Low
1060,34253.8661838253,98437.5990847621,89037.5345722655,Natural_Regeneration,0-1 kHz,Low
1070,31456.5643207939,84834.7515918833,102293.010350778,Natural_Regeneration,0-1 kHz,Low
1080,26684.3027760522,62447.1754535003,49184.0914183584,Natural_Regeneration,0-1 kHz,Low
1090,43386.3020456635,42098.2496506342,59983.8021083831,Pasture,0-1 kHz,Low
1100,29216.1949567707,106497.322066032,79611.2241193571,Natural_Regeneration,0-1 kHz,Low
1110,39989.3231496751,164082.205806677,85558.8719191033,Natural_Regeneration,0-1 kHz,Low
1120,31236.8497842579,164672.973257892,77968.3856286487,Natural_Regeneration,0-1 kHz,Low
1130,30022.2291715033,170968.517607663,76996.8325879471,Natural_Regeneration,0-1 kHz,Low
1140,29988.3171935936,168404.604552831,53854.8221897482,Natural_Regeneration,0-1 kHz,Low
1150,27975.1975984618,129680.784901458,81738.1666350743,Natural_Regeneration,0-1 kHz,Low
1160,23740.0704212962,123326.925104318,68950.71374457,Natural_Regeneration,0-1 kHz,Low
1170,25502.7510840873,108625.943949629,96997.5434707532,Natural_Regeneration,0-1 kHz,Low
1180,51231.890583746,110761.002047602,135854.656382592,Natural_Regeneration,0-1 kHz,Low
1190,47653.0605066554,95197.8624195102,127663.181589239,Natural_Regeneration,0-1 kHz,Low
1200,60784.3978551748,85376.9427521745,135091.519444885,Natural_Regeneration,0-1 kHz,Low
1210,45169.7372837993,108427.164093383,119506.221473128,Natural_Regeneration,0-1 kHz,Low
1220,50473.9853402385,129709.00641097,110096.221802493,Natural_Regeneration,0-1 kHz,Low
1230,51335.9627108001,114511.661282759,118620.248873202,Natural_Regeneration,0-1 kHz,Low
1240,36506.5089179052,63319.4786751367,121124.763167248,Natural_Regeneration,0-1 kHz,Low
1250,23206.1957791216,83396.6946276408,89538.7641558489,Natural_Regeneration,0-1 kHz,Low
1260,18225.7365073634,46580.809499253,99891.7953135257,Natural_Regeneration,0-1 kHz,Low
1270,31888.6587790159,41481.9966782287,98124.7101808618,Natural_Regeneration,0-1 kHz,Low
1280,38562.7681904578,50865.3138454478,90117.6947866866,Natural_Regeneration,0-1 kHz,Low
1290,54691.0962483821,62049.2108572497,131551.039688863,Natural_Regeneration,0-1 kHz,Low
1300,38674.6101783132,71080.5408376949,127940.630172544,Natural_Regeneration,0-1 kHz,Low
1310,40215.1456671483,104082.880700575,120480.996988254,Natural_Regeneration,0-1 kHz,Low
1320,57779.8717160576,75558.7161242776,125210.4215353,Natural_Regeneration,0-1 kHz,Low
1330,49481.2216282137,66790.252506046,112667.186140056,Natural_Regeneration,0-1 kHz,Low
1340,46736.5820766998,80067.920922496,129449.003558284,Natural_Regeneration,0-1 kHz,Low
1350,37359.8806142588,58891.4396425359,129772.278293041,Natural_Regeneration,0-1 kHz,Low
1360,51104.7965001321,107658.353369203,159833.959353254,Natural_Regeneration,0-1 kHz,Low
1370,54698.3411427246,64901.0195057166,163985.621263799,Natural_Regeneration,0-1 kHz,Low
1380,19662.2787498575,81259.9645081395,150822.412205388,Natural_Regeneration,0-1 kHz,Low
1390,14444.976417851,95600.2397807646,161917.620925361,Natural_Regeneration,0-1 kHz,Low
1400,18016.9714517917,64528.0845871199,158010.762416458,Natural_Regeneration,0-1 kHz,Low
1410,24517.5995860823,48371.7029002062,139473.88966092,Natural_Regeneration,0-1 kHz,Low
1420,22021.0623188791,34817.4718611794,150405.835853787,Natural_Regeneration,0-1 kHz,Low
1430,24873.1481066617,31890.8090993949,141782.091985954,Natural_Regeneration,0-1 kHz,Low
1440,28494.429967883,33909.2754488382,144748.760859678,Natural_Regeneration,0-1 kHz,Low
0,17137.7855804996,35806.4067723295,86669.0118416548,Natural_Regeneration,1-2 kHz,Low
10,18679.5754522636,44359.4814280707,84667.0717448129,Natural_Regeneration,1-2 kHz,Low
20,22649.3901115927,40676.1363309861,90060.2834443999,Natural_Regeneration,1-2 kHz,Low
30,31047.1982516691,52847.4673785096,98657.3627844146,Natural_Regeneration,1-2 kHz,Low
40,16257.0766937998,41877.113600414,108314.772498774,Natural_Regeneration,1-2 kHz,Low
50,20807.3768882306,34961.9672561497,120159.554195301,Natural_Regeneration,1-2 kHz,Low
60,17671.1690945147,54714.35971492,115187.191680186,Natural_Regeneration,1-2 kHz,Low
70,15530.1539664185,48038.8140238593,110504.505571324,Natural_Regeneration,1-2 kHz,Low
80,24359.2648778697,49970.6754770106,106599.843578673,Natural_Regeneration,1-2 kHz,Low
90,35244.0272750136,45569.0292123571,98237.4085045515,Natural_Regeneration,1-2 kHz,Low
100,18042.5426656149,50608.1486654768,119549.12218322,Natural_Regeneration,1-2 kHz,Low
110,18077.209734039,41471.1288226198,118525.815420676,Natural_Regeneration,1-2 kHz,Low
120,9579.81072096808,56807.9902564598,122106.198625558,Natural_Regeneration,1-2 kHz,Low
130,17140.5525016945,30564.4466044893,122351.348549328,Natural_Regeneration,1-2 kHz,Low
140,17641.099238592,30948.726231445,130598.004262451,Natural_Regeneration,1-2 kHz,Low
150,25340.6957447091,30017.6314606576,106110.846331235,Natural_Regeneration,1-2 kHz,Low
160,27923.5468563214,50813.0661958096,116512.194048617,Natural_Regeneration,1-2 kHz,Low
170,27865.0119676373,52595.7657442759,119563.717310496,Natural_Regeneration,1-2 kHz,Low
180,35175.8418337053,55365.0786838244,111334.919656686,Natural_Regeneration,1-2 kHz,Low
190,28822.0387877146,32949.5616347683,132710.368332606,Natural_Regeneration,1-2 kHz,Low
200,34303.6670547542,28124.9378152814,127654.329635399,Pasture,1-2 kHz,Low
210,29862.6828753439,43333.7568197356,105173.922065358,Natural_Regeneration,1-2 kHz,Low
220,37570.6184586907,49847.9036084556,119016.238967073,Natural_Regeneration,1-2 kHz,Low
230,50018.8843010833,56638.6505754907,110079.344931131,Natural_Regeneration,1-2 kHz,Low
240,59681.458270681,63809.71998665,105920.250777132,Natural_Regeneration,1-2 kHz,Low
250,53305.768899573,70760.7394717239,107465.645080859,Natural_Regeneration,1-2 kHz,Low
260,37511.9408023164,57866.3650142951,97944.3511944189,Natural_Regeneration,1-2 kHz,Low
270,28472.7727214504,62755.7758890251,92609.3857989663,Natural_Regeneration,1-2 kHz,Low
280,49242.0749710146,83448.8868602633,123162.920619003,Natural_Regeneration,1-2 kHz,Low
290,65359.730741009,119691.141333964,115793.305710201,Natural_Regeneration,1-2 kHz,Low
300,114235.24484096,85656.0741133201,89153.0757924309,Pasture,1-2 kHz,Low
310,156796.894906964,104669.091669681,100042.033759509,Plantation,1-2 kHz,Low
320,219519.360728999,200225.071973711,164537.825768281,Plantation,1-2 kHz,Low
330,189276.25678562,176262.059015806,157334.151278248,Plantation,1-2 kHz,Low
340,214454.07055601,148537.610748503,129197.531989638,Plantation,1-2 kHz,Low
350,171797.21711461,97791.1632883157,96832.1302306293,Plantation,1-2 kHz,Low
360,158585.002652367,148313.94882999,102627.033688071,Plantation,1-2 kHz,Low
370,183412.301311838,133588.732436946,145818.495311653,Pasture,1-2 kHz,Low
380,151529.161924517,64147.2393849462,107603.514193998,Pasture,1-2 kHz,Low
390,138402.977615519,41129.1926184077,112194.178517902,Pasture,1-2 kHz,Low
400,146201.16859368,56498.7939560007,142423.700152915,Pasture,1-2 kHz,Low
410,147676.727207687,85598.9057812737,134545.775537976,Pasture,1-2 kHz,Low
420,133492.193509463,60233.3783167121,144056.13239749,Pasture,1-2 kHz,Low
430,123565.344770257,65947.7584465163,113147.3159832,Pasture,1-2 kHz,Low
440,127388.519641088,73956.9135007402,107363.615112087,Pasture,1-2 kHz,Low
450,118462.582721998,48787.407164291,102655.11855024,Pasture,1-2 kHz,Low
460,140512.876273293,105141.06994321,123748.205402903,Pasture,1-2 kHz,Low
470,137959.546227144,85198.4912927409,107809.443708476,Pasture,1-2 kHz,Low
480,116042.945123026,97816.0701799212,106443.822275417,Pasture,1-2 kHz,Low
490,110473.633302873,60268.6300417959,104576.405966745,Pasture,1-2 kHz,Low
500,99985.6311264103,98750.7808230204,80636.4683744769,Plantation,1-2 kHz,Low
510,100161.482990442,80520.1085105128,95261.914061239,Pasture,1-2 kHz,Low
520,110463.428234288,104715.703313305,108305.378860605,Pasture,1-2 kHz,Low
530,96731.772399258,82566.3119344628,93454.8532189397,Pasture,1-2 kHz,Low
540,96408.3386513791,77168.3691619931,92064.3508093795,Pasture,1-2 kHz,Low
550,87155.1486855798,84020.3911794151,68238.8982597183,Plantation,1-2 kHz,Low
560,112719.475548715,58092.5376266457,108349.95053004,Pasture,1-2 kHz,Low
570,149509.894148535,59469.133775341,145988.897687678,Pasture,1-2 kHz,Low
580,124947.903260084,83062.1579875647,132957.846830695,Pasture,1-2 kHz,Low
590,92678.4505381314,75747.2493879545,101477.180544486,Pasture,1-2 kHz,Low
600,97755.1940341345,133825.115043044,100218.76695356,Natural_Regeneration,1-2 kHz,Low
610,54692.2538364246,88971.3310595109,52776.1395282763,Plantation,1-2 kHz,Low
620,70194.7061930864,92790.7914084135,76032.9620510406,Natural_Regeneration,1-2 kHz,Low
630,64783.5333854124,91722.2382524513,95949.9162727495,Natural_Regeneration,1-2 kHz,Low
640,51111.516529096,133167.158633526,61764.4160490811,Natural_Regeneration,1-2 kHz,Low
650,34072.8316234321,150620.430674509,75563.3174148004,Natural_Regeneration,1-2 kHz,Low
660,22741.965536778,149584.107176041,76790.5939355737,Natural_Regeneration,1-2 kHz,Low
670,22878.3726135557,203016.904144722,70386.1188897085,Natural_Regeneration,1-2 kHz,Low
680,44537.64247613,161675.15378543,75292.1782363225,Natural_Regeneration,1-2 kHz,Low
690,74493.7325093974,141887.582001458,82335.8568067806,Natural_Regeneration,1-2 kHz,Low
700,71285.8610040176,151529.40088505,90989.1775153462,Natural_Regeneration,1-2 kHz,Low
710,51382.8867344925,165111.606213511,53115.1704695427,Natural_Regeneration,1-2 kHz,Low
720,35361.9473428225,91764.9063093922,52785.0641545799,Natural_Regeneration,1-2 kHz,Low
730,23094.9339399586,92554.2562317177,39828.0485507551,Natural_Regeneration,1-2 kHz,Low
740,32049.8793269412,91446.2574779354,69802.9382546494,Natural_Regeneration,1-2 kHz,Low
750,38276.2559435438,91286.9695847153,70046.3040377245,Natural_Regeneration,1-2 kHz,Low
760,54680.5720337455,89649.5013577704,53227.9203860633,Plantation,1-2 kHz,Low
770,80425.6696976836,97021.5181508416,67956.5543128233,Plantation,1-2 kHz,Low
780,27521.5147401866,80106.7059884897,34461.4414046708,Natural_Regeneration,1-2 kHz,Low
790,37639.7478717596,187881.747773147,32894.7598667362,Plantation,1-2 kHz,Low
800,29686.090774982,136145.150471859,44062.0134098388,Natural_Regeneration,1-2 kHz,Low
810,47368.0329075629,100468.129769209,27016.6237249134,Plantation,1-2 kHz,Low
820,45274.8266150924,118877.534669587,37629.5175749862,Plantation,1-2 kHz,Low
830,18242.935579344,163428.359868186,50443.2655779618,Natural_Regeneration,1-2 kHz,Low
840,43305.3438262196,134728.685009422,37256.3638125957,Plantation,1-2 kHz,Low
850,62674.4024476453,178457.578836935,33417.0242644564,Plantation,1-2 kHz,Low
860,60589.2788535789,190499.743348238,35670.1725209316,Plantation,1-2 kHz,Low
870,82547.8321978709,124341.640929368,68703.8700744761,Plantation,1-2 kHz,Low
880,68335.7033908531,49812.8720909598,62066.4735916817,Pasture,1-2 kHz,Low
890,70890.4195084602,117507.605889079,68873.3899157242,Plantation,1-2 kHz,Low
900,73531.3597513245,75404.012605342,41822.0150568028,Plantation,1-2 kHz,Low
910,68970.7700525915,121275.683904089,49649.9069042363,Plantation,1-2 kHz,Low
920,101369.971387708,77219.0994957217,49695.0043524127,Plantation,1-2 kHz,Low
930,81706.2319377929,157484.777463632,46731.9514597909,Plantation,1-2 kHz,Low
940,60079.8480665136,145287.594596158,37341.7112625835,Plantation,1-2 kHz,Low
950,103514.772903593,83497.2613111293,56441.645915827,Plantation,1-2 kHz,Low
960,98475.4129237013,62721.8867987909,61804.7879248567,Plantation,1-2 kHz,Low
970,104243.195190386,134583.561526199,73838.6530485295,Plantation,1-2 kHz,Low
980,84579.5395887672,113142.332408492,68945.1367715069,Plantation,1-2 kHz,Low
990,101020.109332542,32781.8398947126,63655.6779512126,Pasture,1-2 kHz,Low
1000,128734.95795548,59922.9646182394,97705.9456100338,Pasture,1-2 kHz,Low
1010,124979.475670244,57635.1251609939,77343.7133265809,Pasture,1-2 kHz,Low
1020,74517.971476841,57442.9915163764,39998.922591778,Plantation,1-2 kHz,Low
1030,88259.3207773665,67932.2070430404,67639.2415300632,Plantation,1-2 kHz,Low
1040,69096.2755106274,43129.2540444649,58991.8200323554,Pasture,1-2 kHz,Low
1050,52449.9286522409,38132.8768421109,25996.5118725936,Plantation,1-2 kHz,Low
1060,51062.9085074412,24959.90256004,24050.3077464944,Plantation,1-2 kHz,Low
1070,61430.7822969416,46688.7894542015,23553.4770709582,Plantation,1-2 kHz,Low
1080,76177.5538566659,30013.2555123893,47132.667323345,Pasture,1-2 kHz,Low
1090,61029.5718570838,102006.408569447,17560.8623092447,Plantation,1-2 kHz,Low
1100,38588.9579877436,208454.621270337,21628.8652006206,Plantation,1-2 kHz,Low
1110,53939.0145487389,335220.273140695,21920.4840077539,Plantation,1-2 kHz,Low
1120,47627.1103737983,252212.84859325,25287.6463043641,Plantation,1-2 kHz,Low
1130,42320.0426831332,244078.300777826,24785.6127013537,Plantation,1-2 kHz,Low
1140,59892.2500978638,197098.0707057,48395.4768480549,Plantation,1-2 kHz,Low
1150,50229.5980351943,144991.494671401,46128.3068474256,Plantation,1-2 kHz,Low
1160,74648.9203451267,104421.681636387,41478.9730308785,Plantation,1-2 kHz,Low
1170,46718.1682862904,133289.729927257,15820.8769322318,Plantation,1-2 kHz,Low
1180,33967.1234081591,166028.431768707,16609.0944580272,Plantation,1-2 kHz,Low
1190,30517.3695504483,163198.520063907,19217.3238577965,Plantation,1-2 kHz,Low
1200,32189.2359515192,168654.98595936,25786.8479034934,Plantation,1-2 kHz,Low
1210,34571.5059040084,195322.731548129,24165.0677030333,Plantation,1-2 kHz,Low
1220,35469.2780337148,204735.341652674,20659.5669359017,Plantation,1-2 kHz,Low
1230,32679.9250488541,168191.067549569,20694.7456752505,Plantation,1-2 kHz,Low
1240,39863.5547957623,151764.3695488,20765.5423504319,Plantation,1-2 kHz,Low
1250,52883.0872477379,158965.592734947,28687.6625288933,Plantation,1-2 kHz,Low
1260,56777.9333220743,116047.003359174,19653.0210182821,Plantation,1-2 kHz,Low
1270,48135.2239878774,118178.988594024,25491.0571670515,Plantation,1-2 kHz,Low
1280,57496.7365727698,114857.749060305,36897.4999096682,Plantation,1-2 kHz,Low
1290,24296.2407083042,157236.890513148,46792.9983632769,Natural_Regeneration,1-2 kHz,Low
1300,19524.3377677256,182165.893310624,58257.2994881806,Natural_Regeneration,1-2 kHz,Low
1310,14648.6205695468,218502.711080943,54058.1348435543,Natural_Regeneration,1-2 kHz,Low
1320,12181.1788960519,180428.950580425,59562.4676107589,Natural_Regeneration,1-2 kHz,Low
1330,26978.962852047,182546.031595836,69698.7671119753,Natural_Regeneration,1-2 kHz,Low
1340,23662.6573648964,152983.34191236,63194.1882198116,Natural_Regeneration,1-2 kHz,Low
1350,34455.4542503736,106462.194181362,44251.0857745736,Natural_Regeneration,1-2 kHz,Low
1360,14118.7979845526,187698.389798396,78237.5303726667,Natural_Regeneration,1-2 kHz,Low
1370,20285.7393617534,108697.680885315,78825.1210402232,Natural_Regeneration,1-2 kHz,Low
1380,30104.8128718246,93558.4461434819,68817.4265751726,Natural_Regeneration,1-2 kHz,Low
1390,15974.5556684323,120642.166758922,85233.5768228377,Natural_Regeneration,1-2 kHz,Low
1400,20329.6722863165,95967.1055594759,85641.6310890629,Natural_Regeneration,1-2 kHz,Low
1410,16006.5920136026,59629.0062323553,71354.1032864101,Natural_Regeneration,1-2 kHz,Low
1420,8650.75982758807,43691.3508589432,89835.7630872948,Natural_Regeneration,1-2 kHz,Low
1430,18543.6836964178,51134.3076350347,99226.9831981151,Natural_Regeneration,1-2 kHz,Low
1440,18804.4022226507,39837.856932938,98230.2754139322,Natural_Regeneration,1-2 kHz,Low
0,17588.744390849,26771.3289318896,39351.1728132124,Natural_Regeneration,2-3 kHz,Low
10,21804.3608691506,50710.4437921434,36541.3478835146,Natural_Regeneration,2-3 kHz,Low
20,24583.2753175689,40740.8805336853,41929.1434662442,Natural_Regeneration,2-3 kHz,Low
30,27938.3421756907,40369.1330400059,45727.5608019739,Natural_Regeneration,2-3 kHz,Low
40,26862.08471082,44370.3139223907,46071.8638447406,Natural_Regeneration,2-3 kHz,Low
50,24250.8508845659,46692.0771325519,47538.1610635264,Natural_Regeneration,2-3 kHz,Low
60,29369.7571354238,38132.5446185367,45149.2905087114,Natural_Regeneration,2-3 kHz,Low
70,27760.922166758,23880.1834971995,50406.7343237302,Pasture,2-3 kHz,Low
80,26460.7625826239,26119.6905806486,42240.1885574985,Pasture,2-3 kHz,Low
90,29058.222685484,24191.0206040675,38404.2032300646,Pasture,2-3 kHz,Low
100,14997.4746597091,34895.9348928528,43882.4069295616,Natural_Regeneration,2-3 kHz,Low
110,25976.917888793,29932.1087964665,48364.2837899407,Natural_Regeneration,2-3 kHz,Low
120,34968.0577986336,24511.9717861282,43091.8680132809,Pasture,2-3 kHz,Low
130,30234.760752533,41236.139489296,44198.1607590543,Natural_Regeneration,2-3 kHz,Low
140,25164.605082344,39926.0460181224,46661.5254134469,Natural_Regeneration,2-3 kHz,Low
150,16457.8764567207,49925.1626484575,48230.7734675101,Natural_Regeneration,2-3 kHz,Low
160,22110.5198048723,64080.136147515,54062.5217340794,Natural_Regeneration,2-3 kHz,Low
170,11255.4573226827,52924.6799563854,61949.6921447141,Natural_Regeneration,2-3 kHz,Low
180,21169.4134117977,52392.8597907874,47614.4130555608,Natural_Regeneration,2-3 kHz,Low
190,25341.4765911203,42426.140118045,51386.8092779406,Natural_Regeneration,2-3 kHz,Low
200,23428.5673665831,40835.0280806304,55139.3797505995,Natural_Regeneration,2-3 kHz,Low
210,18387.7483566029,37534.9499664892,66868.2159967331,Natural_Regeneration,2-3 kHz,Low
220,15052.9700272337,65112.1667908841,65458.0301902697,Natural_Regeneration,2-3 kHz,Low
230,19768.9476255002,89124.1082919155,62035.6228342242,Natural_Regeneration,2-3 kHz,Low
240,31036.0491999513,103824.636023021,50062.9876685557,Natural_Regeneration,2-3 kHz,Low
250,35933.2086290579,82709.0643633184,53789.9519657281,Natural_Regeneration,2-3 kHz,Low
