Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	7200.000000000	7259.999979167	7066.202	7902.439	60.0000	836.237	-61.81	Insects
2	Spectrogram 1	1	7200.000000000	7259.999979167	5770.035	6220.665	60.0000	450.631	-63.56	Insects
3	Spectrogram 1	1	7229.210140969	7229.710772396	6220.665	6619.965	0.5006	399.299	-66.98	Birds
4	Spectrogram 1	1	7227.453688334	7227.962805040	6283.713	6556.918	0.5091	273.205	-65.75	Birds
5	Spectrogram 1	1	7226.376057974	7226.868204123	6241.681	6619.965	0.4921	378.284	-66.61	Birds
6	Spectrogram 1	1	7230.372624114	7230.788402756	6262.697	6535.902	0.4158	273.205	-65.60	Birds
7	Spectrogram 1	1	7231.518136701	7231.976341736	6304.729	6598.949	0.4582	294.221	-66.32	Birds
8	Spectrogram 1	1	7232.697590403	7233.079427932	6283.713	6577.933	0.3818	294.221	-65.77	Birds
9	Spectrogram 1	1	7233.792191320	7234.233425798	6241.681	6556.918	0.4412	315.236	-64.95	Birds
10	Spectrogram 1	1	7217.162173391	7217.654319540	6178.634	6577.933	0.4921	399.299	-64.75	Birds
11	Spectrogram 1	1	7218.417994598	7218.918626025	6283.713	6556.918	0.5006	273.205	-65.36	Birds
12	Spectrogram 1	1	7220.997519240	7221.506635946	6199.650	6577.933	0.5091	378.284	-66.29	Birds
13	Spectrogram 1	1	7222.321222675	7222.855795216	6178.634	6619.965	0.5346	441.331	-64.35	Birds
14	Spectrogram 1	1	7223.950396133	7224.391630611	6220.665	6472.855	0.4412	252.189	-65.00	Birds
15	Spectrogram 1	1	7250.753427479	7251.338911691	6157.618	6577.933	0.5855	420.315	-65.64	Birds
16	Spectrogram 1	1	7252.272292318	7252.738982631	6241.681	6598.949	0.4667	357.268	-65.81	Birds
17	Spectrogram 1	1	7253.502657690	7253.986318560	6178.634	6493.870	0.4837	315.236	-64.61	Birds
18	Spectrogram 1	1	7255.131831148	7255.471242285	6199.650	6451.839	0.3394	252.189	-64.60	Birds
19	Spectrogram 1	1	7256.234917344	7256.718578214	6157.618	6556.918	0.4837	399.299	-64.25	Birds
20	Spectrogram 1	1	7257.643473563	7258.220472496	6220.665	6493.870	0.5770	273.205	-64.78	Birds
21	Spectrogram 1	1	7258.814441986	7259.187794236	6262.697	6577.933	0.3734	315.236	-66.93	Birds
22	Spectrogram 1	1	7240.966612874	7241.501185415	6199.650	6619.965	0.5346	420.315	-66.42	Birds
23	Spectrogram 1	1	7242.273345751	7242.918226912	6199.650	6556.918	0.6449	357.268	-65.59	Birds
24	Spectrogram 1	1	7243.597049186	7244.148592284	6283.713	6514.886	0.5515	231.173	-65.66	Birds
25	Spectrogram 1	1	7244.700135382	7245.234707923	6262.697	6472.855	0.5346	210.158	-65.84	Birds
26	Spectrogram 1	1	7245.820192134	7246.235970777	6241.681	6535.902	0.4158	294.221	-64.76	Birds
27	Spectrogram 1	1	7247.033586950	7247.457850871	6241.681	6598.949	0.4243	357.268	-66.13	Birds
28	Spectrogram 1	1	7248.179099537	7248.501540118	6220.665	6577.933	0.3224	357.268	-65.57	Birds
29	Spectrogram 1	1	7249.197332949	7249.884640501	6262.697	6535.902	0.6873	273.205	-65.74	Birds
30	Spectrogram 1	1	7234.931797045	7235.356060966	6283.713	6577.933	0.4243	294.221	-65.85	Birds
31	Spectrogram 1	1	7236.009427405	7236.645823287	6325.744	6577.933	0.6364	252.189	-66.13	Birds
32	Spectrogram 1	1	7237.273733891	7237.757394761	6241.681	6514.886	0.4837	273.205	-65.06	Birds
33	Spectrogram 1	1	7238.105291177	7238.453187592	6220.665	6535.902	0.3479	315.236	-65.28	Birds
