Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	39540.000000000	39599.999979167	5512.367	6233.216	60.0000	720.848	-64.51	Insects
2	Spectrogram 1	1	39540.000000000	39599.999979167	4070.671	4452.297	60.0000	381.625	-74.54	Amphibians
3	Spectrogram 1	1	39541.261406594	39541.876536554	424.028	1356.890	0.6151	932.862	-68.60	Mammals
4	Spectrogram 1	1	39547.439807259	39548.696429893	339.223	636.042	1.2566	296.820	-66.89	Mammals
5	Spectrogram 1	1	39542.887107204	39543.616475586	42.403	593.640	0.7294	551.237	-64.28	Mammals
6	Spectrogram 1	1	39553.752178300	39554.797899233	42.403	593.640	1.0457	551.237	-63.73	Mammals
7	Spectrogram 1	1	39555.544842757	39556.247848426	212.014	1229.682	0.7030	1017.668	-66.14	Mammals
8	Spectrogram 1	1	39556.625713974	39557.425382922	84.806	593.640	0.7997	508.834	-63.29	Mammals
9	Spectrogram 1	1	39560.903847362	39563.759807893	127.208	720.848	2.8560	593.640	-65.67	Mammals
10	Spectrogram 1	1	39567.206070627	39568.234216418	127.208	593.640	1.0281	466.431	-64.51	Mammals
12	Spectrogram 1	1	39568.454814009	39574.764289891	0.000	678.445	6.3095	678.445	-62.95	Mammals
13	Spectrogram 1	1	39576.097338578	39576.940945382	84.806	551.237	0.8436	466.431	-59.62	Mammals
14	Spectrogram 1	1	39577.476933721	39578.338115665	212.014	763.251	0.8612	551.237	-65.59	Mammals
15	Spectrogram 1	1	39581.528003890	39584.691529401	169.611	763.251	3.1635	593.640	-64.46	Mammals
16	Spectrogram 1	1	39586.582333831	39586.986562091	212.014	720.848	0.4042	508.834	-66.82	Mammals
17	Spectrogram 1	1	39595.099986823	39597.824133792	169.611	636.042	2.7241	466.431	-65.42	Mammals
19	Spectrogram 1	1	39549.486572924	39551.261662239	212.014	551.237	1.7751	339.223	-66.95	Mammals
20	Spectrogram 1	1	39583.152174409	39583.582765382	19807.478	23369.315	0.4306	3561.837	-74.62	Possible bat
21	Spectrogram 1	1	39590.857178620	39591.129593317	19934.686	23411.718	0.2724	3477.032	-73.66	Possible bat
22	Spectrogram 1	1	39544.750072227	39544.881885790	12259.775	18789.810	0.1318	6530.035	-60.56	Birds
23	Spectrogram 1	1	39546.806363810	39546.911814660	12726.206	19129.033	0.1055	6402.827	-59.50	Birds
24	Spectrogram 1	1	39552.512562467	39552.600438175	12005.358	17560.128	0.0879	5554.770	-58.46	Birds
25	Spectrogram 1	1	39553.057391860	39553.171630282	13277.443	17348.114	0.1142	4070.671	-61.30	Birds
26	Spectrogram 1	1	39557.043436891	39557.166462883	12005.358	17687.337	0.1230	5681.979	-58.65	Birds
27	Spectrogram 1	1	39560.883605359	39561.050569206	12938.220	17814.545	0.1670	4876.325	-61.05	Birds
28	Spectrogram 1	1	39565.462784649	39565.673686350	12471.789	17814.545	0.2109	5342.756	-61.95	Birds
29	Spectrogram 1	1	39567.976029916	39568.204506759	13616.665	17432.920	0.2285	3816.254	-62.94	Birds
30	Spectrogram 1	1	39568.266019755	39568.406620889	11666.135	17560.128	0.1406	5893.993	-59.22	Birds
31	Spectrogram 1	1	39574.441136544	39574.581737678	12067.141	17263.017	0.1406	5195.876	-60.24	Birds
32	Spectrogram 1	1	39577.859501611	39577.956164890	12149.615	17469.202	0.0967	5319.588	-59.01	Birds
33	Spectrogram 1	1	39581.867318789	39582.034282635	11943.429	17592.914	0.1670	5649.485	-59.98	Birds
34	Spectrogram 1	1	39584.415714340	39584.556315473	12149.615	17757.862	0.1406	5608.247	-60.25	Birds
35	Spectrogram 1	1	39590.008014618	39590.148615752	12355.800	18541.367	0.1406	6185.567	-60.16	Birds
36	Spectrogram 1	1	39588.637153563	39588.751391984	13098.068	17263.017	0.1142	4164.948	-61.79	Birds
37	Spectrogram 1	1	39596.307629349	39596.527318620	12561.986	18005.285	0.2197	5443.299	-61.25	Birds
