Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	11460.479999833	11460.815999717	11931.429	17188.571	0.3360	5257.143	-60.46	Birds
2	Spectrogram 1	1	11460.000000000	11519.999979167	5577.143	6217.143	60.0000	640.000	-61.42	Insects
3	Spectrogram 1	1	11488.506921787	11519.999979167	2148.571	2880.000	31.4931	731.429	-69.77	Amphibians
4	Spectrogram 1	1	11460.033941114	11460.814586729	6537.143	7725.714	0.7806	1188.571	-65.85	Birds
5	Spectrogram 1	1	11461.858275976	11462.503157136	6582.857	7680.000	0.6449	1097.143	-65.92	Birds
6	Spectrogram 1	1	11463.207435246	11464.403859504	6628.571	7817.143	1.1964	1188.571	-67.17	Birds
7	Spectrogram 1	1	11465.065711221	11466.440326327	6582.857	7680.000	1.3746	1097.143	-69.88	Birds
8	Spectrogram 1	1	11467.187030828	11467.976161722	6674.286	7771.429	0.7891	1097.143	-66.51	Birds
9	Spectrogram 1	1	11468.205642063	11469.478433827	6560.000	7611.429	1.2728	1051.429	-66.28	Birds
10	Spectrogram 1	1	11469.699051067	11470.352417505	6697.143	7680.000	0.6534	982.857	-69.58	Birds
11	Spectrogram 1	1	11470.640916972	11471.243371740	6674.286	7382.857	0.6025	708.571	-69.21	Birds
12	Spectrogram 1	1	11471.633694548	11473.127103551	6742.857	7588.571	1.4934	845.714	-67.48	Birds
13	Spectrogram 1	1	11473.220441614	11475.095688147	6697.143	7611.429	1.8752	914.286	-69.40	Birds
14	Spectrogram 1	1	11476.369668500	11477.676401377	6605.714	7702.857	1.3067	1097.143	-67.50	Birds
15	Spectrogram 1	1	11478.075209464	11479.415883455	6811.429	7702.857	1.3407	891.429	-70.62	Birds
16	Spectrogram 1	1	11480.366234639	11482.479068968	6560.000	7794.286	2.1128	1234.286	-68.29	Birds
17	Spectrogram 1	1	11483.015409192	11483.762113693	6560.000	7657.143	0.7467	1097.143	-70.69	Birds
18	Spectrogram 1	1	11483.948789819	11485.510081050	6445.714	7680.000	1.5613	1234.286	-70.45	Birds
19	Spectrogram 1	1	11486.248300273	11487.402298139	6445.714	7611.429	1.1540	1165.714	-69.20	Birds
20	Spectrogram 1	1	11488.048831164	11489.168887916	6628.571	7634.286	1.1201	1005.714	-68.66	Birds
21	Spectrogram 1	1	11489.508299053	11489.703460457	7131.429	7542.857	0.1952	411.429	-65.23	Birds
22	Spectrogram 1	1	11490.314400504	11491.409001421	6605.714	7702.857	1.0946	1097.143	-70.14	Birds
23	Spectrogram 1	1	11492.562999287	11493.810335216	6697.143	7657.143	1.2473	960.000	-67.01	Birds
24	Spectrogram 1	1	11494.955847804	11495.456479231	6857.143	7497.143	0.5006	640.000	-66.88	Birds
25	Spectrogram 1	1	11497.239576257	11504.163563454	6514.286	7680.000	6.9240	1165.714	-68.33	Birds
26	Spectrogram 1	1	11505.176484280	11511.667722278	6697.143	7634.286	6.4912	937.143	-68.32	Birds
27	Spectrogram 1	1	11512.778629172	11514.458714301	6422.857	7634.286	1.6801	1211.429	-68.48	Birds
28	Spectrogram 1	1	11514.882978222	11517.470988143	6582.857	7565.714	2.5880	982.857	-68.92	Birds
29	Spectrogram 1	1	11518.514677390	11519.634734142	6674.286	7725.714	1.1201	1051.429	-67.95	Birds
30	Spectrogram 1	1	11479.412046051	11480.650896701	2368.121	2823.529	1.2389	455.408	-69.72	Amphibians
31	Spectrogram 1	1	11470.110413178	11472.664481984	2390.892	2823.529	2.5541	432.638	-71.04	Amphibians
32	Spectrogram 1	1	11476.010723376	11477.096839015	2185.958	2800.759	1.0861	614.801	-70.07	Amphibians
33	Spectrogram 1	1	11460.000000000	11519.999979167	3962.049	4690.702	60.0000	728.653	-70.59	Insects
34	Spectrogram 1	1	11462.015999300	11491.247989150	4963.947	5373.814	29.2320	409.867	-75.00	Unknown
35	Spectrogram 1	1	11512.781457287	11513.036015639	15050.524	21394.359	0.2546	6343.835	-62.06	Possible bats
36	Spectrogram 1	1	11514.750041882	11514.885806337	16145.399	22102.807	0.1358	5957.408	-45.05	Possible bats
37	Spectrogram 1	1	11517.210772626	11517.448360422	15436.950	19977.461	0.2376	4540.511	-66.95	Possible bats
