Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	6300.000000000	6359.999979167	7175.758	8242.424	60.0000	1066.667	-60.56	Insects
2	Spectrogram 1	1	6300.000000000	6359.999979167	6206.061	6787.879	60.0000	581.818	-61.00	Insects
3	Spectrogram 1	1	6308.207997150	6317.951993767	4169.697	5187.879	9.7440	1018.182	-53.32	Amphibians
4	Spectrogram 1	1	6325.727991067	6331.055989217	3927.273	5236.364	5.3280	1309.091	-54.52	Amphibians
5	Spectrogram 1	1	6339.503986283	6343.871984767	4024.242	5187.879	4.3680	1163.636	-57.09	Amphibians
6	Spectrogram 1	1	6351.071982267	6359.999979167	4072.727	5333.333	8.9280	1260.606	-53.34	Amphibians
7	Spectrogram 1	1	6318.095993717	6325.631991100	4363.636	4945.455	7.5360	581.818	-62.59	Amphibians
8	Spectrogram 1	1	6331.151989183	6339.407986317	4363.636	4993.939	8.2560	630.303	-65.17	Amphibians
9	Spectrogram 1	1	6344.015984717	6351.407982150	4315.152	4945.455	7.3920	630.303	-64.07	Amphibians
10	Spectrogram 1	1	6300.287999900	6308.447997067	4218.182	4800.000	8.1600	581.818	-66.33	Amphibians
11	Spectrogram 1	1	6300.000000000	6300.280014188	8433.855	11416.560	0.2800	2982.705	-65.72	Birds
12	Spectrogram 1	1	6303.020759120	6303.334714422	8296.720	11245.141	0.3140	2948.421	-62.36	Birds
13	Spectrogram 1	1	6307.933735330	6308.196778961	8331.004	11313.708	0.2630	2982.705	-59.29	Birds
14	Spectrogram 1	1	6312.906848985	6313.178377895	8639.559	11245.141	0.2715	2605.581	-59.86	Birds
15	Spectrogram 1	1	6317.539811007	6317.870736866	8365.287	11382.276	0.3309	3016.989	-65.07	Birds
16	Spectrogram 1	1	6323.236026464	6323.558467044	8742.411	14124.994	0.3224	5382.583	-72.80	Birds
17	Spectrogram 1	1	6323.736657891	6323.991216244	9222.387	11347.992	0.2546	2125.606	-70.39	Birds
18	Spectrogram 1	1	6327.767165144	6328.004752940	8673.843	11245.141	0.2376	2571.297	-72.45	Birds
19	Spectrogram 1	1	6332.197205764	6332.417823003	8570.991	11039.437	0.2206	2468.445	-72.85	Birds
20	Spectrogram 1	1	6335.557376021	6335.828904931	9050.967	11073.721	0.2715	2022.754	-71.08	Birds
21	Spectrogram 1	1	6335.144870740	6335.195782411	8245.599	17227.998	0.0509	8982.399	-62.76	Birds
22	Spectrogram 1	1	6340.303920024	6340.482110871	9376.969	11296.872	0.1782	1919.902	-70.75	Birds
23	Spectrogram 1	1	6343.169179630	6343.381311590	9514.105	11502.575	0.2121	1988.470	-70.80	Birds
24	Spectrogram 1	1	6342.566724861	6342.626121810	10988.316	13182.490	0.0594	2194.174	-73.21	Birds
25	Spectrogram 1	1	6348.025684730	6348.356610588	8279.883	13765.317	0.3309	5485.434	-73.35	Birds
26	Spectrogram 1	1	6350.194904650	6350.407036611	9342.686	10542.624	0.2121	1199.939	-76.03	Birds
27	Spectrogram 1	1	6357.585582161	6357.823169957	8328.001	12922.053	0.2376	4594.051	-71.78	Birds
28	Spectrogram 1	1	6324.619459121	6324.678856070	8190.865	12544.929	0.0594	4354.064	-73.57	Birds
29	Spectrogram 1	1	6323.159991231	6323.287270408	17001.844	19058.882	0.1273	2057.038	-72.05	Possible bats
30	Spectrogram 1	1	6323.745475443	6323.838813506	16933.277	19127.450	0.0933	2194.174	-72.75	Possible bats
31	Spectrogram 1	1	6324.356415490	6324.458238831	17310.400	19161.734	0.1018	1851.334	-72.39	Possible bats
32	Spectrogram 1	1	6325.425560572	6325.501928077	17207.548	19093.166	0.0764	1885.618	-71.64	Possible bats
33	Spectrogram 1	1	6306.622253811	6306.664680203	17690.535	19130.461	0.0424	1439.927	-70.19	Possible bats
34	Spectrogram 1	1	6307.148341074	6307.250164415	17621.967	19473.301	0.1018	1851.334	-73.31	Possible bats
35	Spectrogram 1	1	6307.852619183	6307.937471968	17176.275	19027.609	0.0849	1851.334	-70.94	Possible bats
36	Spectrogram 1	1	6308.539926736	6308.599323685	17004.855	18993.325	0.0594	1988.470	-71.15	Possible bats
37	Spectrogram 1	1	6309.303601794	6309.439366249	17176.275	19164.745	0.1358	1988.470	-72.90	Possible bats
38	Spectrogram 1	1	6310.253952978	6310.372746876	17313.411	19027.609	0.1188	1714.198	-72.79	Possible bats
