Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	19860.050911671	19860.152735012	21155.883	22321.960	0.1018	1166.078	-63.65	Possible bats
2	Spectrogram 1	1	19860.492146149	19860.687307553	21685.918	23742.455	0.1952	2056.537	-73.80	Possible bats
3	Spectrogram 1	1	19861.391585662	19861.535835395	20753.056	21346.695	0.1442	593.640	-69.72	Possible bats
4	Spectrogram 1	1	19864.172788032	19864.274611373	20943.868	21601.112	0.1018	657.244	-72.16	Possible bats
5	Spectrogram 1	1	19865.886814275	19866.107431514	21198.285	23954.469	0.2206	2756.184	-73.19	Possible bats
6	Spectrogram 1	1	19867.872369427	19867.991163325	21007.473	22597.579	0.1188	1590.106	-68.36	Possible bats
7	Spectrogram 1	1	19868.593618093	19868.703926713	20753.056	21473.904	0.1103	720.848	-67.48	Possible bats
8	Spectrogram 1	1	19869.494941109	19869.596764450	20753.056	21283.091	0.1018	530.035	-70.12	Possible bats
9	Spectrogram 1	1	19870.097395877	19870.199219218	21240.688	21961.536	0.1018	720.848	-72.91	Possible bats
10	Spectrogram 1	1	19870.793188708	19870.818644543	21367.897	21919.133	0.0255	551.237	-71.51	Possible bats
11	Spectrogram 1	1	19871.022291226	19871.115629288	20710.653	21431.501	0.0933	720.848	-65.83	Possible bats
12	Spectrogram 1	1	19871.446555147	19871.565349045	20668.250	21601.112	0.1188	932.862	-70.54	Possible bats
13	Spectrogram 1	1	19901.324731851	19901.477466863	21791.925	23021.607	0.1527	1229.682	-68.53	Possible bats
14	Spectrogram 1	1	19903.887285936	19904.014565113	21452.702	22703.586	0.1273	1250.883	-65.54	Possible bats
15	Spectrogram 1	1	19905.202504093	19905.389180218	21367.897	22639.981	0.1867	1272.085	-60.36	Possible bats
16	Spectrogram 1	1	19902.572067780	19902.758743905	21495.105	23869.663	0.1867	2374.558	-72.85	Possible bats
17	Spectrogram 1	1	19905.109166030	19905.244930485	22682.384	24000.000	0.1358	1317.616	-70.93	Possible bats
18	Spectrogram 1	1	19904.566108211	19904.693387387	22003.939	23996.872	0.1273	1992.933	-72.82	Possible bats
19	Spectrogram 1	1	19904.820666563	19904.947945740	21622.314	23912.066	0.1273	2289.753	-73.40	Possible bats
20	Spectrogram 1	1	19906.441354743	19906.560148641	21261.890	23191.218	0.1188	1929.329	-54.85	Possible bats
21	Spectrogram 1	1	19907.613264901	19907.757514634	21092.278	22258.356	0.1442	1166.078	-59.29	Possible bats
22	Spectrogram 1	1	19908.419366352	19908.606042477	21177.084	23975.671	0.1867	2798.587	-74.18	Possible bats
23	Spectrogram 1	1	19908.877571387	19908.979394728	21049.875	21940.335	0.1018	890.459	-63.13	Possible bats
24	Spectrogram 1	1	19909.963687025	19910.107936759	20965.070	21982.738	0.1442	1017.668	-70.64	Possible bats
25	Spectrogram 1	1	19911.343559597	19911.479324052	21261.890	22173.550	0.1358	911.661	-69.21	Possible bats
26	Spectrogram 1	1	19911.810249911	19911.920558530	20986.271	21940.335	0.1103	954.064	-70.90	Possible bats
27	Spectrogram 1	1	19912.870909714	19913.066071118	20837.861	23996.872	0.1952	3159.011	-74.10	Possible bats
28	Spectrogram 1	1	19860.627910604	19860.729733945	20625.847	21495.105	0.1018	869.258	-73.13	Possible bats
29	Spectrogram 1	1	19863.640184446	19863.716551951	20477.437	21134.681	0.0764	657.244	-71.74	Possible bats
30	Spectrogram 1	1	19899.737274721	19900.102141694	21622.314	23021.607	0.3649	1399.293	-76.45	Possible bats
31	Spectrogram 1	1	19903.335032775	19903.750811418	7496.148	15213.462	0.4158	7717.314	-54.52	Birds
32	Spectrogram 1	1	19905.200781992	19905.277149498	7865.724	11067.138	0.0764	3201.413	-70.73	Birds
33	Spectrogram 1	1	19909.180377575	19909.450377891	9000.000	10591.837	0.2700	1591.837	-69.99	Birds
34	Spectrogram 1	1	19867.709180117	19868.192840987	7681.168	11264.207	0.4837	3583.039	-66.94	Birds
36	Spectrogram 1	1	19860.000000000	19919.999979167	11544.304	12189.873	60.0000	645.570	-70.03	Insects
37	Spectrogram 1	1	19860.000000000	19919.999979167	2392.405	2696.203	60.0000	303.797	-66.80	Amphibians
38	Spectrogram 1	1	19860.000000000	19919.999979167	5506.329	6341.772	60.0000	835.443	-46.44	Insects
39	Spectrogram 1	1	19860.000000000	19919.999979167	3607.595	4139.241	60.0000	531.646	-66.87	Amphibians
40	Spectrogram 1	1	19877.135994050	19908.047983317	4139.241	4708.861	30.9120	569.620	-70.59	Amphibians
