Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	33480.000000000	33539.999979167	5721.212	6448.485	60.0000	727.273	-57.34	Insects
2	Spectrogram 1	1	33480.335999883	33489.647996650	4266.667	4896.970	9.3120	630.303	-72.13	Insects
3	Spectrogram 1	1	33499.439993250	33506.687990733	4072.727	4848.485	7.2480	775.758	-72.56	Insects
4	Spectrogram 1	1	33515.471987683	33520.655985883	4121.212	4848.485	5.1840	727.273	-72.11	Insects
5	Spectrogram 1	1	33531.935981967	33537.215980133	4072.727	4896.970	5.2800	824.242	-72.74	Insects
6	Spectrogram 1	1	33480.000000000	33539.999979167	2181.818	2860.606	60.0000	678.788	-64.68	Amphibians
7	Spectrogram 1	1	33486.527997733	33491.471996017	3006.061	3345.455	4.9440	339.394	-72.20	Amphibians
8	Spectrogram 1	1	33491.903995867	33496.319994333	2957.576	3393.939	4.4160	436.364	-72.15	Amphibians
9	Spectrogram 1	1	33496.655994217	33502.607992150	2957.576	3296.970	5.9520	339.394	-72.66	Amphibians
10	Spectrogram 1	1	33506.591990767	33511.343989117	2957.576	3442.424	4.7520	484.848	-72.86	Amphibians
11	Spectrogram 1	1	33525.791984100	33530.399982500	2860.606	3393.939	4.6080	533.333	-73.38	Amphibians
12	Spectrogram 1	1	33481.391999517	33482.159999250	6836.364	7515.152	0.7680	678.788	-77.19	Insects
13	Spectrogram 1	1	33482.879999000	33483.887998650	6933.333	7418.182	1.0080	484.848	-77.30	Insects
14	Spectrogram 1	1	33484.559998417	33485.279998167	6981.818	7466.667	0.7200	484.848	-76.42	Insects
15	Spectrogram 1	1	33486.047997900	33486.815997633	6884.848	7466.667	0.7680	581.818	-76.79	Insects
16	Spectrogram 1	1	33487.727997317	33488.591997017	6884.848	7466.667	0.8640	581.818	-77.22	Insects
17	Spectrogram 1	1	33489.551996683	33490.175996467	6884.848	7515.152	0.6240	630.303	-77.05	Insects
18	Spectrogram 1	1	33491.135996133	33491.855995883	6836.364	7369.697	0.7200	533.333	-76.20	Insects
