Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	19920.458205035	19921.714026242	6932.862	7865.724	1.2558	932.862	-57.48	Birds
2	Spectrogram 1	1	19921.858275976	19922.884994666	7144.876	8014.134	1.0267	869.258	-58.86	Birds
3	Spectrogram 1	1	19923.139553018	19924.217183379	6932.862	7950.530	1.0776	1017.668	-58.20	Birds
4	Spectrogram 1	1	19924.412344783	19925.532401535	7017.668	7950.530	1.1201	932.862	-57.49	Birds
5	Spectrogram 1	1	19925.999091849	19926.550634946	7038.869	7865.724	0.5515	826.855	-56.51	Birds
6	Spectrogram 1	1	19926.753833536	19927.772066948	7038.869	7992.933	1.0182	954.064	-57.43	Birds
7	Spectrogram 1	1	19928.654535904	19929.876415998	7060.071	7886.926	1.2219	826.855	-57.11	Birds
8	Spectrogram 1	1	19930.334621033	19930.648576335	7123.675	7696.113	0.3140	572.438	-60.20	BIrds
9	Spectrogram 1	1	19930.801311346	19931.301942774	6911.661	7844.523	0.5006	932.862	-57.75	BIrds
10	Spectrogram 1	1	19931.616260716	19932.193259649	6996.466	7865.724	0.5770	869.258	-55.59	Birds
11	Spectrogram 1	1	19932.685405798	19933.729095044	6954.064	7844.523	1.0437	890.459	-58.66	Birds
12	Spectrogram 1	1	19933.966682840	19935.230989326	7017.668	7844.523	1.2643	826.855	-58.14	Birds
13	Spectrogram 1	1	19935.538111181	19936.259359847	6996.466	7759.717	0.7212	763.251	-58.37	Birds
14	Spectrogram 1	1	19936.734535439	19937.667916066	7123.675	7950.530	0.9334	826.855	-56.05	Birds
15	Spectrogram 1	1	19938.287341391	19939.373457030	6954.064	7738.516	1.0861	784.452	-56.42	Birds
16	Spectrogram 1	1	19939.746809281	19941.477806080	7060.071	7886.926	1.7310	826.855	-56.76	Birds
17	Spectrogram 1	1	19942.205933711	19943.419328526	7038.869	7696.113	1.2134	657.244	-56.78	Birds
18	Spectrogram 1	1	19944.149062471	19944.683635012	7123.675	7738.516	0.5346	614.841	-56.94	Birds
19	Spectrogram 1	1	19945.353972008	19946.049764839	7017.668	7929.329	0.6958	911.661	-55.58	Birds
20	Spectrogram 1	1	19946.711616556	19947.280130211	7038.869	7908.127	0.5685	869.258	-55.83	Birds
21	Spectrogram 1	1	19948.223879585	19948.868760746	7060.071	7886.926	0.6449	826.855	-53.73	Birds
22	Spectrogram 1	1	19949.623950526	19950.353684471	7017.668	7886.926	0.7297	869.258	-54.76	Birds
23	Spectrogram 1	1	19950.760977835	19951.337976768	7017.668	7908.127	0.5770	890.459	-55.76	Birds
24	Spectrogram 1	1	19951.668902627	19952.458033521	7017.668	7971.731	0.7891	954.064	-56.72	Birds
25	Spectrogram 1	1	19952.746532988	19953.382928870	7038.869	7886.926	0.6364	848.057	-53.63	Birds
26	Spectrogram 1	1	19953.620516666	19954.655720634	7060.071	7992.933	1.0352	932.862	-56.20	Birds
27	Spectrogram 1	1	19955.016664881	19956.264000810	6996.466	7950.530	1.2473	954.064	-55.32	BIrds
28	Spectrogram 1	1	19956.484618049	19957.256778386	7017.668	7802.120	0.7722	784.452	-55.25	BIrds
29	Spectrogram 1	1	19957.630130637	19958.334408746	6975.265	7929.329	0.7043	954.064	-56.98	Birds
30	Spectrogram 1	1	19958.521084872	19960.065405546	7123.675	7950.530	1.5443	826.855	-56.16	Birds
31	Spectrogram 1	1	19960.396331404	19962.076416533	7038.869	7950.530	1.6801	911.661	-56.42	Birds
32	Spectrogram 1	1	19962.442240456	19963.748973334	7017.668	7886.926	1.3067	869.258	-56.05	Birds
33	Spectrogram 1	1	19964.147781420	19964.767206745	6998.353	7828.666	0.6194	830.313	-55.40	Birds
34	Spectrogram 1	1	19964.869030087	19965.751499043	7037.891	8026.359	0.8825	988.468	-57.39	Birds
35	Spectrogram 1	1	19966.209704078	19967.482495842	7018.122	7887.974	1.2728	869.852	-56.50	Birds
36	Spectrogram 1	1	19967.728568917	19968.305567850	7057.661	7868.204	0.5770	810.544	-56.95	Birds
37	Spectrogram 1	1	19968.562936256	19969.912095526	6998.353	8184.514	1.3492	1186.161	-57.86	Birds
38	Spectrogram 1	1	19970.370300561	19970.955784773	7136.738	7848.435	0.5855	711.697	-57.58	Birds
39	Spectrogram 1	1	19971.117005063	19972.788604913	7057.661	7947.282	1.6716	889.621	-57.78	Birds
40	Spectrogram 1	1	19973.348633289	19973.840779438	7116.969	7927.512	0.4921	810.544	-56.19	Birds
41	Spectrogram 1	1	19974.095337791	19975.206909265	7077.430	7887.974	1.1116	810.544	-55.77	Birds
42	Spectrogram 1	1	19975.621313199	19976.393473536	7116.969	7907.743	0.7722	790.774	-56.23	Birds
43	Spectrogram 1	1	19976.868649128	19977.632324186	7176.277	7868.204	0.7637	691.928	-55.56	Birds
44	Spectrogram 1	1	19977.886882539	19978.642072319	7176.277	7887.974	0.7552	711.697	-57.21	Birds
45	Spectrogram 1	1	19978.879660115	19979.838496577	7077.430	7828.666	0.9588	751.236	-55.96	birds
46	Spectrogram 1	1	19920.042426392	19950.216454286	2490.939	2807.249	30.1740	316.310	-60.96	Amphibians
47	Spectrogram 1	1	19950.691629878	19952.278376944	2471.170	2807.249	1.5867	336.079	-63.08	Amphibians
48	Spectrogram 1	1	19953.148669531	19960.412067865	2471.170	2747.941	7.2634	276.771	-60.36	Amphibians
49	Spectrogram 1	1	19961.165203206	19962.480421362	2411.862	2767.710	1.3152	355.848	-61.16	Amphibians
50	Spectrogram 1	1	19965.416327698	19979.999979167	2471.170	2827.018	14.5837	355.848	-61.24	Amphibians
51	Spectrogram 1	1	19920.033941114	19979.999979167	5733.114	6701.812	59.9660	968.699	-46.03	Insects
