Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	19983.029244399	19983.563816940	7058.609	13641.467	0.5346	6582.857	-56.35	Birds
2	Spectrogram 1	1	19980.033941114	20039.999979167	4342.857	5760.000	59.9660	1417.143	-56.24	Insects
3	Spectrogram 1	1	19999.786224382	20000.371708593	9146.094	9946.094	0.5855	800.000	-49.02	Birds
4	Spectrogram 1	1	20001.440853675	20002.043308443	9146.094	9991.808	0.6025	845.714	-42.11	Birds
5	Spectrogram 1	1	20013.565088058	20014.142086991	9008.951	10288.951	0.5770	1280.000	-46.38	Birds
6	Spectrogram 1	1	20031.620084002	20032.010406810	8963.236	10106.094	0.3903	1142.857	-42.19	Birds
7	Spectrogram 1	1	19980.178190847	19980.543057819	3885.714	4137.143	0.3649	251.429	-56.10	Birds
8	Spectrogram 1	1	19980.890954235	19981.357644548	3611.429	4251.429	0.4667	640.000	-58.02	Birds
9	Spectrogram 1	1	19982.927421058	19983.428052485	3634.286	4274.286	0.5006	640.000	-58.35	Birds
10	Spectrogram 1	1	19983.631699167	19983.920198634	3794.286	4228.571	0.2885	434.286	-55.82	Birds
11	Spectrogram 1	1	19981.968584595	19982.121319607	5897.143	6331.429	0.1527	434.286	-55.49	Birds
12	Spectrogram 1	1	19986.330017707	19987.187030828	3680.000	4274.286	0.8570	594.286	-57.61	Birds
13	Spectrogram 1	1	19987.686403398	19988.093696763	3680.000	4228.571	0.4073	548.571	-57.01	Birds
14	Spectrogram 1	1	19989.553164652	19990.495030558	3794.286	4251.429	0.9419	457.143	-55.56	Birds
15	Spectrogram 1	1	19990.897343644	19993.307162717	3680.000	4205.714	2.4098	525.714	-59.66	Birds
16	Spectrogram 1	1	19993.705970803	19994.851483391	3931.429	4228.571	1.1455	297.143	-56.18	Birds
17	Spectrogram 1	1	19995.479061721	19995.962722592	3908.571	4251.429	0.4837	342.857	-55.53	Birds
18	Spectrogram 1	1	19996.616089031	19997.574925493	3611.429	4251.429	0.9588	640.000	-59.60	Birds
19	Spectrogram 1	1	19998.720438081	19999.798068441	3725.714	4320.000	1.0776	594.286	-57.38	Birds
20	Spectrogram 1	1	20000.154349500	20000.544672307	3908.571	4160.000	0.3903	251.429	-55.76	Birds
21	Spectrogram 1	1	20002.394463005	20002.682962471	3771.429	4297.143	0.2885	525.714	-56.59	Birds
22	Spectrogram 1	1	20004.227283145	20005.254001835	3748.571	4205.714	1.0267	457.143	-57.63	Birds
23	Spectrogram 1	1	20005.870546805	20006.778471597	3542.857	4182.857	0.9079	640.000	-60.85	Birds
24	Spectrogram 1	1	20008.093689753	20009.188290670	3611.429	4274.286	1.0946	662.857	-58.46	Birds
25	Spectrogram 1	1	20009.476790137	20010.002877399	3657.143	4160.000	0.5261	502.857	-58.46	Birds
26	Spectrogram 1	1	20013.679928831	20015.606087034	3542.857	4251.429	1.9262	708.571	-59.84	Birds
27	Spectrogram 1	1	20016.191571245	20017.964994437	3428.571	4342.857	1.7734	914.286	-60.92	Birds
28	Spectrogram 1	1	20018.855948672	20020.510577965	3771.429	4320.000	1.6546	548.571	-58.53	Birds
29	Spectrogram 1	1	20021.003565246	20022.997605677	3611.429	4137.143	1.9940	525.714	-64.77	Birds
30	Spectrogram 1	1	20023.574604610	20024.491014680	3634.286	4228.571	0.9164	594.286	-57.90	Birds
31	Spectrogram 1	1	20025.405355160	20025.999324650	3588.571	4228.571	0.5940	640.000	-59.09	Birds
32	Spectrogram 1	1	20026.830881936	20027.382425034	3725.714	4342.857	0.5515	617.143	-57.55	Birds
33	Spectrogram 1	1	20027.781233120	20029.147362947	3611.429	4205.714	1.3661	594.286	-59.37	Birds
34	Spectrogram 1	1	20031.413989841	20032.160694342	3634.286	4274.286	0.7467	640.000	-57.03	Birds
35	Spectrogram 1	1	20032.780119668	20033.450456663	3634.286	4251.429	0.6703	617.143	-58.63	Birds
36	Spectrogram 1	1	20034.791130655	20036.513642176	3885.714	4320.000	1.7225	434.286	-56.92	Birds
37	Spectrogram 1	1	20037.160754295	20039.850587557	3817.143	4205.714	2.6898	388.571	-59.36	Birds
38	Spectrogram 1	1	19980.033941114	20039.999979167	1851.429	2102.857	59.9660	251.429	-68.57	Amphibians
39	Spectrogram 1	1	19980.000000000	20039.999979167	2171.429	2537.143	60.0000	365.714	-71.38	Amphibians
