Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	10380.000000000	10439.999979167	8056.537	10261.484	60.0000	2204.947	-63.43	Insects
2	Spectrogram 1	1	10383.404708157	10383.600944939	6716.265	7300.940	0.1962	584.675	-75.54	Birds
3	Spectrogram 1	1	10380.107930230	10380.225672299	5471.957	6086.615	0.1177	614.658	-70.60	Birds
4	Spectrogram 1	1	10380.000000000	10380.284543333	269.850	779.566	0.2845	509.717	-67.79	Birds
5	Spectrogram 1	1	10384.415327582	10384.640999880	1604.108	2338.699	0.2257	734.591	-70.70	Birds
6	Spectrogram 1	1	10385.671242983	10385.867479764	1574.125	2233.758	0.1962	659.633	-72.37	Birds
7	Spectrogram 1	1	10383.414519996	10384.297585513	1978.900	2338.699	0.8831	359.800	-75.72	Birds
8	Spectrogram 1	1	10383.090729307	10383.286966089	1739.033	2263.741	0.1962	524.708	-75.52	Birds
9	Spectrogram 1	1	10383.708875169	10383.895300111	5411.990	5936.699	0.1864	524.708	-76.86	Birds
10	Spectrogram 1	1	10384.797989305	10385.013849765	5307.049	5801.774	0.2159	494.725	-75.03	Birds
11	Spectrogram 1	1	10380.500403793	10381.461964021	1574.125	2263.741	0.9616	689.617	-77.26	Birds
12	Spectrogram 1	1	10386.936970223	10387.133207004	1529.150	2173.791	0.1962	644.642	-75.78	Birds
13	Spectrogram 1	1	10382.021238848	10382.129169078	2650.774	3338.012	0.1079	687.238	-74.63	Birds
14	Spectrogram 1	1	10382.374465055	10382.462771607	2566.622	3183.734	0.0883	617.111	-74.41	Birds
15	Spectrogram 1	1	10382.717879422	10383.375272640	2664.799	3183.734	0.6574	518.935	-78.04	Birds
16	Spectrogram 1	1	10387.937777808	10388.202697463	1472.652	1949.511	0.2649	476.859	-75.74	Birds
17	Spectrogram 1	1	10380.520027471	10380.657393218	2861.153	3323.986	0.1374	462.834	-77.44	Birds
18	Spectrogram 1	1	10390.145441599	10390.282807346	5357.649	5960.735	0.1374	603.086	-67.61	Birds
19	Spectrogram 1	1	10384.954978730	10385.190462868	1107.995	1809.258	0.2355	701.263	-76.23	Birds
20	Spectrogram 1	1	10386.426754591	10386.652426890	1837.309	2426.370	0.2257	589.061	-77.16	Birds
21	Spectrogram 1	1	10389.452719210	10389.835380933	1472.652	2131.839	0.3827	659.187	-77.84	Birds
22	Spectrogram 1	1	10389.962934841	10390.816564840	1178.122	1683.031	0.8536	504.909	-76.59	Birds
23	Spectrogram 1	1	10390.953930587	10392.788744494	1290.324	1626.930	1.8348	336.606	-76.48	Birds
24	Spectrogram 1	1	10390.424091278	10390.708634611	2861.153	3969.148	0.2845	1107.995	-76.01	Birds
25	Spectrogram 1	1	10390.796941162	10391.042237139	2748.951	3870.971	0.2453	1122.021	-76.13	Birds
26	Spectrogram 1	1	10391.935114494	10392.425706448	2762.976	3870.971	0.4906	1107.995	-74.58	Birds
27	Spectrogram 1	1	10391.532829093	10391.709442196	3085.557	3969.148	0.1766	883.591	-77.27	Birds
28	Spectrogram 1	1	10391.159979208	10391.473958058	2636.749	3394.113	0.3140	757.364	-77.40	Birds
29	Spectrogram 1	1	10392.327588057	10392.710249781	6619.922	7138.857	0.3827	518.935	-77.14	Insects
30	Spectrogram 1	1	10393.132158861	10393.455949550	6718.099	7251.059	0.3238	532.960	-75.66	insects
31	Spectrogram 1	1	10394.103530929	10394.427321618	6732.124	7180.932	0.3238	448.808	-76.51	insects
32	Spectrogram 1	1	10391.836613484	10391.915108197	4978.967	5722.305	0.0785	743.339	-76.53	Birds
33	Spectrogram 1	1	10392.170216013	10392.278146242	4978.967	5792.432	0.1079	813.465	-76.20	Birds
34	Spectrogram 1	1	10392.601936932	10392.768738196	4936.891	5638.154	0.1668	701.263	-76.12	Birds
35	Spectrogram 1	1	10397.448985432	10397.733528765	1486.677	1963.536	0.2845	476.859	-75.29	Birds
36	Spectrogram 1	1	10398.636217960	10399.018879684	1220.197	1851.334	0.3827	631.137	-72.24	Birds
37	Spectrogram 1	1	10399.941192556	10400.068746464	1192.147	1823.284	0.1276	631.137	-73.73	Birds
