Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	29280.000000000	29339.999979167	6690.909	7757.576	60.0000	1066.667	-61.47	Insects
2	Spectrogram 1	1	29280.000000000	29280.305470023	4072.727	5212.121	0.3055	1139.394	-69.28	Birds
3	Spectrogram 1	1	29280.364866972	29280.636395882	4169.697	5430.303	0.2715	1260.606	-69.18	Birds
4	Spectrogram 1	1	29282.995303285	29283.614728610	4775.758	5260.606	0.6194	484.848	-67.27	Birds
5	Spectrogram 1	1	29281.815849584	29282.223142948	654.545	1018.182	0.4073	363.636	-65.31	Birds
6	Spectrogram 1	1	29285.413607637	29285.651195433	654.545	1187.879	0.2376	533.333	-65.51	Birds
7	Spectrogram 1	1	29283.911713355	29284.853579261	1648.485	2472.727	0.9419	824.242	-69.51	Birds
8	Spectrogram 1	1	29285.371181245	29285.685136547	4193.939	5478.788	0.3140	1284.848	-71.11	Birds
9	Spectrogram 1	1	29285.702107104	29286.041518241	4024.242	5187.879	0.3394	1163.636	-70.60	Birds
10	Spectrogram 1	1	29285.965150735	29286.677914123	3345.455	4266.667	0.7128	921.212	-71.50	Birds
11	Spectrogram 1	1	29286.499723276	29286.584576060	2909.091	3224.242	0.0849	315.152	-66.61	Birds
12	Spectrogram 1	1	29286.499723276	29287.288854170	3006.061	5406.061	0.7891	2400.000	-69.51	Birds
13	Spectrogram 1	1	29287.348251119	29287.585838915	2206.061	2690.909	0.2376	484.848	-58.52	Birds
14	Spectrogram 1	1	29287.628265307	29287.730088648	1818.182	2060.606	0.1018	242.424	-65.83	Birds
15	Spectrogram 1	1	29288.256175910	29288.587101769	4509.091	5333.333	0.3309	824.242	-67.02	Birds
16	Spectrogram 1	1	29290.779244692	29291.195023335	4145.455	5454.545	0.4158	1309.091	-71.17	Birds
17	Spectrogram 1	1	29291.593831421	29291.899301444	557.576	1066.667	0.3055	509.091	-65.81	Birds
18	Spectrogram 1	1	29292.145374519	29292.892079020	3127.273	4315.152	0.7467	1187.879	-70.58	Birds
19	Spectrogram 1	1	29292.900564299	29293.095725703	2206.061	3612.121	0.1952	1406.061	-68.30	Birds
20	Spectrogram 1	1	29293.155122652	29293.723636306	4581.818	5187.879	0.5685	606.061	-66.71	Birds
