Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Annotation
1	Spectrogram 1	1	12960.000000000	13019.999979167	8630.303	10084.848	60.0000	1454.545	-66.71	Insects
2	Spectrogram 1	1	12960.067882227	12960.076367506	3634.100	4388.348	0.0085	754.247	-82.44	Birds
3	Spectrogram 1	1	12960.398808086	12960.712763388	2777.001	4079.792	0.3140	1302.791	-75.87	Birds
4	Spectrogram 1	1	12960.806101451	12961.060659803	2537.013	4834.039	0.2546	2297.026	-75.76	Birds
5	Spectrogram 1	1	12961.153997866	12961.434012054	2057.038	3668.384	0.2800	1611.346	-75.52	Birds
6	Spectrogram 1	1	12961.434012054	12961.739482078	3016.989	5279.731	0.3055	2262.742	-77.45	Birds
7	Spectrogram 1	1	12961.849790697	12962.121319607	2708.433	5176.879	0.2715	2468.445	-76.69	Birds
8	Spectrogram 1	1	12961.578261788	12961.841305419	2125.606	3359.829	0.2630	1234.223	-75.87	Birds
9	Spectrogram 1	1	12962.291025176	12962.511642415	2399.878	3599.816	0.2206	1199.939	-73.56	Birds
10	Spectrogram 1	1	12962.528612972	12962.732259654	2228.458	4491.199	0.2036	2262.742	-77.72	Birds
11	Spectrogram 1	1	12962.986818007	12963.258346916	2502.729	4251.212	0.2715	1748.482	-76.96	Birds
12	Spectrogram 1	1	12963.402596650	12963.538361104	2537.013	3119.841	0.1358	582.827	-73.42	Birds
13	Spectrogram 1	1	12963.937169191	12964.471741732	2742.717	4045.508	0.5346	1302.791	-73.71	Birds
14	Spectrogram 1	1	12964.556594516	12964.811152869	2091.322	3051.273	0.2546	959.951	-68.03	Birds
15	Spectrogram 1	1	12964.811152869	12965.201475676	5519.718	7645.324	0.3903	2125.606	-73.31	Birds
16	Spectrogram 1	1	12965.209960955	12965.311784296	2811.285	3291.261	0.1018	479.976	-69.39	Birds
17	Spectrogram 1	1	12965.303299017	12965.523916257	1645.630	5554.002	0.2206	3908.372	-64.10	Birds
18	Spectrogram 1	1	12965.566342649	12965.829386280	1748.482	5142.595	0.2630	3394.113	-63.94	Birds
19	Spectrogram 1	1	12965.812415723	12966.016062405	1817.050	5622.570	0.2036	3805.520	-63.28	Birds
20	Spectrogram 1	1	12968.332543416	12968.671954553	1954.186	3119.841	0.3394	1165.655	-76.03	Birds
21	Spectrogram 1	1	12968.765292616	12968.926512906	1851.334	2468.445	0.1612	617.111	-75.52	Birds
22	Spectrogram 1	1	12968.875601236	12969.138644867	1817.050	3496.964	0.2630	1679.914	-75.01	Birds
23	Spectrogram 1	1	12969.215012373	12969.444114890	1988.470	3256.977	0.2291	1268.507	-71.62	Birds
24	Spectrogram 1	1	12969.596849902	12969.766555471	3668.384	4765.471	0.1697	1097.087	-59.60	Birds
25	Spectrogram 1	1	12969.910805204	12970.046569659	1988.470	3256.977	0.1358	1268.507	-74.44	Birds
26	Spectrogram 1	1	12969.639276294	12969.775040749	1714.198	3291.261	0.1358	1577.062	-77.62	Birds
27	Spectrogram 1	1	12970.156878278	12970.419921910	3154.125	4731.187	0.2630	1577.062	-78.67	Birds
28	Spectrogram 1	1	12966.966413589	12967.102178044	2022.754	2982.705	0.1358	959.951	-75.50	Birds
29	Spectrogram 1	1	12963.249861638	12964.446285896	274.272	1028.519	1.1964	754.247	-64.86	Mammals
30	Spectrogram 1	1	12964.565079794	12965.676651268	342.840	994.235	1.1116	651.395	-69.31	Mammals
31	Spectrogram 1	1	12968.018588114	12968.629528161	274.272	822.815	0.6109	548.543	-67.31	Mammals
32	Spectrogram 1	1	12968.824689565	12969.367747384	274.272	857.099	0.5431	582.827	-68.96	Mammals
33	Spectrogram 1	1	12969.667441580	12971.092968356	308.556	857.099	1.4255	548.543	-68.36	Mammals
34	Spectrogram 1	1	12971.245703368	12972.382730677	274.272	754.247	1.1370	479.976	-68.55	Mammals
35	Spectrogram 1	1	12970.923262787	12971.160850583	2022.754	4148.360	0.2376	2125.606	-76.96	Birds
36	Spectrogram 1	1	12971.483291164	12971.763305352	1988.470	4456.915	0.2800	2468.445	-75.62	Birds
37	Spectrogram 1	1	12972.068775375	12972.510009853	2365.594	3256.977	0.4412	891.383	-69.29	Birds
38	Spectrogram 1	1	12972.620318473	12972.798509320	2159.890	2914.137	0.1782	754.247	-65.94	Birds
39	Spectrogram 1	1	12972.645774308	12972.883362104	3359.829	5039.743	0.2376	1679.914	-77.06	Birds
40	Spectrogram 1	1	12972.866391547	12973.002156002	4011.224	5245.447	0.1358	1234.223	-75.53	Birds
41	Spectrogram 1	1	12972.968214889	12973.137920457	2057.038	3496.964	0.1697	1439.927	-71.22	Birds
42	Spectrogram 1	1	12972.798509320	12973.231258520	5245.447	7645.324	0.4327	2399.878	-73.26	Birds
43	Spectrogram 1	1	12973.188832128	12973.434905202	2434.162	4456.915	0.2461	2022.754	-72.30	Birds
44	Spectrogram 1	1	12973.367022975	12973.562184378	1714.198	5108.311	0.1952	3394.113	-69.17	Birds
45	Spectrogram 1	1	12973.579154935	12973.791286896	1782.766	5485.434	0.2121	3702.668	-67.06	Birds
46	Spectrogram 1	1	12973.816742731	12974.037359970	1748.482	5142.595	0.2206	3394.113	-65.76	Birds
47	Spectrogram 1	1	12974.028874692	12974.283433045	1851.334	5622.570	0.2546	3771.236	-67.66	Birds
48	Spectrogram 1	1	12974.249491931	12974.419197500	2914.137	4114.076	0.1697	1199.939	-74.38	Birds
49	Spectrogram 1	1	12974.529506119	12974.834976143	2537.013	5142.595	0.3055	2605.581	-77.65	Birds
50	Spectrogram 1	1	12974.818005586	12975.013166990	3874.088	5416.866	0.1952	1542.778	-77.57	Birds
51	Spectrogram 1	1	12975.013166990	12975.182872558	2399.878	3496.964	0.1697	1097.087	-76.53	Birds
52	Spectrogram 1	1	12975.352578127	12975.539254252	2125.606	3291.261	0.1867	1165.655	-74.57	Birds
53	Spectrogram 1	1	12976.119642333	12976.280862623	2125.606	2982.705	0.1612	857.099	-76.41	Birds
54	Spectrogram 1	1	12977.044537682	12977.256669643	1954.186	2742.717	0.2121	788.531	-72.49	Birds
55	Spectrogram 1	1	12978.851901987	12979.377989249	514.259	857.099	0.5261	342.840	-67.68	Mammals
56	Spectrogram 1	1	12980.226517092	12980.744119076	377.124	822.815	0.5176	445.692	-65.80	Mammals
57	Spectrogram 1	1	12980.175605422	12980.362281547	1885.618	2948.421	0.1867	1062.803	-67.87	Birds
58	Spectrogram 1	1	12981.168382998	12981.295662174	2159.890	3119.841	0.1273	959.951	-69.06	Birds
59	Spectrogram 1	1	12980.710177963	12981.032618543	3634.100	4971.175	0.3224	1337.075	-78.72	Birds
60	Spectrogram 1	1	12981.065184980	12981.676125027	171.420	514.259	0.6109	342.840	-67.32	Mammals
61	Spectrogram 1	1	12981.845830596	12982.371917858	308.556	548.543	0.5261	239.988	-66.68	Mammals
62	Spectrogram 1	1	12983.373180713	12983.797444634	239.988	582.827	0.4243	342.840	-66.11	Mammals
63	Spectrogram 1	1	12983.950179646	12984.807192767	205.704	617.111	0.8570	411.408	-68.00	Mammals
64	Spectrogram 1	1	12983.542886281	12983.704106571	1954.186	3051.273	0.1612	1097.087	-74.86	Birds
65	Spectrogram 1	1	12982.321006188	12982.668902603	2262.742	4216.928	0.3479	1954.186	-78.21	Birds
66	Spectrogram 1	1	12984.289590783	12984.696884147	2297.026	3188.409	0.4073	891.383	-76.87	Birds
67	Spectrogram 1	1	12984.959927779	12985.222971410	2537.013	4799.755	0.2630	2262.742	-70.09	Birds
68	Spectrogram 1	1	12985.519956155	12985.672691167	2777.001	3291.261	0.1527	514.259	-74.65	Birds
69	Spectrogram 1	1	12986.190293151	12986.818203754	1165.655	1577.062	0.6279	411.408	-72.50	Birds
70	Spectrogram 1	1	12985.672691167	12986.003617025	2571.297	4525.483	0.3309	1954.186	-76.19	Birds
71	Spectrogram 1	1	12986.088469810	12986.275145935	2502.729	3908.372	0.1867	1405.643	-76.12	Birds
